"Sgnyea","Prvcnm_id","Prvcnm_en","Gdp0101"
"1973","340000","Anhui (province)","92.1800"
"1973","610000","Shaanxi (province)","59.6300"
"1973","420000","Hubei (province)","113.2900"
"1973","410000","Henan (province)","117.0500"
"1973","120000","Tianjin (city)","60.3300"
"1973","370000","Shandong (province)","154.3300"
"1973","210000","Liaoning (province)","171.9800"
"1973","650000","Xinjiang Uygur Autonomous Region","24.6700"
"1973","630000","Qinghai (province)","11.0800"
"1973","140000","Shanxi (province)","66.2000"
"1973","150000","Inner Mongolia Autonomous Region","44.0700"
"1973","640000","Ningxia Hui Autonomous Region","8.9600"
"1973","450000","Guangxi Zhuang Autonomous Region","58.5300"
"1973","330000","Zhejiang (province)","86.9900"
"1973","530000","Yunnan (province)","54.5700"
"1973","520000","Guizhou (province)","28.3900"
"1973","440000","Guangdong (province)","128.9600"
"1973","110000","Beijing (city)","73.0300"
"1973","360000","Jiangxi (province)","66.8400"
"1973","130000","Hebei (province)","112.5700"
"1973","350000","Fujian (province)","43.6400"
"1973","320000","Jiangsu (province)","170.9300"
"1973","430000","Hunan (province)","115.8000"
"1973","230000","Heilongjiang (province)","123.4700"
"1973","510000","Sichuan (province)","122.9400"
"1973","220000","Jilin (province)","63.3300"
"1973","620000","Gansu (province)","43.8500"
"1973","310000","Shanghai (city)","185.3500"
"1974","142","China","2827.7000"
"1974","510000","Sichuan (province)","130.7500"
"1974","420000","Hubei (province)","107.3400"
"1974","320000","Jiangsu (province)","171.9400"
"1974","620000","Gansu (province)","49.5900"
"1974","110000","Beijing (city)","80.1900"
"1974","410000","Henan (province)","119.9200"
"1974","430000","Hunan (province)","108.1700"
"1974","150000","Inner Mongolia Autonomous Region","43.2600"
"1974","630000","Qinghai (province)","11.7600"
"1974","330000","Zhejiang (province)","86.5700"
"1974","210000","Liaoning (province)","185.1400"
"1974","140000","Shanxi (province)","64.4000"
"1974","370000","Shandong (province)","130.8100"
"1974","360000","Jiangxi (province)","64.7300"
"1974","350000","Fujian (province)","45.1600"
"1974","120000","Tianjin (city)","66.6900"
"1974","310000","Shanghai (city)","193.4500"
"1974","130000","Hebei (province)","121.3900"
"1974","650000","Xinjiang Uygur Autonomous Region","25.0500"
"1974","520000","Guizhou (province)","24.4800"
"1974","450000","Guangxi Zhuang Autonomous Region","62.2700"
"1974","530000","Yunnan (province)","51.7800"
"1974","220000","Jilin (province)","65.1100"
"1974","610000","Shaanxi (province)","62.0300"
"1974","440000","Guangdong (province)","138.2000"
"1974","230000","Heilongjiang (province)","131.4300"
"1974","640000","Ningxia Hui Autonomous Region","11.4000"
"1974","340000","Anhui (province)","91.4400"
"1975","142","China","3039.5000"
"1975","440000","Guangdong (province)","157.6600"
"1975","630000","Qinghai (province)","12.4200"
"1975","340000","Anhui (province)","97.0100"
"1975","330000","Zhejiang (province)","84.2300"
"1975","130000","Hebei (province)","132.7900"
"1975","360000","Jiangxi (province)","68.1200"
"1975","420000","Hubei (province)","120.1000"
"1975","120000","Tianjin (city)","69.7300"
"1975","210000","Liaoning (province)","198.5100"
"1975","370000","Shandong (province)","166.1900"
"1975","450000","Guangxi Zhuang Autonomous Region","67.0200"
"1975","310000","Shanghai (city)","204.1200"
"1975","650000","Xinjiang Uygur Autonomous Region","28.1200"
"1975","620000","Gansu (province)","57.3700"
"1975","320000","Jiangsu (province)","184.1600"
"1975","230000","Heilongjiang (province)","144.5200"
"1975","150000","Inner Mongolia Autonomous Region","48.5500"
"1975","430000","Hunan (province)","118.4000"
"1975","530000","Yunnan (province)","54.2900"
"1975","140000","Shanxi (province)","69.8000"
"1975","220000","Jilin (province)","72.3100"
"1975","410000","Henan (province)","127.7700"
"1975","610000","Shaanxi (province)","64.9200"
"1975","350000","Fujian (province)","46.4800"
"1975","640000","Ningxia Hui Autonomous Region","12.0600"
"1975","520000","Guizhou (province)","31.1000"
"1975","110000","Beijing (city)","91.2500"
"1975","510000","Sichuan (province)","136.9400"
"1976","142","China","2988.6000"
"1976","610000","Shaanxi (province)","62.9400"
"1976","350000","Fujian (province)","46.9200"
"1976","140000","Shanxi (province)","64.6000"
"1976","370000","Shandong (province)","179.5800"
"1976","430000","Hunan (province)","118.5300"
"1976","510000","Sichuan (province)","140.8900"
"1976","210000","Liaoning (province)","203.9900"
"1976","130000","Hebei (province)","133.9500"
"1976","220000","Jilin (province)","67.3200"
"1976","150000","Inner Mongolia Autonomous Region","48.0900"
"1976","230000","Heilongjiang (province)","144.1500"
"1976","120000","Tianjin (city)","65.2500"
"1976","650000","Xinjiang Uygur Autonomous Region","31.7800"
"1976","360000","Jiangxi (province)","64.3400"
"1976","630000","Qinghai (province)","12.2400"
"1976","450000","Guangxi Zhuang Autonomous Region","67.3200"
"1976","530000","Yunnan (province)","49.2700"
"1976","620000","Gansu (province)","56.4500"
"1976","640000","Ningxia Hui Autonomous Region","11.1000"
"1976","410000","Henan (province)","125.5200"
"1976","110000","Beijing (city)","93.8400"
"1976","310000","Shanghai (city)","208.1200"
"1976","330000","Zhejiang (province)","87.2700"
"1976","420000","Hubei (province)","114.6400"
"1976","520000","Guizhou (province)","29.3000"
"1976","440000","Guangdong (province)","156.3800"
"1976","320000","Jiangsu (province)","187.9700"
"1976","340000","Anhui (province)","105.7700"
"1977","142","China","3250.0000"
"1977","230000","Heilongjiang (province)","155.6700"
"1977","120000","Tianjin (city)","67.7300"
"1977","420000","Hubei (province)","131.1100"
"1977","140000","Shanxi (province)","75.3000"
"1977","370000","Shandong (province)","207.0700"
"1977","640000","Ningxia Hui Autonomous Region","12.1300"
"1977","650000","Xinjiang Uygur Autonomous Region","35.6700"
"1977","220000","Jilin (province)","72.9100"
"1977","430000","Hunan (province)","129.1700"
"1977","510000","Sichuan (province)","162.8500"
"1977","520000","Guizhou (province)","37.7200"
"1977","630000","Qinghai (province)","13.1300"
"1977","610000","Shaanxi (province)","69.9900"
"1977","110000","Beijing (city)","99.0900"
"1977","530000","Yunnan (province)","55.8400"
"1977","340000","Anhui (province)","108.0100"
"1977","450000","Guangxi Zhuang Autonomous Region","68.7500"
"1977","210000","Liaoning (province)","203.7700"
"1977","350000","Fujian (province)","52.4100"
"1977","150000","Inner Mongolia Autonomous Region","51.6500"
"1977","360000","Jiangxi (province)","74.7800"
"1977","130000","Hebei (province)","158.1800"
"1977","410000","Henan (province)","144.1100"
"1977","330000","Zhejiang (province)","100.0000"
"1977","440000","Guangdong (province)","168.9000"
"1977","310000","Shanghai (city)","230.3600"
"1977","620000","Gansu (province)","58.7200"
"1977","320000","Jiangsu (province)","202.4000"
"1978","142","China","3678.7025"
"1978","510000","Sichuan (province)","184.6100"
"1978","650000","Xinjiang Uygur Autonomous Region","39.0700"
"1978","530000","Yunnan (province)","69.0500"
"1978","620000","Gansu (province)","64.7300"
"1978","110000","Beijing (city)","108.8400"
"1978","410000","Henan (province)","162.9200"
"1978","440000","Guangdong (province)","185.8500"
"1978","120000","Tianjin (city)","82.6500"
"1978","370000","Shandong (province)","225.4500"
"1978","640000","Ningxia Hui Autonomous Region","13.0000"
"1978","350000","Fujian (province)","66.3700"
"1978","230000","Heilongjiang (province)","174.8100"
"1978","140000","Shanxi (province)","87.9900"
"1978","220000","Jilin (province)","81.9800"
"1978","630000","Qinghai (province)","15.5400"
"1978","360000","Jiangxi (province)","87.0000"
"1978","310000","Shanghai (city)","272.8100"
"1978","430000","Hunan (province)","146.9900"
"1978","420000","Hubei (province)","151.0000"
"1978","540000","Tibet Autonomous Region","6.6500"
"1978","210000","Liaoning (province)","229.2000"
"1978","340000","Anhui (province)","113.9600"
"1978","520000","Guizhou (province)","46.6200"
"1978","330000","Zhejiang (province)","123.7200"
"1978","450000","Guangxi Zhuang Autonomous Region","75.8500"
"1978","150000","Inner Mongolia Autonomous Region","58.0400"
"1978","610000","Shaanxi (province)","81.0700"
"1978","130000","Hebei (province)","183.0600"
"1978","320000","Jiangsu (province)","249.2400"
"1978","500000","Chongqing (city)","67.3200"
"1979","142","China","4100.4537"
"1979","430000","Hunan (province)","178.0100"
"1979","530000","Yunnan (province)","76.8300"
"1979","500000","Chongqing (city)","75.8700"
"1979","140000","Shanxi (province)","106.4300"
"1979","330000","Zhejiang (province)","157.7500"
"1979","230000","Heilongjiang (province)","187.2000"
"1979","340000","Anhui (province)","127.3100"
"1979","620000","Gansu (province)","67.5100"
"1979","310000","Shanghai (city)","286.4300"
"1979","630000","Qinghai (province)","15.1900"
"1979","420000","Hubei (province)","188.4600"
"1979","210000","Liaoning (province)","245.0000"
"1979","320000","Jiangsu (province)","298.5500"
"1979","150000","Inner Mongolia Autonomous Region","64.1400"
"1979","650000","Xinjiang Uygur Autonomous Region","45.6300"
"1979","370000","Shandong (province)","251.6000"
"1979","610000","Shaanxi (province)","94.5200"
"1979","220000","Jilin (province)","91.1200"
"1979","510000","Sichuan (province)","205.7600"
"1979","450000","Guangxi Zhuang Autonomous Region","84.5900"
"1979","360000","Jiangxi (province)","104.1500"
"1979","120000","Tianjin (city)","93.0100"
"1979","440000","Guangdong (province)","209.3400"
"1979","540000","Tibet Autonomous Region","7.3000"
"1979","130000","Hebei (province)","203.2200"
"1979","110000","Beijing (city)","120.1100"
"1979","410000","Henan (province)","190.0900"
"1979","640000","Ningxia Hui Autonomous Region","14.3600"
"1979","350000","Fujian (province)","74.1100"
"1979","520000","Guizhou (province)","55.2800"
"1980","440000","Guangdong (province)","249.6500"
"1980","110000","Beijing (city)","139.0700"
"1980","142","China","4587.5811"
"1980","120000","Tianjin (city)","103.5300"
"1980","620000","Gansu (province)","73.9000"
"1980","520000","Guizhou (province)","60.2600"
"1980","630000","Qinghai (province)","17.7900"
"1980","310000","Shanghai (city)","311.8900"
"1980","640000","Ningxia Hui Autonomous Region","15.9600"
"1980","320000","Jiangsu (province)","319.8000"
"1980","530000","Yunnan (province)","84.2700"
"1980","650000","Xinjiang Uygur Autonomous Region","53.2400"
"1980","410000","Henan (province)","229.1600"
"1980","610000","Shaanxi (province)","94.9100"
"1980","150000","Inner Mongolia Autonomous Region","68.4000"
"1980","230000","Heilongjiang (province)","221.0400"
"1980","210000","Liaoning (province)","281.0000"
"1980","430000","Hunan (province)","191.7200"
"1980","450000","Guangxi Zhuang Autonomous Region","97.3300"
"1980","220000","Jilin (province)","98.5900"
"1980","510000","Sichuan (province)","229.3100"
"1980","420000","Hubei (province)","199.3800"
"1980","140000","Shanxi (province)","108.7600"
"1980","500000","Chongqing (city)","84.7700"
"1980","130000","Hebei (province)","219.2400"
"1980","330000","Zhejiang (province)","179.9200"
"1980","340000","Anhui (province)","140.8800"
"1980","540000","Tibet Autonomous Region","8.6700"
"1980","370000","Shandong (province)","292.1300"
"1980","360000","Jiangxi (province)","111.1500"
"1980","350000","Fujian (province)","87.0600"
"1981","230000","Heilongjiang (province)","228.3000"
"1981","640000","Ningxia Hui Autonomous Region","17.4200"
"1981","142","China","4935.8328"
"1981","110000","Beijing (city)","139.1500"
"1981","120000","Tianjin (city)","107.9600"
"1981","630000","Qinghai (province)","17.4900"
"1981","450000","Guangxi Zhuang Autonomous Region","113.4600"
"1981","520000","Guizhou (province)","67.8900"
"1981","210000","Liaoning (province)","288.6000"
"1981","610000","Shaanxi (province)","102.0900"
"1981","420000","Hubei (province)","219.7500"
"1981","130000","Hebei (province)","222.5400"
"1981","150000","Inner Mongolia Autonomous Region","77.9100"
"1981","350000","Fujian (province)","105.6200"
"1981","220000","Jilin (province)","111.1600"
"1981","530000","Yunnan (province)","94.1300"
"1981","410000","Henan (province)","249.6900"
"1981","310000","Shanghai (city)","324.7600"
"1981","330000","Zhejiang (province)","204.8600"
"1981","140000","Shanxi (province)","121.7100"
"1981","540000","Tibet Autonomous Region","10.4000"
"1981","360000","Jiangxi (province)","121.2600"
"1981","430000","Hunan (province)","209.6800"
"1981","320000","Jiangsu (province)","350.0200"
"1981","500000","Chongqing (city)","90.6700"
"1981","510000","Sichuan (province)","242.3200"
"1981","370000","Shandong (province)","346.5700"
"1981","620000","Gansu (province)","70.8900"
"1981","650000","Xinjiang Uygur Autonomous Region","59.4100"
"1981","340000","Anhui (province)","170.5100"
"1981","440000","Guangdong (province)","290.3600"
"1982","142","China","5373.3501"
"1982","120000","Tianjin (city)","114.1100"
"1982","650000","Xinjiang Uygur Autonomous Region","65.2400"
"1982","140000","Shanxi (province)","139.2200"
"1982","430000","Hunan (province)","232.5200"
"1982","410000","Henan (province)","263.3000"
"1982","150000","Inner Mongolia Autonomous Region","93.2200"
"1982","640000","Ningxia Hui Autonomous Region","18.2200"
"1982","130000","Hebei (province)","251.4500"
"1982","440000","Guangdong (province)","339.9200"
"1982","330000","Zhejiang (province)","234.0100"
"1982","350000","Fujian (province)","117.8100"
"1982","510000","Sichuan (province)","275.2300"
"1982","630000","Qinghai (province)","19.9500"
"1982","620000","Gansu (province)","76.8800"
"1982","320000","Jiangsu (province)","390.1700"
"1982","370000","Shandong (province)","395.3800"
"1982","310000","Shanghai (city)","337.0700"
"1982","610000","Shaanxi (province)","111.9500"
"1982","520000","Guizhou (province)","79.3900"
"1982","530000","Yunnan (province)","110.1200"
"1982","210000","Liaoning (province)","315.1000"
"1982","500000","Chongqing (city)","100.6000"
"1982","220000","Jilin (province)","121.6700"
"1982","340000","Anhui (province)","187.0200"
"1982","450000","Guangxi Zhuang Autonomous Region","129.1500"
"1982","540000","Tibet Autonomous Region","10.2100"
"1982","230000","Heilongjiang (province)","248.4200"
"1982","110000","Beijing (city)","154.9400"
"1982","420000","Hubei (province)","241.5500"
"1982","360000","Jiangxi (province)","133.9600"
"1983","142","China","6020.9241"
"1983","440000","Guangdong (province)","368.7500"
"1983","530000","Yunnan (province)","120.0700"
"1983","130000","Hebei (province)","283.2100"
"1983","110000","Beijing (city)","183.1300"
"1983","150000","Inner Mongolia Autonomous Region","105.8800"
"1983","230000","Heilongjiang (province)","276.9000"
"1983","510000","Sichuan (province)","311.0000"
"1983","640000","Ningxia Hui Autonomous Region","20.7900"
"1983","120000","Tianjin (city)","123.4200"
"1983","630000","Qinghai (province)","22.4500"
"1983","370000","Shandong (province)","459.8300"
"1983","610000","Shaanxi (province)","123.3900"
"1983","410000","Henan (province)","327.9500"
"1983","620000","Gansu (province)","91.5000"
"1983","350000","Fujian (province)","127.7600"
"1983","220000","Jilin (province)","150.1400"
"1983","330000","Zhejiang (province)","257.0900"
"1983","310000","Shanghai (city)","351.8100"
"1983","340000","Anhui (province)","215.6800"
"1983","320000","Jiangsu (province)","437.6500"
"1983","430000","Hunan (province)","257.4300"
"1983","650000","Xinjiang Uygur Autonomous Region","78.5500"
"1983","360000","Jiangxi (province)","144.1300"
"1983","420000","Hubei (province)","262.5800"
"1983","540000","Tibet Autonomous Region","10.2900"
"1983","140000","Shanxi (province)","155.0600"
"1983","500000","Chongqing (city)","111.4600"
"1983","450000","Guangxi Zhuang Autonomous Region","134.6000"
"1983","520000","Guizhou (province)","87.3800"
"1983","210000","Liaoning (province)","364.0000"
"1984","142","China","7278.5023"
"1984","360000","Jiangxi (province)","169.1100"
"1984","500000","Chongqing (city)","131.2700"
"1984","220000","Jilin (province)","174.3900"
"1984","320000","Jiangsu (province)","518.8500"
"1984","340000","Anhui (province)","265.7400"
"1984","640000","Ningxia Hui Autonomous Region","24.7800"
"1984","440000","Guangdong (province)","458.7400"
"1984","210000","Liaoning (province)","438.2000"
"1984","150000","Inner Mongolia Autonomous Region","128.2000"
"1984","120000","Tianjin (city)","147.5300"
"1984","610000","Shaanxi (province)","149.3500"
"1984","370000","Shandong (province)","581.5600"
"1984","510000","Sichuan (province)","358.0600"
"1984","430000","Hunan (province)","287.2900"
"1984","130000","Hebei (province)","332.2200"
"1984","620000","Gansu (province)","103.1700"
"1984","330000","Zhejiang (province)","323.2500"
"1984","650000","Xinjiang Uygur Autonomous Region","89.7500"
"1984","410000","Henan (province)","370.0400"
"1984","520000","Guizhou (province)","108.2700"
"1984","230000","Heilongjiang (province)","318.3000"
"1984","140000","Shanxi (province)","197.4200"
"1984","540000","Tibet Autonomous Region","13.6800"
"1984","450000","Guangxi Zhuang Autonomous Region","150.2700"
"1984","630000","Qinghai (province)","26.4200"
"1984","420000","Hubei (province)","328.2200"
"1984","110000","Beijing (city)","216.6100"
"1984","310000","Shanghai (city)","390.8500"
"1984","350000","Fujian (province)","157.0600"
"1984","530000","Yunnan (province)","139.5800"
"1985","142","China","9098.9480"
"1985","120000","Tianjin (city)","175.7800"
"1985","110000","Beijing (city)","257.1200"
"1985","450000","Guangxi Zhuang Autonomous Region","180.9700"
"1985","640000","Ningxia Hui Autonomous Region","30.2700"
"1985","530000","Yunnan (province)","164.9600"
"1985","440000","Guangdong (province)","577.3800"
"1985","420000","Hubei (province)","396.2600"
"1985","510000","Sichuan (province)","421.1500"
"1985","540000","Tibet Autonomous Region","17.7600"
"1985","520000","Guizhou (province)","123.9200"
"1985","610000","Shaanxi (province)","180.8700"
"1985","140000","Shanxi (province)","218.9900"
"1985","150000","Inner Mongolia Autonomous Region","163.8300"
"1985","220000","Jilin (province)","200.4400"
"1985","500000","Chongqing (city)","151.9600"
"1985","650000","Xinjiang Uygur Autonomous Region","112.2400"
"1985","130000","Hebei (province)","396.7500"
"1985","630000","Qinghai (province)","33.0100"
"1985","310000","Shanghai (city)","466.7500"
"1985","620000","Gansu (province)","123.3900"
"1985","360000","Jiangxi (province)","207.8900"
"1985","370000","Shandong (province)","680.4600"
"1985","430000","Hunan (province)","349.9500"
"1985","340000","Anhui (province)","331.2400"
"1985","320000","Jiangsu (province)","651.8200"
"1985","230000","Heilongjiang (province)","355.0000"
"1985","210000","Liaoning (province)","518.6000"
"1985","350000","Fujian (province)","200.4800"
"1985","410000","Henan (province)","451.7400"
"1985","330000","Zhejiang (province)","429.1600"
"1986","142","China","10376.1545"
"1986","640000","Ningxia Hui Autonomous Region","34.5400"
"1986","430000","Hunan (province)","397.6800"
"1986","410000","Henan (province)","502.9100"
"1986","110000","Beijing (city)","284.8600"
"1986","310000","Shanghai (city)","490.8300"
"1986","630000","Qinghai (province)","38.4400"
"1986","420000","Hubei (province)","442.0400"
"1986","340000","Anhui (province)","382.7600"
"1986","330000","Zhejiang (province)","502.4700"
"1986","440000","Guangdong (province)","667.5300"
"1986","610000","Shaanxi (province)","208.3100"
"1986","530000","Yunnan (province)","182.2800"
"1986","220000","Jilin (province)","227.1500"
"1986","620000","Gansu (province)","140.7400"
"1986","500000","Chongqing (city)","170.3400"
"1986","150000","Inner Mongolia Autonomous Region","181.5800"
"1986","140000","Shanxi (province)","235.1100"
"1986","520000","Guizhou (province)","139.5700"
"1986","540000","Tibet Autonomous Region","16.9300"
"1986","450000","Guangxi Zhuang Autonomous Region","205.4600"
"1986","230000","Heilongjiang (province)","400.8000"
"1986","210000","Liaoning (province)","605.3000"
"1986","510000","Sichuan (province)","458.2300"
"1986","370000","Shandong (province)","742.0500"
"1986","130000","Hebei (province)","436.6500"
"1986","320000","Jiangsu (province)","744.9400"
"1986","650000","Xinjiang Uygur Autonomous Region","129.0400"
"1986","360000","Jiangxi (province)","230.8200"
"1986","350000","Fujian (province)","222.5400"
"1986","120000","Tianjin (city)","194.7400"
"1987","142","China","12174.5947"
"1987","650000","Xinjiang Uygur Autonomous Region","148.5100"
"1987","370000","Shandong (province)","892.2900"
"1987","630000","Qinghai (province)","43.3800"
"1987","500000","Chongqing (city)","190.3500"
"1987","330000","Zhejiang (province)","606.9900"
"1987","310000","Shanghai (city)","545.4600"
"1987","220000","Jilin (province)","297.4900"
"1987","340000","Anhui (province)","442.3500"
"1987","210000","Liaoning (province)","719.1000"
"1987","230000","Heilongjiang (province)","454.6000"
"1987","130000","Hebei (province)","521.9200"
"1987","140000","Shanxi (province)","257.2300"
"1987","620000","Gansu (province)","159.5200"
"1987","110000","Beijing (city)","326.8200"
"1987","410000","Henan (province)","609.6000"
"1987","510000","Sichuan (province)","530.8600"
"1987","360000","Jiangxi (province)","262.9000"
"1987","530000","Yunnan (province)","229.0300"
"1987","520000","Guizhou (province)","165.5000"
"1987","440000","Guangdong (province)","846.6900"
"1987","640000","Ningxia Hui Autonomous Region","39.6300"
"1987","540000","Tibet Autonomous Region","17.7100"
"1987","430000","Hunan (province)","469.4400"
"1987","610000","Shaanxi (province)","244.9600"
"1987","450000","Guangxi Zhuang Autonomous Region","241.5600"
"1987","460000","Hainan (province)","57.2800"
"1987","350000","Fujian (province)","279.2400"
"1987","120000","Tianjin (city)","220.1200"
"1987","320000","Jiangsu (province)","922.3300"
"1987","150000","Inner Mongolia Autonomous Region","212.2700"
"1987","420000","Hubei (province)","517.7700"
"1988","142","China","15180.3865"
"1988","520000","Guizhou (province)","211.7900"
"1988","330000","Zhejiang (province)","770.2500"
"1988","540000","Tibet Autonomous Region","20.2500"
"1988","360000","Jiangxi (province)","325.8300"
"1988","510000","Sichuan (province)","659.6900"
"1988","340000","Anhui (province)","546.9400"
"1988","120000","Tianjin (city)","259.7100"
"1988","320000","Jiangsu (province)","1208.8500"
"1988","500000","Chongqing (city)","240.0500"
"1988","410000","Henan (province)","749.0900"
"1988","140000","Shanxi (province)","316.6900"
"1988","530000","Yunnan (province)","301.0900"
"1988","620000","Gansu (province)","191.8400"
"1988","460000","Hainan (province)","77.0000"
"1988","210000","Liaoning (province)","881.0000"
"1988","220000","Jilin (province)","368.6700"
"1988","110000","Beijing (city)","410.2200"
"1988","350000","Fujian (province)","383.2100"
"1988","610000","Shaanxi (province)","314.4800"
"1988","370000","Shandong (province)","1117.6600"
"1988","420000","Hubei (province)","626.5200"
"1988","430000","Hunan (province)","584.0700"
"1988","230000","Heilongjiang (province)","552.0000"
"1988","650000","Xinjiang Uygur Autonomous Region","192.7200"
"1988","630000","Qinghai (province)","54.9600"
"1988","130000","Hebei (province)","701.3300"
"1988","640000","Ningxia Hui Autonomous Region","50.2900"
"1988","440000","Guangdong (province)","1155.3700"
"1988","150000","Inner Mongolia Autonomous Region","270.8100"
"1988","310000","Shanghai (city)","648.3000"
"1988","450000","Guangxi Zhuang Autonomous Region","313.2800"
"1989","142","China","17179.7417"
"1989","140000","Shanxi (province)","376.2600"
"1989","340000","Anhui (province)","616.2500"
"1989","330000","Zhejiang (province)","849.4400"
"1989","410000","Henan (province)","850.7100"
"1989","530000","Yunnan (province)","363.0500"
"1989","210000","Liaoning (province)","1003.8000"
"1989","110000","Beijing (city)","455.9600"
"1989","610000","Shaanxi (province)","358.3700"
"1989","360000","Jiangxi (province)","376.4600"
"1989","420000","Hubei (province)","717.0800"
"1989","120000","Tianjin (city)","283.4900"
"1989","440000","Guangdong (province)","1381.3900"
"1989","650000","Xinjiang Uygur Autonomous Region","217.2900"
"1989","230000","Heilongjiang (province)","630.6000"
"1989","310000","Shanghai (city)","696.5400"
"1989","520000","Guizhou (province)","235.8400"
"1989","430000","Hunan (province)","640.8000"
"1989","450000","Guangxi Zhuang Autonomous Region","383.4400"
"1989","640000","Ningxia Hui Autonomous Region","59.2100"
"1989","460000","Hainan (province)","91.3200"
"1989","320000","Jiangsu (province)","1321.8500"
"1989","130000","Hebei (province)","822.8300"
"1989","150000","Inner Mongolia Autonomous Region","292.6900"
"1989","510000","Sichuan (province)","744.9800"
"1989","500000","Chongqing (city)","278.4700"
"1989","370000","Shandong (province)","1293.9400"
"1989","630000","Qinghai (province)","60.3700"
"1989","220000","Jilin (province)","391.6500"
"1989","540000","Tibet Autonomous Region","21.8600"
"1989","620000","Gansu (province)","216.8400"
"1989","350000","Fujian (province)","458.4000"
"1990","310000","Shanghai (city)","744.6700"
"1990","500000","Chongqing (city)","327.7500"
"1990","120000","Tianjin (city)","310.9500"
"1990","110000","Beijing (city)","500.8200"
"1990","142","China","18872.8688"
"1990","140000","Shanxi (province)","429.2700"
"1990","130000","Hebei (province)","896.3300"
"1990","350000","Fujian (province)","522.2800"
"1990","620000","Gansu (province)","242.8000"
"1990","630000","Qinghai (province)","69.9400"
"1990","540000","Tibet Autonomous Region","27.7000"
"1990","610000","Shaanxi (province)","404.3000"
"1990","640000","Ningxia Hui Autonomous Region","64.8400"
"1990","520000","Guizhou (province)","260.1400"
"1990","650000","Xinjiang Uygur Autonomous Region","261.4400"
"1990","220000","Jilin (province)","425.2800"
"1990","360000","Jiangxi (province)","428.6200"
"1990","510000","Sichuan (province)","890.9500"
"1990","450000","Guangxi Zhuang Autonomous Region","449.0600"
"1990","370000","Shandong (province)","1511.1900"
"1990","530000","Yunnan (province)","451.6700"
"1990","440000","Guangdong (province)","1559.0300"
"1990","340000","Anhui (province)","658.0000"
"1990","230000","Heilongjiang (province)","715.2000"
"1990","410000","Henan (province)","934.6500"
"1990","150000","Inner Mongolia Autonomous Region","319.3100"
"1990","210000","Liaoning (province)","1062.7000"
"1990","320000","Jiangsu (province)","1416.5000"
"1990","430000","Hunan (province)","744.4400"
"1990","460000","Hainan (province)","102.4200"
"1990","330000","Zhejiang (province)","904.6900"
"1990","420000","Hubei (province)","824.3800"
"1991","500000","Chongqing (city)","374.1800"
"1991","110000","Beijing (city)","598.9000"
"1991","142","China","22005.6285"
"1991","640000","Ningxia Hui Autonomous Region","71.7800"
"1991","440000","Guangdong (province)","1893.3000"
"1991","350000","Fujian (province)","619.8700"
"1991","620000","Gansu (province)","271.3900"
"1991","630000","Qinghai (province)","75.1000"
"1991","130000","Hebei (province)","1072.0700"
"1991","360000","Jiangxi (province)","479.3700"
"1991","420000","Hubei (province)","913.3800"
"1991","140000","Shanxi (province)","468.5100"
"1991","370000","Shandong (province)","1810.5400"
"1991","230000","Heilongjiang (province)","822.3000"
"1991","310000","Shanghai (city)","893.7700"
"1991","320000","Jiangsu (province)","1601.3800"
"1991","120000","Tianjin (city)","342.7500"
"1991","220000","Jilin (province)","463.4700"
"1991","610000","Shaanxi (province)","468.3700"
"1991","330000","Zhejiang (province)","1089.3300"
"1991","650000","Xinjiang Uygur Autonomous Region","335.9100"
"1991","340000","Anhui (province)","663.6000"
"1991","430000","Hunan (province)","833.3000"
"1991","520000","Guizhou (province)","295.9000"
"1991","510000","Sichuan (province)","1016.3100"
"1991","460000","Hainan (province)","120.5200"
"1991","410000","Henan (province)","1045.7300"
"1991","540000","Tibet Autonomous Region","30.5300"
"1991","150000","Inner Mongolia Autonomous Region","359.6600"
"1991","530000","Yunnan (province)","517.4100"
"1991","210000","Liaoning (province)","1200.1000"
"1991","450000","Guangxi Zhuang Autonomous Region","518.5900"
"1992","310000","Shanghai (city)","1114.3200"
"1992","120000","Tianjin (city)","411.2400"
"1992","110000","Beijing (city)","709.1000"
"1992","142","China","27194.5309"
"1992","330000","Zhejiang (province)","1365.0600"
"1992","620000","Gansu (province)","317.7900"
"1992","210000","Liaoning (province)","1472.9500"
"1992","630000","Qinghai (province)","87.5200"
"1992","440000","Guangdong (province)","2293.5400"
"1992","320000","Jiangsu (province)","2136.0200"
"1992","370000","Shandong (province)","2196.5300"
"1992","430000","Hunan (province)","997.7000"
"1992","540000","Tibet Autonomous Region","33.2900"
"1992","450000","Guangxi Zhuang Autonomous Region","646.6000"
"1992","500000","Chongqing (city)","461.3200"
"1992","610000","Shaanxi (province)","540.5200"
"1992","340000","Anhui (province)","801.1600"
"1992","510000","Sichuan (province)","1624.5100"
"1992","420000","Hubei (province)","1088.3900"
"1992","220000","Jilin (province)","558.0600"
"1992","360000","Jiangxi (province)","572.5500"
"1992","520000","Guizhou (province)","339.9100"
"1992","650000","Xinjiang Uygur Autonomous Region","402.3100"
"1992","230000","Heilongjiang (province)","864.0400"
"1992","350000","Fujian (province)","787.7100"
"1992","410000","Henan (province)","1279.7500"
"1992","530000","Yunnan (province)","618.6900"
"1992","150000","Inner Mongolia Autonomous Region","421.6800"
"1992","460000","Hainan (province)","181.7100"
"1992","640000","Ningxia Hui Autonomous Region","83.1400"
