"Exchdt","Rmbusd"
"1990-12-19","5.230000"
"1990-12-20","5.230000"
"1990-12-21","5.230000"
"1990-12-24","5.230000"
"1990-12-25","5.230000"
"1990-12-26","5.230000"
"1990-12-27","5.230000"
"1990-12-28","5.230000"
"1990-12-31","5.230000"
"1991-01-01","5.230000"
"1991-01-02","5.230000"
"1991-01-03","5.230000"
"1991-01-04","5.230000"
"1991-01-07","5.230000"
"1991-01-08","5.230000"
"1991-01-09","5.230000"
"1991-01-10","5.230000"
"1991-01-11","5.230000"
"1991-01-14","5.230000"
"1991-01-15","5.230000"
"1991-01-16","5.230000"
"1991-01-17","5.230000"
"1991-01-18","5.230000"
"1991-01-21","5.230000"
"1991-01-22","5.230000"
"1991-01-23","5.230000"
"1991-01-24","5.230000"
"1991-01-25","5.230000"
"1991-01-28","5.230000"
"1991-01-29","5.230000"
"1991-01-30","5.230000"
"1991-01-31","5.230000"
"1991-02-01","5.230000"
"1991-02-04","5.230000"
"1991-02-05","5.230000"
"1991-02-06","5.230000"
"1991-02-07","5.230000"
"1991-02-08","5.230000"
"1991-02-11","5.230000"
"1991-02-12","5.230000"
"1991-02-13","5.230000"
"1991-02-14","5.230000"
"1991-02-15","5.230000"
"1991-02-18","5.230000"
"1991-02-19","5.230000"
"1991-02-20","5.230000"
"1991-02-21","5.230000"
"1991-02-22","5.230000"
"1991-02-25","5.230000"
"1991-02-26","5.230000"
"1991-02-27","5.230000"
"1991-02-28","5.230000"
"1991-03-01","5.230000"
"1991-03-04","5.230000"
"1991-03-05","5.230000"
"1991-03-06","5.230000"
"1991-03-07","5.230000"
"1991-03-08","5.230000"
"1991-03-11","5.222100"
"1991-03-12","5.222100"
"1991-03-13","5.222100"
"1991-03-14","5.222100"
"1991-03-15","5.222100"
"1991-03-18","5.222100"
"1991-03-19","5.222100"
"1991-03-20","5.222100"
"1991-03-21","5.222100"
"1991-03-22","5.222100"
"1991-03-25","5.222100"
"1991-03-26","5.222100"
"1991-03-27","5.222100"
"1991-03-28","5.222100"
"1991-03-29","5.222100"
"1991-04-01","5.217500"
"1991-04-02","5.217500"
"1991-04-03","5.217500"
"1991-04-04","5.217500"
"1991-04-05","5.217500"
"1991-04-08","5.222100"
"1991-04-09","5.222100"
"1991-04-10","5.222100"
"1991-04-11","5.222100"
"1991-04-12","5.222100"
"1991-04-15","5.269500"
"1991-04-16","5.269500"
"1991-04-17","5.269500"
"1991-04-18","5.269500"
"1991-04-19","5.269500"
"1991-04-22","5.284700"
"1991-04-23","5.284700"
"1991-04-24","5.284700"
"1991-04-25","5.284700"
"1991-04-26","5.284700"
"1991-04-29","5.284700"
"1991-04-30","5.284700"
"1991-05-01","5.284700"
"1991-05-02","5.284700"
"1991-05-03","5.284700"
"1991-05-06","5.284700"
"1991-05-07","5.284700"
"1991-05-08","5.284700"
"1991-05-09","5.284700"
"1991-05-10","5.284700"
"1991-05-13","5.284700"
"1991-05-14","5.284700"
"1991-05-15","5.284700"
"1991-05-16","5.284700"
"1991-05-17","5.284700"
"1991-05-20","5.306800"
"1991-05-21","5.306800"
"1991-05-22","5.306800"
"1991-05-23","5.306800"
"1991-05-24","5.306800"
"1991-05-27","5.306800"
"1991-05-28","5.312500"
"1991-05-29","5.312500"
"1991-05-30","5.312500"
"1991-05-31","5.312500"
"1991-06-03","5.310000"
"1991-06-04","5.310000"
"1991-06-05","5.310000"
"1991-06-06","5.310000"
"1991-06-07","5.310000"
"1991-06-10","5.350000"
"1991-06-11","5.350000"
"1991-06-12","5.350000"
"1991-06-13","5.350000"
"1991-06-14","5.350000"
"1991-06-17","5.350000"
"1991-06-18","5.350000"
"1991-06-19","5.350000"
"1991-06-20","5.350000"
"1991-06-21","5.350000"
"1991-06-24","5.352500"
"1991-06-25","5.352500"
"1991-06-26","5.352500"
"1991-06-27","5.352500"
"1991-06-28","5.352500"
"1991-07-01","5.360000"
"1991-07-02","5.360000"
"1991-07-03","5.360000"
"1991-07-04","5.360000"
"1991-07-05","5.360000"
"1991-07-08","5.360000"
"1991-07-09","5.360000"
"1991-07-10","5.360000"
"1991-07-11","5.360000"
"1991-07-12","5.360000"
"1991-07-15","5.360000"
"1991-07-16","5.360000"
"1991-07-17","5.360000"
"1991-07-18","5.360000"
"1991-07-19","5.360000"
"1991-07-22","5.360000"
"1991-07-23","5.360000"
"1991-07-24","5.360000"
"1991-07-25","5.360000"
"1991-07-26","5.360000"
"1991-07-29","5.347100"
"1991-07-30","5.347100"
"1991-07-31","5.347100"
"1991-08-01","5.347100"
"1991-08-02","5.347100"
"1991-08-05","5.347100"
"1991-08-06","5.347100"
"1991-08-07","5.347100"
"1991-08-08","5.347100"
"1991-08-09","5.347100"
"1991-08-12","5.347100"
"1991-08-13","5.347100"
"1991-08-14","5.347100"
"1991-08-15","5.347100"
"1991-08-16","5.347100"
"1991-08-19","5.347100"
"1991-08-20","5.347100"
"1991-08-21","5.347100"
"1991-08-22","5.347100"
"1991-08-23","5.347100"
"1991-08-26","5.347100"
"1991-08-27","5.347100"
"1991-08-28","5.347100"
"1991-08-29","5.347100"
"1991-08-30","5.347100"
"1991-09-02","5.347100"
"1991-09-03","5.347100"
"1991-09-04","5.347100"
"1991-09-05","5.347100"
"1991-09-06","5.347100"
"1991-09-09","5.347100"
"1991-09-10","5.347100"
"1991-09-11","5.347100"
"1991-09-12","5.347100"
"1991-09-13","5.347100"
"1991-09-16","5.372500"
"1991-09-17","5.372500"
"1991-09-18","5.372500"
"1991-09-19","5.372500"
"1991-09-20","5.372500"
"1991-09-23","5.376500"
"1991-09-24","5.376500"
"1991-09-25","5.376500"
"1991-09-26","5.376500"
"1991-09-27","5.376500"
"1991-09-30","5.376500"
"1991-10-01","5.376500"
"1991-10-02","5.376500"
"1991-10-03","5.376500"
"1991-10-04","5.376500"
"1991-10-07","5.372000"
"1991-10-08","5.372000"
"1991-10-09","5.372000"
"1991-10-10","5.372000"
"1991-10-11","5.372000"
"1991-10-14","5.372000"
"1991-10-15","5.380000"
"1991-10-16","5.380000"
"1991-10-17","5.380000"
"1991-10-18","5.380000"
"1991-10-21","5.380000"
"1991-10-22","5.380000"
"1991-10-23","5.380000"
"1991-10-24","5.380000"
"1991-10-25","5.380000"
"1991-10-28","5.380000"
"1991-10-29","5.380000"
"1991-10-30","5.380000"
"1991-10-31","5.380000"
"1991-11-01","5.380000"
"1991-11-04","5.375000"
"1991-11-05","5.375000"
"1991-11-06","5.375000"
"1991-11-07","5.375000"
"1991-11-08","5.375000"
"1991-11-11","5.375000"
"1991-11-12","5.386700"
"1991-11-13","5.386700"
"1991-11-14","5.386700"
"1991-11-15","5.386700"
"1991-11-18","5.382000"
"1991-11-19","5.386700"
"1991-11-20","5.386700"
"1991-11-21","5.386700"
"1991-11-22","5.386700"
"1991-11-25","5.386700"
"1991-11-26","5.386700"
"1991-11-27","5.386700"
"1991-11-28","5.386700"
"1991-11-29","5.386700"
"1991-12-02","5.400700"
"1991-12-03","5.400700"
"1991-12-04","5.400700"
"1991-12-05","5.400700"
"1991-12-06","5.400700"
"1991-12-09","5.400000"
"1991-12-10","5.400000"
"1991-12-11","5.400000"
"1991-12-12","5.400000"
"1991-12-13","5.400000"
"1991-12-16","5.400000"
"1991-12-17","5.400000"
"1991-12-18","5.400000"
"1991-12-19","5.400000"
"1991-12-20","5.400000"
"1991-12-23","5.400000"
"1991-12-24","5.400000"
"1991-12-25","5.400000"
"1991-12-26","5.400000"
"1991-12-27","5.400000"
"1991-12-30","5.435000"
"1991-12-31","5.400000"
"1992-01-01","5.400000"
"1992-01-02","5.400000"
"1992-01-03","5.400000"
"1992-01-06","5.435000"
"1992-01-07","5.435000"
"1992-01-08","5.435000"
"1992-01-09","5.435000"
"1992-01-10","5.435000"
"1992-01-13","5.400000"
"1992-01-14","5.400000"
"1992-01-15","5.400000"
"1992-01-16","5.400000"
"1992-01-17","5.400000"
"1992-01-20","5.400000"
"1992-01-21","5.450000"
"1992-01-22","5.450000"
"1992-01-23","5.450000"
"1992-01-24","5.450000"
"1992-01-27","5.450000"
"1992-01-28","5.450000"
"1992-01-29","5.450000"
"1992-01-30","5.450000"
"1992-01-31","5.450000"
"1992-02-03","5.450000"
"1992-02-04","5.450000"
"1992-02-05","5.450000"
"1992-02-06","5.450000"
"1992-02-07","5.450000"
"1992-02-10","5.450000"
"1992-02-11","5.450000"
"1992-02-12","5.450000"
"1992-02-13","5.450000"
"1992-02-14","5.450000"
"1992-02-17","5.450000"
"1992-02-18","5.450000"
"1992-02-19","5.460000"
"1992-02-20","5.460000"
"1992-02-21","5.460000"
"1992-02-24","5.460000"
"1992-02-25","5.460000"
"1992-02-26","5.460000"
"1992-02-27","5.460000"
"1992-02-28","5.460000"
"1992-03-02","5.465000"
"1992-03-03","5.465000"
"1992-03-04","5.465000"
"1992-03-05","5.465000"
"1992-03-06","5.465000"
"1992-03-09","5.475000"
"1992-03-10","5.475000"
"1992-03-11","5.475000"
"1992-03-12","5.475000"
"1992-03-13","5.475000"
"1992-03-16","5.475500"
"1992-03-17","5.475500"
"1992-03-18","5.475500"
"1992-03-19","5.475500"
"1992-03-20","5.475500"
"1992-03-23","5.479200"
"1992-03-24","5.479200"
"1992-03-25","5.479200"
"1992-03-26","5.479200"
"1992-03-27","5.479200"
"1992-03-30","5.467500"
"1992-03-31","5.467500"
"1992-04-01","5.467500"
"1992-04-02","5.467500"
"1992-04-03","5.468000"
"1992-04-06","5.465000"
"1992-04-07","5.465000"
"1992-04-08","5.465000"
"1992-04-09","5.465000"
"1992-04-10","5.465000"
"1992-04-13","5.465500"
"1992-04-14","5.465500"
"1992-04-15","5.465500"
"1992-04-16","5.465500"
"1992-04-17","5.465500"
"1992-04-20","5.465500"
"1992-04-21","5.519000"
"1992-04-22","5.519000"
"1992-04-23","5.519000"
"1992-04-24","5.519000"
"1992-04-27","5.519000"
"1992-04-28","5.519000"
"1992-04-29","5.519000"
"1992-04-30","5.519000"
"1992-05-01","5.519000"
"1992-05-04","5.510100"
"1992-05-05","5.510100"
"1992-05-06","5.510100"
"1992-05-07","5.510100"
"1992-05-08","5.510100"
"1992-05-11","5.510100"
"1992-05-12","5.510100"
"1992-05-13","5.510100"
"1992-05-14","5.510100"
"1992-05-15","5.510100"
"1992-05-18","5.500100"
"1992-05-19","5.500100"
"1992-05-20","5.500100"
"1992-05-21","5.500100"
"1992-05-22","5.500100"
"1992-05-25","5.500100"
"1992-05-26","5.495000"
"1992-05-27","5.495000"
"1992-05-28","5.495000"
"1992-05-29","5.495000"
"1992-06-01","5.495000"
"1992-06-02","5.495000"
"1992-06-03","5.495000"
"1992-06-04","5.495000"
"1992-06-05","5.495000"
"1992-06-08","5.495000"
"1992-06-09","5.495000"
"1992-06-10","5.495000"
"1992-06-11","5.495000"
"1992-06-12","5.495000"
"1992-06-15","5.495000"
"1992-06-16","5.495000"
"1992-06-17","5.495000"
"1992-06-18","5.495000"
"1992-06-19","5.495000"
"1992-06-22","5.495000"
"1992-06-23","5.495000"
"1992-06-24","5.495000"
"1992-06-25","5.495000"
"1992-06-26","5.495000"
"1992-06-29","5.470000"
"1992-06-30","5.470000"
"1992-07-01","5.470000"
"1992-07-02","5.470000"
"1992-07-03","5.470000"
"1992-07-06","5.470000"
"1992-07-07","5.470000"
"1992-07-08","5.470000"
"1992-07-09","5.470000"
"1992-07-10","5.470000"
"1992-07-13","5.470000"
"1992-07-14","5.470000"
"1992-07-15","5.470000"
"1992-07-16","5.470000"
"1992-07-17","5.470000"
"1992-07-20","5.470000"
"1992-07-21","5.470000"
"1992-07-22","5.470000"
"1992-07-23","5.470000"
"1992-07-24","5.470000"
"1992-07-27","5.470000"
"1992-07-28","5.470000"
"1992-07-29","5.470000"
"1992-07-30","5.470000"
"1992-07-31","5.470000"
"1992-08-03","5.470000"
"1992-08-04","5.470000"
"1992-08-05","5.470000"
"1992-08-06","5.470000"
"1992-08-07","5.470000"
"1992-08-10","5.430000"
"1992-08-11","5.430000"
"1992-08-12","5.430000"
"1992-08-13","5.430000"
"1992-08-14","5.430000"
"1992-08-17","5.434700"
"1992-08-18","5.434700"
"1992-08-19","5.434700"
"1992-08-20","5.434700"
"1992-08-21","5.434700"
"1992-08-24","5.434700"
"1992-08-25","5.435700"
"1992-08-26","5.434700"
"1992-08-27","5.434700"
"1992-08-28","5.434700"
"1992-08-31","5.434700"
"1992-09-01","5.434700"
"1992-09-02","5.434700"
"1992-09-03","5.434700"
"1992-09-04","5.434700"
"1992-09-07","5.434700"
"1992-09-08","5.434700"
"1992-09-09","5.434700"
"1992-09-10","5.434700"
"1992-09-11","5.434700"
"1992-09-14","5.434700"
"1992-09-15","5.434700"
"1992-09-16","5.434700"
"1992-09-17","5.434700"
"1992-09-18","5.434700"
"1992-09-21","5.552100"
"1992-09-22","5.552100"
"1992-09-23","5.552100"
"1992-09-24","5.552100"
"1992-09-25","5.552100"
"1992-09-28","5.552100"
"1992-09-29","5.552100"
"1992-09-30","5.552100"
"1992-10-01","5.552100"
"1992-10-02","5.552100"
"1992-10-05","5.553600"
"1992-10-06","5.553600"
"1992-10-07","5.553600"
"1992-10-08","5.553600"
"1992-10-09","5.553600"
"1992-10-12","5.553600"
"1992-10-13","5.524000"
"1992-10-14","5.524000"
"1992-10-15","5.524000"
"1992-10-16","5.524000"
"1992-10-19","5.524000"
"1992-10-20","5.524000"
"1992-10-21","5.524000"
"1992-10-22","5.524000"
"1992-10-23","5.524000"
"1992-10-26","5.524000"
"1992-10-27","5.524000"
"1992-10-28","5.524000"
"1992-10-29","5.524000"
"1992-10-30","5.524000"
"1992-11-02","5.524000"
"1992-11-03","5.524000"
"1992-11-04","5.524000"
"1992-11-05","5.524000"
"1992-11-06","5.524000"
"1992-11-09","5.524000"
"1992-11-10","5.524000"
"1992-11-11","5.524000"
"1992-11-12","5.524000"
"1992-11-13","5.524000"
"1992-11-16","5.524000"
"1992-11-17","5.524000"
"1992-11-18","5.524000"
"1992-11-19","5.524000"
"1992-11-20","5.524000"
"1992-11-23","5.524000"
"1992-11-24","5.524000"
"1992-11-25","5.524000"
"1992-11-26","5.524000"
"1992-11-27","5.524000"
"1992-11-30","5.524000"
"1992-12-01","5.524000"
"1992-12-02","5.524000"
"1992-12-03","5.524000"
"1992-12-04","5.524000"
"1992-12-07","5.524000"
"1992-12-08","5.524000"
"1992-12-09","5.524000"
"1992-12-10","5.524000"
"1992-12-11","5.524000"
"1992-12-14","5.840000"
"1992-12-15","5.840000"
"1992-12-16","5.840000"
"1992-12-17","5.840000"
"1992-12-18","5.840000"
"1992-12-21","5.840000"
"1992-12-22","5.840000"
"1992-12-23","5.840000"
"1992-12-24","5.840000"
"1992-12-25","5.840000"
"1992-12-28","5.840000"
"1992-12-29","5.840000"
"1992-12-30","5.840000"
"1992-12-31","5.840000"
"1993-01-01","5.840000"
"1993-01-04","5.840000"
"1993-01-05","5.840000"
"1993-01-06","5.840000"
"1993-01-07","5.840000"
"1993-01-08","5.840000"
"1993-01-11","5.840000"
"1993-01-12","5.840000"
"1993-01-13","5.840000"
"1993-01-14","5.840000"
"1993-01-15","5.840000"
"1993-01-18","5.840000"
"1993-01-19","5.840000"
"1993-01-20","5.840000"
"1993-01-21","5.840000"
"1993-01-22","5.840000"
"1993-01-25","5.840000"
"1993-01-26","5.840000"
"1993-01-27","5.840000"
"1993-01-28","5.840000"
"1993-01-29","5.840000"
"1993-02-01","5.840000"
"1993-02-02","5.840000"
"1993-02-03","5.840000"
"1993-02-04","5.840000"
"1993-02-05","5.840000"
"1993-02-08","5.840000"
"1993-02-09","5.840000"
"1993-02-10","5.840000"
"1993-02-11","5.840000"
"1993-02-12","5.840000"
"1993-02-15","5.840000"
"1993-02-16","5.840000"
"1993-02-17","5.840000"
"1993-02-18","5.840000"
"1993-02-19","5.840000"
"1993-02-22","5.840000"
"1993-02-23","5.840000"
"1993-02-24","5.840000"
"1993-02-25","5.840000"
"1993-02-26","5.840000"
"1993-03-01","5.840000"
"1993-03-02","5.840000"
"1993-03-03","5.840000"
"1993-03-04","5.840000"
"1993-03-05","5.840000"
"1993-03-08","5.840000"
"1993-03-09","5.840000"
"1993-03-10","5.840000"
"1993-03-11","5.840000"
"1993-03-12","5.840000"
"1993-03-15","5.840000"
"1993-03-16","5.840000"
"1993-03-17","5.840000"
"1993-03-18","5.840000"
"1993-03-19","5.840000"
"1993-03-22","5.840000"
"1993-03-23","5.840000"
"1993-03-24","5.840000"
"1993-03-25","5.840000"
"1993-03-26","5.840000"
"1993-03-29","5.719000"
"1993-03-30","5.719000"
"1993-03-31","5.719000"
"1993-04-01","5.719000"
"1993-04-02","5.719000"
"1993-04-05","5.719000"
"1993-04-06","5.719000"
"1993-04-07","5.719000"
"1993-04-08","5.719000"
"1993-04-09","5.719000"
"1993-04-12","5.719000"
"1993-04-13","5.719000"
"1993-04-14","5.719000"
"1993-04-15","5.719000"
"1993-04-16","5.719000"
"1993-04-19","5.719000"
"1993-04-20","5.719000"
"1993-04-21","5.719000"
"1993-04-22","5.719000"
"1993-04-23","5.719000"
"1993-04-26","5.719000"
"1993-04-27","5.719000"
"1993-04-28","5.719000"
"1993-04-29","5.719000"
"1993-04-30","5.719000"
"1993-05-03","5.719000"
"1993-05-04","5.719000"
"1993-05-05","5.719000"
"1993-05-06","5.719000"
"1993-05-07","5.719000"
"1993-05-10","5.719000"
"1993-05-11","5.719000"
"1993-05-12","5.719000"
"1993-05-13","5.719000"
"1993-05-14","5.719000"
"1993-05-17","5.719000"
"1993-05-18","5.719000"
"1993-05-19","5.719000"
"1993-05-20","5.719000"
"1993-05-21","5.719000"
"1993-05-24","5.719000"
"1993-05-25","5.719000"
"1993-05-26","5.719000"
"1993-05-27","5.719000"
"1993-05-28","5.719000"
"1993-05-31","5.719000"
"1993-06-01","5.719000"
"1993-06-02","5.719000"
"1993-06-03","5.719000"
"1993-06-04","5.719000"
"1993-06-07","5.719000"
"1993-06-08","5.719000"
"1993-06-09","5.719000"
"1993-06-10","5.719000"
"1993-06-11","5.719000"
"1993-06-14","5.719000"
"1993-06-15","5.719000"
"1993-06-16","5.719000"
"1993-06-17","5.719000"
"1993-06-18","5.719000"
"1993-06-21","5.719000"
"1993-06-22","5.719000"
"1993-06-23","5.719000"
"1993-06-24","5.719000"
"1993-06-25","5.719000"
"1993-06-28","5.719000"
"1993-06-29","5.719000"
"1993-06-30","5.719000"
"1993-07-01","5.719000"
"1993-07-02","5.719000"
"1993-07-05","5.719000"
"1993-07-06","5.719000"
"1993-07-07","5.719000"
"1993-07-08","5.719000"
"1993-07-09","5.719000"
"1993-07-12","5.719000"
"1993-07-13","5.719000"
"1993-07-14","5.719000"
"1993-07-15","5.719000"
"1993-07-16","5.719000"
"1993-07-19","5.719000"
"1993-07-20","5.719000"
"1993-07-21","5.719000"
"1993-07-22","5.719000"
"1993-07-23","5.719000"
"1993-07-26","5.719000"
"1993-07-27","5.719000"
"1993-07-28","5.719000"
"1993-07-29","5.719000"
"1993-07-30","5.719000"
"1993-08-02","5.719000"
"1993-08-03","5.719000"
"1993-08-04","5.719000"
"1993-08-05","5.719000"
"1993-08-06","5.719000"
"1993-08-09","5.719000"
"1993-08-10","5.719000"
"1993-08-11","5.719000"
"1993-08-12","5.719000"
"1993-08-13","5.719000"
"1993-08-16","5.719000"
"1993-08-17","5.719000"
"1993-08-18","5.719000"
"1993-08-19","5.719000"
"1993-08-20","5.719000"
"1993-08-23","5.719000"
"1993-08-24","5.719000"
"1993-08-25","5.719000"
"1993-08-26","5.719000"
"1993-08-27","5.719000"
"1993-08-30","5.719000"
"1993-08-31","5.719000"
"1993-09-01","5.719000"
"1993-09-02","5.719000"
"1993-09-03","5.719000"
"1993-09-06","5.719000"
"1993-09-07","5.719000"
"1993-09-08","5.719000"
"1993-09-09","5.719000"
"1993-09-10","5.719000"
"1993-09-13","5.719000"
"1993-09-14","5.719000"
"1993-09-15","5.719000"
"1993-09-16","5.719000"
"1993-09-17","5.719000"
"1993-09-20","5.719000"
"1993-09-21","5.719000"
"1993-09-22","5.719000"
"1993-09-23","5.719000"
"1993-09-24","5.719000"
"1993-09-25","5.719000"
"1993-09-27","5.719000"
"1993-09-28","5.719000"
"1993-09-29","5.719000"
"1993-09-30","5.719000"
"1993-10-01","5.719000"
"1993-10-04","5.719000"
"1993-10-05","5.719000"
"1993-10-06","5.719000"
"1993-10-07","5.719000"
"1993-10-08","5.719000"
"1993-10-11","5.719000"
"1993-10-12","5.719000"
"1993-10-13","5.719000"
"1993-10-14","5.719000"
"1993-10-15","5.719000"
"1993-10-18","5.772300"
"1993-10-19","5.772300"
"1993-10-20","5.772300"
"1993-10-21","5.772300"
"1993-10-22","5.772300"
"1993-10-25","5.772300"
"1993-10-26","5.772300"
"1993-10-27","5.772300"
"1993-10-28","5.772300"
"1993-10-29","5.772300"
"1993-11-01","5.772300"
"1993-11-02","5.772300"
"1993-11-03","5.772300"
"1993-11-04","5.772300"
"1993-11-05","5.772300"
"1993-11-08","5.772300"
"1993-11-09","5.772300"
"1993-11-10","5.772300"
"1993-11-11","5.772300"
"1993-11-12","5.772300"
"1993-11-15","5.772300"
"1993-11-16","5.772300"
"1993-11-17","5.772300"
"1993-11-18","5.772300"
"1993-11-19","5.772300"
"1993-11-22","5.772300"
"1993-11-23","5.772300"
"1993-11-24","5.772300"
"1993-11-25","5.772300"
"1993-11-26","5.772300"
"1993-11-29","5.790500"
"1993-11-30","5.790500"
"1993-12-01","5.790500"
"1993-12-02","5.790500"
"1993-12-03","5.790500"
"1993-12-06","5.790500"
"1993-12-07","5.790500"
"1993-12-08","5.790500"
"1993-12-09","5.790500"
"1993-12-10","5.790500"
"1993-12-13","5.790500"
"1993-12-14","5.790500"
"1993-12-15","5.790500"
"1993-12-16","5.790500"
"1993-12-17","5.790500"
"1993-12-20","5.795500"
"1993-12-21","5.795500"
"1993-12-22","5.795500"
"1993-12-23","5.795500"
"1993-12-24","5.795500"
"1993-12-27","5.810500"
"1993-12-28","5.810500"
"1993-12-29","5.810500"
"1993-12-30","5.810500"
"1993-12-31","5.810500"
"1994-01-03","8.700000"
"1994-01-04","8.700000"
"1994-01-05","8.700000"
"1994-01-06","8.700000"
"1994-01-07","8.690000"
"1994-01-10","8.700000"
"1994-01-11","8.700000"
"1994-01-12","8.700000"
"1994-01-13","8.700000"
"1994-01-14","8.700000"
"1994-01-17","8.700000"
"1994-01-18","8.700000"
"1994-01-19","8.700000"
"1994-01-20","8.700000"
"1994-01-21","8.700000"
"1994-01-24","8.700000"
"1994-01-25","8.710000"
"1994-01-26","8.700000"
"1994-01-27","8.700000"
"1994-01-28","8.700000"
"1994-01-31","8.700000"
"1994-02-01","8.699400"
"1994-02-02","8.701000"
"1994-02-03","8.703400"
"1994-02-04","8.701000"
"1994-02-07","8.700500"
"1994-02-08","8.707400"
"1994-02-09","8.707400"
"1994-02-10","8.700000"
"1994-02-11","8.700000"
"1994-02-14","8.700000"
"1994-02-15","8.707400"
"1994-02-16","8.702400"
"1994-02-17","8.706500"
"1994-02-18","8.702000"
"1994-02-21","8.698800"
"1994-02-22","8.699500"
"1994-02-23","8.696600"
"1994-02-24","8.702200"
"1994-02-25","8.694700"
"1994-02-28","8.704400"
"1994-03-01","8.702000"
"1994-03-02","8.705000"
"1994-03-03","8.706000"
"1994-03-04","8.706200"
"1994-03-07","8.706600"
"1994-03-08","8.705000"
"1994-03-09","8.703800"
"1994-03-10","8.700300"
"1994-03-11","8.703800"
"1994-03-14","8.700500"
"1994-03-15","8.700000"
"1994-03-16","8.700700"
"1994-03-17","8.700200"
"1994-03-18","8.699100"
"1994-03-21","8.699200"
"1994-03-22","8.697800"
"1994-03-23","8.699300"
"1994-03-24","8.705500"
"1994-03-25","8.701200"
"1994-03-28","8.701600"
"1994-03-29","8.702400"
"1994-03-30","8.700200"
"1994-03-31","8.708000"
"1994-04-01","8.698700"
"1994-04-04","8.698800"
"1994-04-05","8.696700"
"1994-04-06","8.699900"
"1994-04-07","8.698200"
"1994-04-08","8.699900"
"1994-04-11","8.700100"
"1994-04-12","8.699100"
"1994-04-13","8.699200"
"1994-04-14","8.698200"
"1994-04-15","8.697100"
"1994-04-18","8.696100"
"1994-04-19","8.695200"
"1994-04-20","8.694500"
"1994-04-21","8.693700"
"1994-04-22","8.692500"
"1994-04-25","8.692500"
"1994-04-26","8.690900"
"1994-04-27","8.689400"
"1994-04-28","8.687700"
"1994-04-29","8.687200"
"1994-05-02","8.700000"
"1994-05-03","8.684700"
"1994-05-04","8.678400"
"1994-05-05","8.673600"
"1994-05-06","8.668200"
"1994-05-09","8.666400"
"1994-05-10","8.665300"
"1994-05-11","8.664000"
"1994-05-12","8.662900"
"1994-05-13","8.662000"
"1994-05-16","8.661000"
"1994-05-17","8.660600"
"1994-05-18","8.660700"
"1994-05-19","8.660500"
"1994-05-20","8.660400"
"1994-05-23","8.660200"
"1994-05-24","8.660400"
"1994-05-25","8.660200"
"1994-05-26","8.660200"
"1994-05-27","8.660000"
"1994-05-30","8.659800"
"1994-05-31","8.659700"
"1994-06-01","8.659600"
"1994-06-02","8.659400"
"1994-06-03","8.659100"
"1994-06-06","8.659100"
"1994-06-07","8.659000"
"1994-06-08","8.659000"
"1994-06-09","8.658800"
"1994-06-10","8.658500"
"1994-06-13","8.658300"
"1994-06-14","8.658100"
"1994-06-15","8.657900"
"1994-06-16","8.657500"
"1994-06-17","8.657300"
"1994-06-20","8.657100"
"1994-06-21","8.656900"
"1994-06-22","8.656400"
"1994-06-23","8.655700"
"1994-06-24","8.655000"
"1994-06-27","8.654400"
"1994-06-28","8.653900"
"1994-06-29","8.653300"
"1994-06-30","8.652600"
"1994-07-01","8.651700"
"1994-07-04","8.651000"
"1994-07-05","8.650000"
"1994-07-06","8.649600"
"1994-07-07","8.649000"
"1994-07-08","8.648100"
"1994-07-11","8.647400"
"1994-07-12","8.646600"
"1994-07-13","8.645800"
"1994-07-14","8.644700"
"1994-07-15","8.643700"
"1994-07-18","8.642900"
"1994-07-19","8.641800"
"1994-07-20","8.640800"
"1994-07-21","8.638900"
"1994-07-22","8.636400"
"1994-07-25","8.633500"
"1994-07-26","8.629500"
"1994-07-27","8.626400"
"1994-07-28","8.623800"
"1994-07-29","8.621400"
"1994-08-01","8.619700"
"1994-08-02","8.616900"
"1994-08-03","8.614100"
"1994-08-04","8.611400"
"1994-08-05","8.608800"
"1994-08-08","8.605500"
"1994-08-09","8.602300"
"1994-08-10","8.600300"
"1994-08-11","8.598200"
"1994-08-12","8.596200"
"1994-08-15","8.593800"
"1994-08-16","8.591200"
"1994-08-17","8.588700"
"1994-08-18","8.585600"
"1994-08-19","8.583100"
"1994-08-22","8.580100"
"1994-08-23","8.577400"
"1994-08-24","8.575800"
"1994-08-25","8.573500"
"1994-08-26","8.570800"
"1994-08-29","8.567500"
"1994-08-30","8.564300"
"1994-08-31","8.561600"
"1994-09-01","8.559100"
"1994-09-02","8.556500"
"1994-09-05","8.554000"
"1994-09-06","8.551100"
"1994-09-07","8.549100"
"1994-09-08","8.547000"
"1994-09-09","8.544800"
"1994-09-12","8.542200"
"1994-09-13","8.540700"
"1994-09-14","8.539600"
"1994-09-15","8.538100"
"1994-09-16","8.536500"
"1994-09-19","8.535200"
"1994-09-20","8.534000"
"1994-09-21","8.533700"
"1994-09-22","8.533300"
"1994-09-23","8.532500"
"1994-09-26","8.532000"
"1994-09-27","8.531100"
"1994-09-28","8.530000"
"1994-09-29","8.530100"
"1994-09-30","8.530100"
"1994-10-03","8.679000"
"1994-10-04","8.679000"
"1994-10-05","8.530000"
"1994-10-06","8.530100"
"1994-10-07","8.530000"
"1994-10-10","8.530000"
"1994-10-11","8.529700"
"1994-10-12","8.529700"
"1994-10-13","8.529800"
