"Sgnyea","Ctnm_en","Ctnm_id","Cttyp_en","Prvcnm_id","Prvcnm_en","Eect01","Eect04"
"1978","Beijing (city)","110000","Municipality","110000","Beijing (city)","849.7000",""
"1978","Tianjin (city)","120000","Municipality","120000","Tianjin (city)","724.2700",""
"1979","Beijing (city)","110000","Municipality","110000","Beijing (city)","870.6000",""
"1979","Tianjin (city)","120000","Municipality","120000","Tianjin (city)","739.4200",""
"1980","Beijing (city)","110000","Municipality","110000","Beijing (city)","885.7000",""
"1980","Tianjin (city)","120000","Municipality","120000","Tianjin (city)","748.9100",""
"1981","Beijing (city)","110000","Municipality","110000","Beijing (city)","900.8000",""
"1981","Tianjin (city)","120000","Municipality","120000","Tianjin (city)","760.3200",""
"1982","Beijing (city)","110000","Municipality","110000","Beijing (city)","917.8000",""
"1982","Tianjin (city)","120000","Municipality","120000","Tianjin (city)","774.9200",""
"1983","Beijing (city)","110000","Municipality","110000","Beijing (city)","933.2000",""
"1983","Tianjin (city)","120000","Municipality","120000","Tianjin (city)","785.2800",""
"1984","Beijing (city)","110000","Municipality","110000","Beijing (city)","945.2000",""
"1984","Tianjin (city)","120000","Municipality","120000","Tianjin (city)","795.5200",""
"1985","Beijing (city)","110000","Municipality","110000","Beijing (city)","957.9000",""
"1985","Tianjin (city)","120000","Municipality","120000","Tianjin (city)","804.8000",""
"1986","Beijing (city)","110000","Municipality","110000","Beijing (city)","971.2000",""
"1986","Tianjin (city)","120000","Municipality","120000","Tianjin (city)","814.9700",""
"1987","Beijing (city)","110000","Municipality","110000","Beijing (city)","988.0000",""
"1987","Tianjin (city)","120000","Municipality","120000","Tianjin (city)","828.7300",""
"1988","Beijing (city)","110000","Municipality","110000","Beijing (city)","1001.2000",""
"1988","Tianjin (city)","120000","Municipality","120000","Tianjin (city)","839.2100",""
"1989","Beijing (city)","110000","Municipality","110000","Beijing (city)","1021.1000",""
"1989","Tianjin (city)","120000","Municipality","120000","Tianjin (city)","852.3500",""
"1990","Turpan(city)","652101","City (Sub-provincial level)","650000","Xinjiang Uygur Autonomous Region","21.7202",""
"1990","Fuzhou (city)","361000","City (Sub-provincial level)","360000","Jiangxi (province)","331.1970",""
"1990","Jinzhong (city)","140700","City (Sub-provincial level)","140000","Shanxi (province)","",""
"1990","Lvliang (city)","141100","City (Sub-provincial level)","140000","Shanxi (province)","299.1400",""
"1990","Chizhou (city)","341700","City (Sub-provincial level)","340000","Anhui (province)","147.2113",""
"1990","Xuancheng (city)","341800","City (Sub-provincial level)","340000","Anhui (province)","264.3900",""
"1990","Ordos (city)","150600","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","120.4000",""
"1990","Hulunbuir (city)","150700","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","257.5400",""
"1990","Bayannur (city)","150800","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","153.8400",""
"1990","Ulanqab (city)","150900","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","327.9900",""
"1990","Hinggan League","152200","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","154.1400",""
"1990","Xilingol League","152500","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","88.9100",""
"1990","Alxa League","152900","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","16.0500",""
"1990","Yanbian Korean Autonomous Prefecture","222400","City (Sub-provincial level)","220000","Jilin (province)","206.9600",""
"1990","Daxinganling Region","232700","City (Sub-provincial level)","230000","Heilongjiang (province)","50.7000",""
"1990","Taizhou (city)","331000","City (Sub-provincial level)","330000","Zhejiang (province)","515.4900",""
"1990","Enshi Tujia and Miao Autonomous Prefecture","422800","City (Sub-provincial level)","420000","Hubei (province)","359.3800",""
"1990","Zhangjiajie (city)","430800","City (Sub-provincial level)","430000","Hunan (province)","147.8800",""
"1990","Xiangxi Tujia and Miao Autonomous Prefecture","433100","City (Sub-provincial level)","430000","Hunan (province)","230.6700",""
"1990","Guang'an (city)","511600","City (Sub-provincial level)","510000","Sichuan (province)","1011.9000",""
"1990","Dazhou (city)","511700","City (Sub-provincial level)","510000","Sichuan (province)","989.3000",""
"1990","Aba Tibetan and Qiang Autonomous Prefecture","513200","City (Sub-provincial level)","510000","Sichuan (province)","76.6000",""
"1990","Ganzi Tibetan Autonomous Prefecture","513300","City (Sub-provincial level)","510000","Sichuan (province)","82.3000",""
"1990","Liangshan Yi Autonomous Prefecture","513400","City (Sub-provincial level)","510000","Sichuan (province)","360.7000",""
"1990","Ili Prefecture","654100","City (Sub-provincial level)","650000","Xinjiang Uygur Autonomous Region","180.0125",""
"1990","Qingyang (city)","621000","City (Sub-provincial level)","620000","Gansu (province)","217.5000",""
"1990","Linxia Hui Autonomous Prefecture","622900","City (Sub-provincial level)","620000","Gansu (province)","162.4600",""
"1990","Dingxi (city)","621100","City (Sub-provincial level)","620000","Gansu (province)","25.7000",""
"1990","Gannan Tibetan Autonomous Prefecture","623000","City (Sub-provincial level)","620000","Gansu (province)","58.2400",""
"1990","Longnan (city)","621200","City (Sub-provincial level)","620000","Gansu (province)","240.7400",""
"1990","Yulin (city)","610800","City (Sub-provincial level)","610000","Shaanxi (province)","289.8852",""
"1990","Qiandongnan Miao and Dong Autonomous Prefecture","522600","City (Sub-provincial level)","520000","Guizhou (province)","368.0300",""
"1990","Tongren (city)","520600","City (Sub-provincial level)","520000","Guizhou (province)","326.2400",""
"1990","Qiannan Bouyei and Miao Autonomous Prefecture","522700","City (Sub-provincial level)","520000","Guizhou (province)","327.9800",""
"1990","Bijie (city)","520500","City (Sub-provincial level)","520000","Guizhou (province)","598.4200",""
"1990","Qianxinan Bouyei and Miao Autonomous Prefecture","522300","City (Sub-provincial level)","520000","Guizhou (province)","253.3400",""
"1990","Shangluo (city)","611000","City (Sub-provincial level)","610000","Shaanxi (province)","231.1096",""
"1990","Lhasa (city)","540100","City (Sub-provincial level)","540000","Tibet Autonomous Region","35.6595",""
"1990","Shigatse (city)","540200","City (Sub-provincial level)","540000","Tibet Autonomous Region","55.3813",""
"1990","Qamdo (city)","540300","City (Sub-provincial level)","540000","Tibet Autonomous Region","49.7167",""
"1990","Nyingchi (city)","540400","City (Sub-provincial level)","540000","Tibet Autonomous Region","12.9133",""
"1990","Shannan (city)","540500","City (Sub-provincial level)","540000","Tibet Autonomous Region","28.3021",""
"1990","Nagqu Prefecture","542400","City (Sub-provincial level)","540000","Tibet Autonomous Region","29.9460",""
"1990","Ngari Prefecture","542500","City (Sub-provincial level)","540000","Tibet Autonomous Region","6.1331",""
"1990","Huludao (city)","211400","City (Sub-provincial level)","210000","Liaoning (province)","252.8000",""
"1990","Baishan (city)","220600","City (Sub-provincial level)","220000","Jilin (province)","124.4300",""
"1990","Huai'an (city)","320800","City (Sub-provincial level)","320000","Jiangsu (province)","",""
"1990","Taizhou (city)","321200","City (Sub-provincial level)","320000","Jiangsu","",""
"1990","Suqian (city)","321300","City (Sub-provincial level)","320000","Jiangsu","",""
"1990","Jingzhou (city)","421000","City (Sub-provincial level)","420000","Hubei (province)","1094.3400",""
"1990","Huanggang (city)","421100","City (Sub-provincial level)","420000","Hubei (province)","657.7600",""
"1990","Beijing (city)","110000","Municipality","110000","Beijing (city)","1032.2000","616.0000"
"1990","Tianjin (city)","120000","Municipality","120000","Tianjin (city)","866.2500","770.0000"
"1990","Shijiazhuang (city)","130100","City (Sub-provincial level)","130000","Hebei (province)","283.5100","871.0000"
"1990","Tangshan (city)","130200","City (Sub-provincial level)","130000","Hebei (province)","657.4100","488.0000"
"1990","Qinhuangdao (city)","130300","City (Sub-provincial level)","130000","Hebei (province)","246.5700","328.0000"
"1990","Handan (city)","130400","City (Sub-provincial level)","130000","Hebei (province)","209.0700","749.0000"
"1990","Xingtai (city)","130500","City (Sub-provincial level)","130000","Hebei (province)","83.2000","394.0000"
"1990","Baoding (city)","130600","City (Sub-provincial level)","130000","Hebei (province)","166.7800","928.0000"
"1990","Zhangjiakou (city)","130700","City (Sub-provincial level)","130000","Hebei (province)","99.6500","336.0000"
"1990","Chengde (city)","130800","City (Sub-provincial level)","130000","Hebei (province)","84.1200","188.0000"
"1990","Cangzhou (city)","130900","City (Sub-provincial level)","130000","Hebei (province)","131.0700","489.0000"
"1990","Langfang (city)","131000","City (Sub-provincial level)","130000","Hebei (province)","338.8400","527.0000"
"1990","Hengshui (city)","131100","City (Sub-provincial level)","130000","Hebei (province)","32.8900","557.0000"
"1990","Taiyuan (city)","140100","City (Sub-provincial level)","140000","Shanxi (province)","272.9300","374.0000"
"1990","Datong (city)","140200","City (Sub-provincial level)","140000","Shanxi (province)","128.6300","534.0000"
"1990","Yangquan (city)","140300","City (Sub-provincial level)","140000","Shanxi (province)","117.4000","258.0000"
"1990","Changzhi (city)","140400","City (Sub-provincial level)","140000","Shanxi (province)","","207.0000"
"1990","Jincheng (city)","140500","City (Sub-provincial level)","140000","Shanxi (province)","193.9800","202.0000"
"1990","Shuozhou (city)","140600","City (Sub-provincial level)","140000","Shanxi (province)","67.5100","111.0000"
"1990","Yuncheng (city)","140800","City (Sub-provincial level)","140000","Shanxi (province)","425.0000","398.0000"
"1990","Xinzhou (city)","140900","City (Sub-provincial level)","140000","Shanxi (province)","269.9000","221.0000"
"1990","Linfen (city)","141000","City (Sub-provincial level)","140000","Shanxi (province)","349.9000","449.0000"
"1990","Hohhot (city)","150100","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","138.3100","228.0000"
"1990","Baotou (city)","150200","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","174.7200","175.0000"
"1990","Wuhai (city)","150300","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","28.7900","123.0000"
"1990","Chifeng (city)","150400","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","411.2100","46.0000"
"1990","Tongliao (city)","150500","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","","198.0000"
"1990","Shenyang (city)","210100","City (Prefectural level)","210000","Liaoning (province)","570.3000","670.0000"
"1990","Dalian (city)","210200","City (Prefectural level)","210000","Liaoning (province)","517.8000","412.0000"
"1990","Anshan (city)","210300","City (Sub-provincial level)","210000","Liaoning (province)","277.2000","584.0000"
"1990","Fushun (city)","210400","City (Sub-provincial level)","210000","Liaoning (province)","221.8000","205.0000"
"1990","Benxi (city)","210500","City (Sub-provincial level)","210000","Liaoning (province)","152.3000","181.0000"
"1990","Dandong (city)","210600","City (Sub-provincial level)","210000","Liaoning (province)","281.6000","147.0000"
"1990","Jinzhou (city)","210700","City (Sub-provincial level)","210000","Liaoning (province)","293.1000","285.0000"
"1990","Yingkou (city)","210800","City (Sub-provincial level)","210000","Liaoning (province)","212.6000","226.0000"
"1990","Fuxin (city)","210900","City (Sub-provincial level)","210000","Liaoning (province)","183.1000","205.0000"
"1990","Liaoyang (city)","211000","City (Sub-provincial level)","210000","Liaoning (province)","172.7000","365.0000"
"1990","Panjin (city)","211100","City (Sub-provincial level)","210000","Liaoning (province)","104.9000","265.0000"
"1990","Tieling (city)","211200","City (Sub-provincial level)","210000","Liaoning (province)","359.5000","206.0000"
"1990","Chaoyang (city)","211300","City (Sub-provincial level)","210000","Liaoning (province)","317.8000","161.0000"
"1990","Changchun (city)","220100","City (Prefectural level)","220000","Jilin (province)","637.8200","338.0000"
"1990","Jilin (city)","220200","City (Sub-provincial level)","220000","Jilin (province)","412.5400","164.0000"
"1990","Siping (city)","220300","City (Sub-provincial level)","220000","Jilin (province)","296.3300","210.0000"
"1990","Liaoyuan (city)","220400","City (Sub-provincial level)","220000","Jilin (province)","119.2100","233.0000"
"1990","Tonghua (city)","220500","City (Sub-provincial level)","220000","Jilin (province)","216.8700","143.0000"
"1990","Baicheng (city)","220800","City (Sub-provincial level)","220000","Jilin (province)","33.0900","1247.0000"
"1990","Harbin (city)","230100","City (Prefectural level)","230000","Heilongjiang (province)","407.5500","588.0000"
"1990","Qiqihaer (city)","230200","City (Sub-provincial level)","230000","Heilongjiang (province)","590.3000","112.0000"
"1990","Jixi (city)","230300","City (Sub-provincial level)","230000","Heilongjiang (province)","113.6000","210.0000"
"1990","Hegang (city)","230400","City (Sub-provincial level)","230000","Heilongjiang (province)","105.2600","72.0000"
"1990","Shuangyashan (city)","230500","City (Sub-provincial level)","230000","Heilongjiang (province)","78.9100","196.0000"
"1990","Daqing (city)","230600","City (Sub-provincial level)","230000","Heilongjiang (province)","94.1200","184.0000"
"1990","Yichun (city)","230700","City (Sub-provincial level)","230000","Heilongjiang (province)","132.6000","35.0000"
"1990","Jiamusi (city)","230800","City (Sub-provincial level)","230000","Heilongjiang (province)","322.0400","59.0000"
"1990","Qitaihe (city)","230900","City (Sub-provincial level)","230000","Heilongjiang (province)","77.1900","124.0000"
"1990","Mudanjiang (city)","231000","City (Sub-provincial level)","230000","Heilongjiang (province)","323.4500","56.0000"
"1990","Heihe (city)","231100","City (Sub-provincial level)","230000","Heilongjiang (province)","155.9100","10.0000"
"1990","Suihua (city)","231200","City (Sub-provincial level)","230000","Heilongjiang (province)","598.1500","282.0000"
"1990","Shanghai (city)","310000","Municipality","310000","Shanghai (city)","1283.3500","2024.0000"
"1990","Nanjing (city)","320100","City (Prefectural level)","320000","Jiangsu (province)","501.8200","770.0000"
"1990","Wuxi (city)","320200","City (Sub-provincial level)","320000","Jiangsu (province)","417.7200","898.0000"
"1990","Xuzhou (city)","320300","City (Sub-provincial level)","320000","Jiangsu (province)","807.1400","717.0000"
"1990","Changzhou (city)","320400","City (Sub-provincial level)","320000","Jiangsu (province)","324.8500","743.0000"
"1990","Suzhou (city)","320500","City (Sub-provincial level)","320000","Jiangsu (province)","561.0200","661.0000"
"1990","Nantong (city)","320600","City (Sub-provincial level)","320000","Jiangsu (province)","775.9900","970.0000"
"1990","Lianyungang (city)","320700","City (Sub-provincial level)","320000","Jiangsu (province)","340.2600","538.0000"
"1990","Yancheng (city)","320900","City (Sub-provincial level)","320000","Jiangsu (province)","771.9300","515.0000"
"1990","Yangzhou (city)","321000","City (Sub-provincial level)","320000","Jiangsu (province)","924.3200","744.0000"
"1990","Zhenjiang (city)","321100","City (Sub-provincial level)","320000","Jiangsu (province)","258.1300","672.0000"
"1990","Hangzhou (city)","330100","City (Prefectural level)","330000","Zhejiang (province)","574.7800","346.0000"
"1990","Ningbo (city)","330200","City (Prefectural level)","330000","Zhejiang (province)","510.7600","545.0000"
"1990","Wenzhou (city)","330300","City (Sub-provincial level)","330000","Zhejiang (province)","666.9800","566.0000"
"1990","Jiaxing (city)","330400","City (Sub-provincial level)","330000","Zhejiang (province)","316.1900","808.0000"
"1990","Huzhou (city)","330500","City (Sub-provincial level)","330000","Zhejiang (province)","245.2800","428.0000"
"1990","Shaoxing (city)","330600","City (Sub-provincial level)","330000","Zhejiang (province)","412.6700","522.0000"
"1990","Jinhua (city)","330700","City (Sub-provincial level)","330000","Zhejiang (province)","424.9000","389.0000"
"1990","Quzhou (city)","330800","City (Sub-provincial level)","330000","Zhejiang (province)","230.7300","261.0000"
"1990","Zhoushan (city)","330900","City (Sub-provincial level)","330000","Zhejiang (province)","96.9900","707.0000"
"1990","Lishui (city)","331100","City (Sub-provincial level)","330000","Zhejiang (province)","240.1400","213.0000"
"1990","Hefei (city)","340100","City (Sub-provincial level)","340000","Anhui (province)","380.8795","524.0000"
"1990","Wuhu (city)","340200","City (Sub-provincial level)","340000","Anhui (province)","202.0967","609.0000"
"1990","Bengbu (city)","340300","City (Sub-provincial level)","340000","Anhui (province)","296.2068","508.0000"
"1990","Huainan (city)","340400","City (Sub-provincial level)","340000","Anhui (province)","179.3161","845.0000"
"1990","Ma'anshan (city)","340500","City (Sub-provincial level)","340000","Anhui (province)","104.9259","623.0000"
"1990","Huaibei (city)","340600","City (Sub-provincial level)","340000","Anhui (province)","161.4229","592.0000"
"1990","Tongling (city)","340700","City (Sub-provincial level)","340000","Anhui (province)","60.5804","544.0000"
"1990","Anqing (city)","340800","City (Sub-provincial level)","340000","Anhui (province)","567.0357","369.0000"
"1990","Huangshan (city)","341000","City (Sub-provincial level)","340000","Anhui (province)","141.4226","144.0000"
"1990","Chuzhou (city)","341100","City (Sub-provincial level)","340000","Anhui (province)","40.1814","287.0000"
"1990","Fuyang (city)","341200","City (Sub-provincial level)","340000","Anhui (province)","23.6314","4726.0000"
"1990","Suzhou (city)","341300","City (Sub-provincial level)","340000","Anhui (province)","25.6807","2054.0000"
"1990","Lu'an (city)","341500","City (Sub-provincial level)","340000","Anhui (province)","613.5437","2242.0000"
"1990","Bozhou (city)","341600","City (Sub-provincial level)","340000","Anhui (province)","","560.0000"
"1990","Fuzhou (city)","350100","City (Sub-provincial level)","350000","Fujian (province)","535.3000","447.0000"
"1990","Xiamen (city)","350200","City (Prefectural level)","350000","Fujian (province)","111.8600","738.0000"
"1990","Putian (city)","350300","City (Sub-provincial level)","350000","Fujian (province)","270.3400","715.0000"
"1990","Sanming (city)","350400","City (Sub-provincial level)","350000","Fujian (province)","244.9400","107.0000"
"1990","Quanzhou (city)","350500","City (Sub-provincial level)","350000","Fujian (province)","582.3300","536.0000"
"1990","Zhangzhou (city)","350600","City (Sub-provincial level)","350000","Fujian (province)","416.7000","331.0000"
"1990","Nanping (city)","350700","City (Sub-provincial level)","350000","Fujian (province)","282.8900","170.0000"
"1990","Longyan (city)","350800","City (Sub-provincial level)","350000","Fujian (province)","265.3700","155.0000"
"1990","Ningde (city)","350900","City (Sub-provincial level)","350000","Fujian (province)","290.0900","244.0000"
"1990","Nanchang (city)","360100","City (Sub-provincial level)","360000","Jiangxi (province)","378.3851","503.0000"
"1990","Jingdezhen (city)","360200","City (Sub-provincial level)","360000","Jiangxi (province)","134.3474","250.0000"
"1990","Pingxiang (city)","360300","City (Sub-provincial level)","360000","Jiangxi (province)","138.8432","505.0000"
"1990","Jiujiang (city)","360400","City (Sub-provincial level)","360000","Jiangxi (province)","406.3945","215.0000"
"1990","Xinyu (city)","360500","City (Sub-provincial level)","360000","Jiangxi (province)","97.3249","306.0000"
"1990","Yingtan (city)","360600","City (Sub-provincial level)","360000","Jiangxi (province)","94.2429","270.0000"
"1990","Ganzhou (city)","360700","City (Sub-provincial level)","360000","Jiangxi (province)","707.4110","800.0000"
"1990","Ji'an (city)","360800","City (Sub-provincial level)","360000","Jiangxi (province)","437.0297","569.0000"
"1990","Yichun (city)","360900","City (Sub-provincial level)","360000","Jiangxi (province)","466.0963","331.0000"
"1990","Shangrao (city)","361100","City (Sub-provincial level)","360000","Jiangxi (province)","579.7561","2518.0000"
"1990","Jinan (city)","370100","City (Prefectural level)","370000","Shandong (province)","","636.0000"
"1990","Qingdao (city)","370200","City (Prefectural level)","370000","Shandong (province)","","626.0000"
"1990","Zibo (city)","370300","City (Sub-provincial level)","370000","Shandong (province)","","637.0000"
"1990","Zaozhuang (city)","370400","City (Sub-provincial level)","370000","Shandong (province)","","706.0000"
"1990","Dongying (city)","370500","City (Sub-provincial level)","370000","Shandong (province)","","212.0000"
"1990","Yantai (city)","370600","City (Sub-provincial level)","370000","Shandong (province)","","463.0000"
"1990","Weifang (city)","370700","City (Sub-provincial level)","370000","Shandong (province)","","493.0000"
"1990","Ji'ning (city)","370800","City (Sub-provincial level)","370000","Shandong (province)","","680.0000"
"1990","Tai'an (city)","370900","City (Sub-provincial level)","370000","Shandong (province)","","649.0000"
"1990","Weihai (city)","371000","City (Sub-provincial level)","370000","Shandong (province)","","437.0000"
"1990","Rizhao (city)","371100","City (Sub-provincial level)","370000","Shandong (province)","","549.0000"
"1990","Linyi (city)","371300","City (Sub-provincial level)","370000","Shandong (province)","","908.0000"
"1990","Dezhou (city)","371400","City (Sub-provincial level)","370000","Shandong (province)","","1002.0000"
"1990","Liaocheng (city)","371500","City (Sub-provincial level)","370000","Shandong (province)","","675.0000"
"1990","Binzhou (city)","371600","City (Sub-provincial level)","370000","Shandong (province)","","534.0000"
"1990","Heze (city)","371700","City (Sub-provincial level)","370000","Shandong (province)","","812.0000"
"1990","Zhengzhou (city)","410100","City (Sub-provincial level)","410000","Henan (province)","551.4210","749.0000"
"1990","Kaifeng (city)","410200","City (Sub-provincial level)","410000","Henan (province)","419.3260","647.0000"
"1990","Luoyang (city)","410300","City (Sub-provincial level)","410000","Henan (province)","564.8160","371.0000"
"1990","Pingdingshan (city)","410400","City (Sub-provincial level)","410000","Henan (province)","506.4010","568.0000"
"1990","Anyang (city)","410500","City (Sub-provincial level)","410000","Henan (province)","476.0310","644.0000"
"1990","Hebi (city)","410600","City (Sub-provincial level)","410000","Henan (province)","121.4050","552.0000"
"1990","Xinxiang (city)","410700","City (Sub-provincial level)","410000","Henan (province)","482.9560","591.0000"
"1990","Jiaozuo (city)","410800","City (Sub-provincial level)","410000","Henan (province)","345.0910","572.0000"
"1990","Puyang (city)","410900","City (Sub-provincial level)","410000","Henan (province)","307.4640","727.0000"
"1990","Xuchang (city)","411000","City (Sub-provincial level)","410000","Henan (province)","329.1450","816.0000"
"1990","Luohe (city)","411100","City (Sub-provincial level)","410000","Henan (province)","215.6080","829.0000"
"1990","Sanmenxia (city)","411200","City (Sub-provincial level)","410000","Henan (province)","194.6960","182.0000"
"1990","Nanyang (city)","411300","City (Sub-provincial level)","410000","Henan (province)","975.6660","2035.0000"
"1990","Shangqiu (city)","411400","City (Sub-provincial level)","410000","Henan (province)","707.8900","2879.0000"
"1990","Xinyang (city)","411500","City (Sub-provincial level)","410000","Henan (province)","693.4750","1190.0000"
"1990","Zhoukou (city)","411600","City (Sub-provincial level)","410000","Henan (province)","923.6730","1781.0000"
"1990","Zhumadian (city)","411700","City (Sub-provincial level)","410000","Henan (province)","738.4490","1272.0000"
"1990","Wuhan (city)","420100","City (Prefectural level)","420000","Hubei (province)","669.7500","791.0000"
"1990","Huangshi (city)","420200","City (Sub-provincial level)","420000","Hubei (province)","130.6100","706.0000"
"1990","Shiyan (city)","420300","City (Sub-provincial level)","420000","Hubei (province)","38.9800","328.0000"
"1990","Yichang (city)","420500","City (Sub-provincial level)","420000","Hubei (province)","341.6900","1349.0000"
"1990","Xiangyang (city)","420600","City (Sub-provincial level)","420000","Hubei (province)","652.6800","244.0000"
"1990","Ezhou (city)","420700","City (Sub-provincial level)","420000","Hubei (province)","91.6100","609.0000"
"1990","Jingmen (city)","420800","City (Sub-provincial level)","420000","Hubei (province)","103.9100","236.0000"
"1990","Xiaogan (city)","420900","City (Sub-provincial level)","420000","Hubei (province)","535.8000","585.0000"
"1990","Xianning (city)","421200","City (Sub-provincial level)","420000","Hubei (province)","323.6700","304.0000"
"1990","Changsha (city)","430100","City (Sub-provincial level)","430000","Hunan (province)","550.0500","465.0000"
"1990","Zhuzhou (city)","430200","City (Sub-provincial level)","430000","Hunan (province)","349.5000","306.0000"
"1990","Xiangtan (city)","430300","City (Sub-provincial level)","430000","Hunan (province)","265.2300","529.0000"
"1990","Hengyang (city)","430400","City (Sub-provincial level)","430000","Hunan (province)","651.1700","425.0000"
"1990","Shaoyang (city)","430500","City (Sub-provincial level)","430000","Hunan (province)","676.7000","325.0000"
"1990","Yueyang (city)","430600","City (Sub-provincial level)","430000","Hunan (province)","475.5300","317.0000"
"1990","Changde (city)","430700","City (Sub-provincial level)","430000","Hunan (province)","569.1600","313.0000"
"1990","Yiyang (city)","430900","City (Sub-provincial level)","430000","Hunan (province)","427.7800","1073.0000"
"1990","Chenzhou (city)","431000","City (Sub-provincial level)","430000","Hunan (province)","424.3000","826.0000"
"1990","Yongzhou (city)","431100","City (Sub-provincial level)","430000","Hunan (province)","","282.0000"
"1990","Huaihua (city)","431200","City (Sub-provincial level)","430000","Hunan (province)","450.4700","222.0000"
"1990","Loudi (city)","431300","City (Sub-provincial level)","430000","Hunan (province)","372.6800","701.0000"
"1990","Guangzhou (city)","440100","City (Prefectural level)","440000","Guangdong (province)","594.2500","799.0000"
"1990","Shaoguan (city)","440200","City (Sub-provincial level)","440000","Guangdong (province)","279.1500","150.0000"
"1990","Shenzhen (city)","440300","City (Prefectural level)","440000","Guangdong (province)","68.6500","340.0000"
"1990","Zhuhai (city)","440400","City (Sub-provincial level)","440000","Guangdong (province)","50.2500","397.0000"
"1990","Shantou (city)","440500","City (Sub-provincial level)","440000","Guangdong (province)","896.9700","1004.0000"
"1990","Foshan (city)","440600","City (Sub-provincial level)","440000","Guangdong (province)","279.4000","733.0000"
"1990","Jiangmen (city)","440700","City (Sub-provincial level)","440000","Guangdong (province)","352.7500","375.0000"
"1990","Zhanjiang (city)","440800","City (Sub-provincial level)","440000","Guangdong (province)","546.4800","438.0000"
"1990","Maoming (city)","440900","City (Sub-provincial level)","440000","Guangdong (province)","521.4200","455.0000"
"1990","Zhaoqing (city)","441200","City (Sub-provincial level)","440000","Guangdong (province)","553.3800","248.0000"
"1990","Huizhou (city)","441300","City (Sub-provincial level)","440000","Guangdong (province)","226.1600","203.0000"
"1990","Meizhou (city)","441400","City (Sub-provincial level)","440000","Guangdong (province)","433.5400","274.0000"
"1990","Shanwei (city)","441500","City (Sub-provincial level)","440000","Guangdong (province)","225.5400","428.0000"
"1990","Heyuan (city)","441600","City (Sub-provincial level)","440000","Guangdong (province)","276.3100","175.0000"
"1990","Yangjiang (city)","441700","City (Sub-provincial level)","440000","Guangdong (province)","224.5500","287.0000"
"1990","Qingyuan (city)","441800","City (Sub-provincial level)","440000","Guangdong (province)","338.2300","178.0000"
"1990","Dongguan (city)","441900","City (Sub-provincial level)","440000","Guangdong (province)","131.8500","535.0000"
"1990","Zhongshan (city)","442000","City (Sub-provincial level)","440000","Guangdong (province)","114.8700","683.0000"
"1990","Chaozhou (city)","445100","City (Sub-provincial level)","440000","Guangdong (province)","132.5600","939.0000"
"1990","Nanning (city)","450100","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","252.1900","251.0000"
"1990","Liuzhou (city)","450200","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","157.1000","298.0000"
"1990","Guilin (city)","450300","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","332.3500","287.0000"
"1990","Wuzhou (city)","450400","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","343.3300","188.0000"
"1990","Beihai (city)","450500","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","123.1400","369.0000"
"1990","Qinzhou (city)","450700","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","352.0300","222.0000"
"1990","Guigang (city)","450800","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","","401.0000"
"1990","Yulin (city)","450900","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","880.5800","497.0000"
"1990","Baise (city)","451000","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","344.0100","78.0000"
"1990","Hechi (city)","451200","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","360.4300","121.0000"
"1990","Haikou (city)","460100","City (Sub-provincial level)","460000","Hainan (province)","37.0400","1699.0000"
"1990","Sanya (city)","460200","City (Sub-provincial level)","460000","Hainan (province)","36.2900","192.0000"
"1990","Chongqing (city)","500000","Municipality","500000","Chongqing (city)","2920.9000","642.0000"
"1990","Chengdu (city)","510100","City (Prefectural level)","510000","Sichuan (province)","919.5000","742.0000"
"1990","Zigong (city)","510300","City (Sub-provincial level)","510000","Sichuan (province)","298.1000","682.0000"
"1990","Panzhihua (city)","510400","City (Sub-provincial level)","510000","Sichuan (province)","90.9000","122.0000"
"1990","Luzhou (city)","510500","City (Sub-provincial level)","510000","Sichuan (province)","437.8000","358.0000"
"1990","Deyang (city)","510600","City (Sub-provincial level)","510000","Sichuan (province)","357.6000","601.0000"
"1990","Mianyang (city)","510700","City (Sub-provincial level)","510000","Sichuan (province)","491.8000","243.0000"
