"Staper","Fresgn","Datasgn","Nationsgn","Nationnm_en","Eftm0201","Eftm0202"
"2019-03","M","A","111","India","1478736","5993083"
"2019-03","M","A","112","Indonesia","2613624","3928727"
"2019-03","M","A","113","Iran (Islamic Republic of)","1504839","693539"
"2019-03","M","A","114","Iraq","1788090","508835"
"2019-03","M","A","115","Israel","347595","697694"
"2019-03","M","A","116","Japan","14084386","12755233"
"2019-03","M","A","121","China, Macao","3973","279964"
"2019-03","M","A","122","Malaysia","5624920","4345073"
"2019-03","M","A","126","Oman","1599718","252876"
"2019-03","M","A","127","Pakistan","178577","1137923"
"2019-03","M","A","129","Philippines","1607560","3329944"
"2019-03","M","A","131","Saudi Arabia","4696353","1664457"
"2019-03","M","A","132","Singapore","2748977","4668541"
"2019-03","M","A","133","Republic of Korea","14772522","9488700"
"2019-03","M","A","136","Thailand","3664142","3606258"
"2019-03","M","A","137","Turkey","261433","1366413"
"2019-03","M","A","138","United Arab Emirates","1633756","2510026"
"2019-03","M","A","141","Viet Nam","4567063","8701108"
"2019-03","M","A","143","China,Taiwan","13578873","4695379"
"2019-03","M","A","145","Kazakhstan","712707","708701"
"2019-03","M","A","200","Africa","7387588","8046714"
"2019-03","M","A","202","Angola","1543909","111561"
"2019-03","M","A","236","Nigeria","108057","1131224"
"2019-03","M","A","244","South Africa","1931737","1227123"
"2019-03","M","A","300","Europe","29979544","38063807"
"2019-03","M","A","301","Belgium","526070","1359740"
"2019-03","M","A","302","Denmark","374774","482305"
"2019-03","M","A","303","United Kingdom","1756908","4700759"
"2019-03","M","A","304","Germany","8454126","6468799"
"2019-03","M","A","305","France","2446379","2394908"
"2019-03","M","A","306","Ireland","1275817","240925"
"2019-03","M","A","307","Italy","1702706","2554296"
"2019-03","M","A","309","Netherlands","1052069","5649461"
"2019-03","M","A","310","Greece","49377","606069"
"2019-03","M","A","311","Portugal","187161","389205"
"2019-03","M","A","312","Spain","682060","1932432"
"2019-03","M","A","315","Austria","611737","254446"
"2019-03","M","A","318","Finland","355062","207616"
"2019-03","M","A","321","Hungary","305405","553760"
"2019-03","M","A","326","Norway","364922","207995"
"2019-03","M","A","327","Poland","265270","1772618"
"2019-03","M","A","330","Sweden","841805","731975"
"2019-03","M","A","331","Switzerland","2657535","348787"
"2019-03","M","A","344","Russian Federation","4493050","3582532"
"2019-03","M","A","402","Argentina","439661","569984"
"2019-03","M","A","410","Brazil","5195791","2463078"
"2019-03","M","A","412","Chile","1981913","1106753"
"2019-03","M","A","429","Mexico","1079120","3645148"
"2019-03","M","A","432","Panama","2330","499789"
"2019-03","M","A","501","Canada","2339977","2966522"
"2019-03","M","A","502","United States of America","11320556","31824162"
"2019-03","M","A","600","Oceania","10363689","4724973"
"2019-03","M","A","601","Australia","9075484","3992118"
"2019-03","M","A","609","New Zealand","944561","467089"
"2019-03","M","A","703","Association of Southeast Asian Nations (ASEAN)","21648143","30611170"
"2019-03","M","A","704","European Union（EU）","21998364","33077289"
"2019-03","M","A","705","APEC","107241167","127855305"
"2019-03","M","B","000","World","475407715","551740641"
"2019-03","M","B","100","Asia","257057218","270001678"
"2019-03","M","B","110","China, Hong Kong","2274022","60633882"
"2019-03","M","B","111","India","4460814","17176136"
"2019-03","M","B","112","Indonesia","7791816","10214530"
"2019-03","M","B","113","Iran (Islamic Republic of)","3828221","1844767"
"2019-03","M","B","114","Iraq","5067530","1875420"
"2019-03","M","B","115","Israel","870625","2160262"
"2019-03","M","B","116","Japan","38876783","35296643"
"2019-03","M","B","121","China, Macao","13228","733864"
"2019-03","M","B","122","Malaysia","15059870","11316548"
"2019-03","M","B","126","Oman","4018813","660500"
"2019-03","M","B","127","Pakistan","512654","3488079"
"2019-03","M","B","129","Philippines","4339756","8428149"
"2019-03","M","B","131","Saudi Arabia","12799567","4767768"
"2019-03","M","B","132","Singapore","8038558","12578151"
"2019-03","M","B","133","Republic of Korea","40961840","26122588"
"2019-03","M","B","136","Thailand","10368386","9863413"
"2019-03","M","B","137","Turkey","827985","3794989"
"2019-03","M","B","138","United Arab Emirates","4109284","7132119"
"2019-03","M","B","141","Viet Nam","11830504","20050536"
"2019-03","M","B","143","China,Taiwan","37982219","12175514"
"2019-03","M","B","145","Kazakhstan","1941029","1966519"
"2019-03","M","B","200","Africa","23641922","23963126"
"2019-03","M","B","202","Angola","6044572","378375"
"2019-03","M","B","236","Nigeria","743139","3105151"
"2019-03","M","B","244","South Africa","5966517","3667628"
"2019-03","M","B","300","Europe","87171152","112892003"
"2019-03","M","B","301","Belgium","1594539","4153794"
"2019-03","M","B","302","Denmark","1100657","1555749"
"2019-03","M","B","303","United Kingdom","5401706","14069477"
"2019-03","M","B","304","Germany","24873186","19141817"
"2019-03","M","B","305","France","8056462","7381706"
"2019-03","M","B","306","Ireland","3518025","734230"
"2019-03","M","B","307","Italy","4845528","7565756"
"2019-03","M","B","309","Netherlands","2600698","15905853"
"2019-03","M","B","310","Greece","130336","1702504"
"2019-03","M","B","311","Portugal","545956","1031448"
"2019-03","M","B","312","Spain","1927463","5946559"
"2019-03","M","B","315","Austria","1710448","710070"
"2019-03","M","B","318","Finland","1022490","695394"
"2019-03","M","B","321","Hungary","834412","1587793"
"2019-03","M","B","326","Norway","860970","687392"
"2019-03","M","B","327","Poland","878060","5225818"
"2019-03","M","B","330","Sweden","2290776","2110479"
"2019-03","M","B","331","Switzerland","6672750","1061962"
"2019-03","M","B","344","Russian Federation","13482856","10647031"
"2019-03","M","B","402","Argentina","1791861","1407790"
"2019-03","M","B","410","Brazil","17751959","7303175"
"2019-03","M","B","412","Chile","7727013","3500237"
"2019-03","M","B","429","Mexico","3302076","10070976"
"2019-03","M","B","432","Panama","8291","1467885"
"2019-03","M","B","501","Canada","7596112","8476792"
"2019-03","M","B","502","United States of America","28451401","91107085"
"2019-03","M","B","600","Oceania","31251852","13107933"
"2019-03","M","B","601","Australia","26900060","11002780"
"2019-03","M","B","609","New Zealand","3144038","1270848"
"2019-03","M","B","703","Association of Southeast Asian Nations (ASEAN)","59679275","77413644"
"2019-03","M","B","704","European Union（EU）","64757496","97794996"
"2019-03","M","B","705","APEC","301260454","345032309"
"2019-04","M","A","000","World","179647719","193481260"
"2019-04","M","A","100","Asia","98811972","95248202"
"2019-04","M","A","110","China, Hong Kong","770643","21878023"
"2019-04","M","A","111","India","1719694","5343143"
"2019-04","M","A","112","Indonesia","2699804","3535446"
"2019-04","M","A","113","Iran (Islamic Republic of)","2188391","1000762"
"2019-04","M","A","114","Iraq","1653312","762137"
"2019-04","M","A","115","Israel","335577","737180"
"2019-04","M","A","116","Japan","15539523","10270908"
"2019-04","M","A","121","China, Macao","5226","237643"
"2019-04","M","A","122","Malaysia","5673702","4142454"
"2019-04","M","A","126","Oman","1817015","246846"
"2019-04","M","A","127","Pakistan","207712","1276161"
"2019-04","M","A","129","Philippines","1824405","3248985"
"2019-04","M","A","131","Saudi Arabia","4484446","2225335"
"2019-04","M","A","132","Singapore","3548373","4091058"
"2019-04","M","A","133","Republic of Korea","15831337","9348205"
"2019-04","M","A","136","Thailand","4183712","3198810"
"2019-04","M","A","137","Turkey","269995","1395830"
"2019-04","M","A","138","United Arab Emirates","1163149","2736690"
"2019-04","M","A","141","Viet Nam","4339275","7772770"
"2019-04","M","A","143","China,Taiwan","13512143","4266144"
"2019-04","M","A","145","Kazakhstan","797099","1030779"
"2019-04","M","A","200","Africa","8963247","9331069"
"2019-04","M","A","202","Angola","2291567","197357"
"2019-04","M","A","236","Nigeria","209818","1367612"
"2019-04","M","A","244","South Africa","2880257","1403057"
"2019-04","M","A","300","Europe","33491247","39067723"
"2019-04","M","A","301","Belgium","604078","1466281"
"2019-04","M","A","302","Denmark","339158","561431"
"2019-04","M","A","303","United Kingdom","2027950","4611104"
"2019-04","M","A","304","Germany","9123688","6458271"
"2019-04","M","A","305","France","2471061","2530124"
"2019-04","M","A","306","Ireland","1269975","313625"
"2019-04","M","A","307","Italy","1896116","2680911"
"2019-04","M","A","309","Netherlands","1079458","5954865"
"2019-04","M","A","310","Greece","70178","585233"
"2019-04","M","A","311","Portugal","187415","353787"
"2019-04","M","A","312","Spain","787670","2181854"
"2019-04","M","A","315","Austria","652379","246099"
"2019-04","M","A","318","Finland","390147","261557"
"2019-04","M","A","321","Hungary","327865","482876"
"2019-04","M","A","326","Norway","275816","221174"
"2019-04","M","A","327","Poland","326529","1682363"
"2019-04","M","A","330","Sweden","836510","723571"
"2019-04","M","A","331","Switzerland","3453519","369052"
"2019-04","M","A","344","Russian Federation","5191049","3716660"
"2019-04","M","A","402","Argentina","289240","574007"
"2019-04","M","A","410","Brazil","6731222","2635562"
"2019-04","M","A","412","Chile","2261238","1113531"
"2019-04","M","A","429","Mexico","1137181","3620911"
"2019-04","M","A","432","Panama","3596","542643"
"2019-04","M","A","501","Canada","2700754","2699976"
"2019-04","M","A","502","United States of America","10339016","31356430"
"2019-04","M","A","600","Oceania","11557465","4013437"
"2019-04","M","A","601","Australia","9860368","3322154"
"2019-04","M","A","609","New Zealand","1205107","427962"
"2019-04","M","A","703","Association of Southeast Asian Nations (ASEAN)","23173884","27745277"
"2019-04","M","A","704","European Union（EU）","23774181","33765134"
"2019-04","M","A","705","APEC","113353077","118799687"
"2019-04","M","B","000","World","655207462","744599088"
"2019-04","M","B","100","Asia","355788879","364715383"
"2019-04","M","B","110","China, Hong Kong","3034115","82159544"
"2019-04","M","B","111","India","6180178","22516842"
"2019-04","M","B","112","Indonesia","10497648","13747055"
"2019-04","M","B","113","Iran (Islamic Republic of)","6018357","2841762"
"2019-04","M","B","114","Iraq","6740910","2637310"
"2019-04","M","B","115","Israel","1202322","2896961"
"2019-04","M","B","116","Japan","54438292","45501360"
"2019-04","M","B","121","China, Macao","18454","956523"
"2019-04","M","B","122","Malaysia","20743919","15456965"
"2019-04","M","B","126","Oman","5844606","906601"
"2019-04","M","B","127","Pakistan","720284","4764268"
"2019-04","M","B","129","Philippines","6168260","11678914"
"2019-04","M","B","131","Saudi Arabia","17270484","6992028"
"2019-04","M","B","132","Singapore","11590199","16639233"
"2019-04","M","B","133","Republic of Korea","56646209","35458292"
"2019-04","M","B","136","Thailand","14554288","13065991"
"2019-04","M","B","137","Turkey","1097895","5188169"
"2019-04","M","B","138","United Arab Emirates","5289254","9862135"
"2019-04","M","B","141","Viet Nam","16169388","27786316"
"2019-04","M","B","143","China,Taiwan","51517421","16437744"
"2019-04","M","B","145","Kazakhstan","2738594","2996223"
"2019-04","M","B","200","Africa","32753568","33289754"
"2019-04","M","B","202","Angola","8399420","575728"
"2019-04","M","B","236","Nigeria","950309","4472575"
"2019-04","M","B","244","South Africa","8849726","5069256"
"2019-04","M","B","300","Europe","120805023","151918357"
"2019-04","M","B","301","Belgium","2198423","5611860"
"2019-04","M","B","302","Denmark","1439838","2116816"
"2019-04","M","B","303","United Kingdom","7429537","18677604"
"2019-04","M","B","304","Germany","34002928","25592201"
"2019-04","M","B","305","France","10523105","9910705"
"2019-04","M","B","306","Ireland","4788024","1047830"
"2019-04","M","B","307","Italy","6741272","10245875"
"2019-04","M","B","309","Netherlands","3684610","21855389"
"2019-04","M","B","310","Greece","200439","2286736"
"2019-04","M","B","311","Portugal","733552","1384073"
"2019-04","M","B","312","Spain","2716538","8127407"
"2019-04","M","B","315","Austria","2363091","954146"
"2019-04","M","B","318","Finland","1412624","956344"
"2019-04","M","B","321","Hungary","1161933","2068836"
"2019-04","M","B","326","Norway","1136313","908606"
"2019-04","M","B","327","Poland","1204468","6904722"
"2019-04","M","B","330","Sweden","3126946","2831715"
"2019-04","M","B","331","Switzerland","10127051","1430103"
"2019-04","M","B","344","Russian Federation","18806993","14365187"
"2019-04","M","B","402","Argentina","2078498","1981792"
"2019-04","M","B","410","Brazil","24418941","9938220"
"2019-04","M","B","412","Chile","9982655","4615057"
"2019-04","M","B","429","Mexico","4438895","13690332"
"2019-04","M","B","432","Panama","11894","2007996"
"2019-04","M","B","501","Canada","10296944","11165692"
"2019-04","M","B","502","United States of America","38781292","122442909"
"2019-04","M","B","600","Oceania","42841955","17114014"
"2019-04","M","B","601","Australia","36796473","14322732"
"2019-04","M","B","609","New Zealand","4348412","1697717"
"2019-04","M","B","703","Association of Southeast Asian Nations (ASEAN)","82878810","105090926"
"2019-04","M","B","704","European Union（EU）","88537874","131518217"
"2019-04","M","B","705","APEC","414645939","463296517"
"2019-05","M","A","000","World","172187571","213845417"
"2019-05","M","A","100","Asia","93172170","103774111"
"2019-05","M","A","110","China, Hong Kong","710069","23723789"
"2019-05","M","A","111","India","1521702","6656142"
"2019-05","M","A","112","Indonesia","2832993","3105197"
"2019-05","M","A","113","Iran (Islamic Republic of)","1147353","896470"
"2019-05","M","A","114","Iraq","2289496","901411"
"2019-05","M","A","115","Israel","395044","852664"
"2019-05","M","A","116","Japan","13176426","11930400"
"2019-05","M","A","121","China, Macao","3406","222117"
"2019-05","M","A","122","Malaysia","6251895","4443365"
"2019-05","M","A","126","Oman","2054987","252013"
"2019-05","M","A","127","Pakistan","156861","1546680"
"2019-05","M","A","129","Philippines","1693469","3408654"
"2019-05","M","A","131","Saudi Arabia","3661033","2128332"
"2019-05","M","A","132","Singapore","2623919","3833208"
"2019-05","M","A","133","Republic of Korea","14763042","10031248"
"2019-05","M","A","136","Thailand","3821058","4026904"
"2019-05","M","A","137","Turkey","266021","1601056"
"2019-05","M","A","138","United Arab Emirates","1038932","2897099"
"2019-05","M","A","141","Viet Nam","4660315","8635018"
"2019-05","M","A","143","China,Taiwan","14088627","4628161"
"2019-05","M","A","145","Kazakhstan","951893","1015379"
"2019-05","M","A","200","Africa","8387466","10282047"
"2019-05","M","A","202","Angola","2030561","170339"
"2019-05","M","A","236","Nigeria","53211","1569291"
"2019-05","M","A","244","South Africa","2169838","1426931"
"2019-05","M","A","300","Europe","32862969","41201375"
"2019-05","M","A","301","Belgium","520772","1622505"
"2019-05","M","A","302","Denmark","376176","597369"
"2019-05","M","A","303","United Kingdom","2126336","4735113"
"2019-05","M","A","304","Germany","9318667","6594068"
"2019-05","M","A","305","France","2920552","2962029"
"2019-05","M","A","306","Ireland","1131914","270072"
"2019-05","M","A","307","Italy","1872398","3262989"
"2019-05","M","A","309","Netherlands","928652","5808733"
"2019-05","M","A","310","Greece","67618","719200"
"2019-05","M","A","311","Portugal","194898","360520"
"2019-05","M","A","312","Spain","745015","2429957"
"2019-05","M","A","315","Austria","650884","259881"
"2019-05","M","A","318","Finland","397106","253260"
"2019-05","M","A","321","Hungary","306809","524614"
"2019-05","M","A","326","Norway","285206","245763"
"2019-05","M","A","327","Poland","343846","1897301"
"2019-05","M","A","330","Sweden","773529","768511"
"2019-05","M","A","331","Switzerland","1821652","308662"
"2019-05","M","A","344","Russian Federation","5349369","3795134"
"2019-05","M","A","402","Argentina","306696","687200"
"2019-05","M","A","410","Brazil","6633077","2994236"
"2019-05","M","A","412","Chile","1851768","1249370"
"2019-05","M","A","429","Mexico","1127508","3902490"
"2019-05","M","A","432","Panama","2800","607132"
"2019-05","M","A","501","Canada","2543370","3153815"
"2019-05","M","A","502","United States of America","10787137","37688269"
"2019-05","M","A","600","Oceania","11270024","4793346"
"2019-05","M","A","601","Australia","9794362","3933537"
"2019-05","M","A","609","New Zealand","1197032","427671"
"2019-05","M","A","703","Association of Southeast Asian Nations (ASEAN)","22833465","29565436"
"2019-05","M","A","704","European Union（EU）","24341228","35692514"
"2019-05","M","A","705","APEC","109401258","132780030"
"2019-05","M","B","000","World","827869079","958341376"
"2019-05","M","B","100","Asia","449031551","468435100"
"2019-05","M","B","110","China, Hong Kong","3743215","105829752"
"2019-05","M","B","111","India","7697698","29169805"
"2019-05","M","B","112","Indonesia","13337764","16855595"
"2019-05","M","B","113","Iran (Islamic Republic of)","7167535","3737738"
"2019-05","M","B","114","Iraq","9035475","3538231"
"2019-05","M","B","115","Israel","1597385","3749533"
"2019-05","M","B","116","Japan","67619345","57425143"
"2019-05","M","B","121","China, Macao","21858","1184420"
"2019-05","M","B","122","Malaysia","26999389","19899436"
"2019-05","M","B","126","Oman","7929718","1158662"
"2019-05","M","B","127","Pakistan","876961","6310417"
"2019-05","M","B","129","Philippines","7860362","15086980"
"2019-05","M","B","131","Saudi Arabia","20926069","9110359"
"2019-05","M","B","132","Singapore","14214993","20483566"
"2019-05","M","B","133","Republic of Korea","71407266","45486348"
"2019-05","M","B","136","Thailand","18375430","17091900"
"2019-05","M","B","137","Turkey","1364588","6788128"
"2019-05","M","B","138","United Arab Emirates","6342641","12758641"
"2019-05","M","B","141","Viet Nam","20834564","36431880"
"2019-05","M","B","143","China,Taiwan","65605912","21064646"
"2019-05","M","B","145","Kazakhstan","3690340","4011385"
"2019-05","M","B","200","Africa","41191451","43567269"
"2019-05","M","B","202","Angola","10459032","746067"
"2019-05","M","B","236","Nigeria","1004051","6042170"
"2019-05","M","B","244","South Africa","11026124","6495740"
"2019-05","M","B","300","Europe","153812232","193091424"
"2019-05","M","B","301","Belgium","2719589","7233741"
"2019-05","M","B","302","Denmark","1814303","2714168"
"2019-05","M","B","303","United Kingdom","9559903","23404932"
"2019-05","M","B","304","Germany","43319337","32182112"
"2019-05","M","B","305","France","13449635","12871674"
"2019-05","M","B","306","Ireland","5920101","1317902"
"2019-05","M","B","307","Italy","8614029","13507630"
"2019-05","M","B","309","Netherlands","4614455","27656657"
"2019-05","M","B","310","Greece","268057","3005906"
"2019-05","M","B","311","Portugal","928964","1744597"
"2019-05","M","B","312","Spain","3461370","10555625"
"2019-05","M","B","315","Austria","3013982","1214021"
"2019-05","M","B","318","Finland","1809294","1209343"
"2019-05","M","B","321","Hungary","1465351","2593443"
"2019-05","M","B","326","Norway","1422271","1154389"
"2019-05","M","B","327","Poland","1547807","8801432"
"2019-05","M","B","330","Sweden","3900554","3599910"
"2019-05","M","B","331","Switzerland","11947952","1738788"
"2019-05","M","B","344","Russian Federation","24305455","18157693"
"2019-05","M","B","402","Argentina","2386205","2669119"
"2019-05","M","B","410","Brazil","31198142","12929646"
"2019-05","M","B","412","Chile","11853706","5864188"
"2019-05","M","B","429","Mexico","5566363","17592091"
"2019-05","M","B","432","Panama","14694","2615123"
"2019-05","M","B","501","Canada","12841561","14317847"
"2019-05","M","B","502","United States of America","49567762","160122849"
"2019-05","M","B","600","Oceania","54177769","21905740"
"2019-05","M","B","601","Australia","46669064","18255996"
"2019-05","M","B","609","New Zealand","5545309","2124336"
"2019-05","M","B","703","Association of Southeast Asian Nations (ASEAN)","105727432","134678744"
"2019-05","M","B","704","European Union（EU）","112883129","167184601"
"2019-05","M","B","705","APEC","524304582","596019118"
"2019-06","M","A","000","World","161859791","212835863"
"2019-06","M","B","000","World","989994816","1171153002"
"2019-06","M","A","100","Asia","89574966","102219643"
"2019-06","M","B","100","Asia","538638987","570648755"
"2019-06","M","A","110","China, Hong Kong","849267","23319160"
"2019-06","M","B","110","China, Hong Kong","4591827","129158471"
"2019-06","M","A","111","India","1230989","6635820"
"2019-06","M","B","111","India","8923772","35804015"
"2019-06","M","A","112","Indonesia","2537487","3769285"
"2019-06","M","B","112","Indonesia","15849467","20628110"
"2019-06","M","A","113","Iran (Islamic Republic of)","960197","815703"
"2019-06","M","B","113","Iran (Islamic Republic of)","8131173","4552699"
"2019-06","M","A","114","Iraq","1766588","811429"
"2019-06","M","B","114","Iraq","10806525","4349910"
"2019-06","M","A","115","Israel","434008","796312"
"2019-06","M","B","115","Israel","2032235","4545778"
"2019-06","M","A","116","Japan","14002763","12130573"
"2019-06","M","B","116","Japan","81609855","69534485"
"2019-06","M","A","121","China, Macao","4402","280555"
"2019-06","M","B","121","China, Macao","26260","1465072"
"2019-06","M","A","122","Malaysia","6002530","4449065"
"2019-06","M","B","122","Malaysia","33003935","24346741"
"2019-06","M","A","126","Oman","1257826","267200"
"2019-06","M","B","126","Oman","9200597","1426062"
"2019-06","M","A","127","Pakistan","135820","1265599"
"2019-06","M","B","127","Pakistan","1012307","7576068"
"2019-06","M","A","129","Philippines","1653322","3309230"
"2019-06","M","B","129","Philippines","9515702","18401490"
"2019-06","M","A","131","Saudi Arabia","4941108","2158346"
"2019-06","M","B","131","Saudi Arabia","25864997","11269276"
"2019-06","M","A","132","Singapore","2442513","4314992"
"2019-06","M","B","132","Singapore","16655691","24802909"
"2019-06","M","A","133","Republic of Korea","13151460","9578951"
"2019-06","M","B","133","Republic of Korea","84546823","55068711"
"2019-06","M","A","136","Thailand","3609827","3860061"
"2019-06","M","B","136","Thailand","21986069","20951174"
"2019-06","M","A","137","Turkey","312688","1343270"
"2019-06","M","B","137","Turkey","1677534","8131576"
"2019-06","M","A","138","United Arab Emirates","977107","2560855"
"2019-06","M","B","138","United Arab Emirates","7341575","15319101"
"2019-06","M","A","141","Viet Nam","4506622","8152714"
"2019-06","M","B","141","Viet Nam","25346537","44581017"
"2019-06","M","A","143","China,Taiwan","13442233","4365841"
"2019-06","M","B","143","China,Taiwan","79054850","25428217"
"2019-06","M","A","145","Kazakhstan","760868","1062641"
"2019-06","M","B","145","Kazakhstan","4451164","5073722"
"2019-06","M","A","200","Africa","7792724","9292926"
"2019-06","M","B","200","Africa","49000585","52860009"
"2019-06","M","A","202","Angola","2355943","189711"
"2019-06","M","B","202","Angola","12853821","935845"
"2019-06","M","A","236","Nigeria","153678","1479347"
"2019-06","M","B","236","Nigeria","1157790","7521580"
"2019-06","M","A","244","South Africa","1728893","1264569"
"2019-06","M","B","244","South Africa","12770351","7760426"
"2019-06","M","A","300","Europe","30103370","41877998"
"2019-06","M","B","300","Europe","183961136","234960535"
"2019-06","M","A","301","Belgium","504106","1595693"
"2019-06","M","B","301","Belgium","3223630","8829595"
"2019-06","M","A","302","Denmark","368603","556301"
"2019-06","M","B","302","Denmark","2183017","3270106"
"2019-06","M","A","303","United Kingdom","1847035","5001862"
"2019-06","M","B","303","United Kingdom","11405403","28406574"
"2019-06","M","A","304","Germany","8516683","6612510"
"2019-06","M","B","304","Germany","51840504","38794876"
"2019-06","M","A","305","France","2510628","2792233"
"2019-06","M","B","305","France","15959703","15663319"
"2019-06","M","A","306","Ireland","1121637","291033"
"2019-06","M","B","306","Ireland","7042121","1608878"
"2019-06","M","A","307","Italy","1720900","2851568"
"2019-06","M","B","307","Italy","10317898","16357509"
"2019-06","M","A","309","Netherlands","764614","5927088"
"2019-06","M","B","309","Netherlands","5378539","33583204"
"2019-06","M","A","310","Greece","57987","805722"
"2019-06","M","B","310","Greece","325863","3811693"
"2019-06","M","A","311","Portugal","190135","413481"
"2019-06","M","B","311","Portugal","1119885","2158147"
"2019-06","M","A","312","Spain","668428","2332969"
"2019-06","M","B","312","Spain","4128619","12887974"
"2019-06","M","A","315","Austria","684618","242668"
"2019-06","M","B","315","Austria","3698831","1456650"
"2019-06","M","A","318","Finland","424182","289138"
"2019-06","M","B","318","Finland","2233361","1498600"
"2019-06","M","A","321","Hungary","286973","505033"
"2019-06","M","B","321","Hungary","1753509","3098467"
"2019-06","M","A","326","Norway","248312","747183"
"2019-06","M","B","326","Norway","1670542","1901604"
"2019-06","M","A","327","Poland","337273","2198443"
"2019-06","M","B","327","Poland","1884455","10999673"
"2019-06","M","A","330","Sweden","700125","708799"
"2019-06","M","B","330","Sweden","4600607","4308721"
"2019-06","M","A","331","Switzerland","1447847","353938"
"2019-06","M","B","331","Switzerland","13396032","2092726"
"2019-06","M","A","344","Russian Federation","5278550","3986712"
"2019-06","M","B","344","Russian Federation","29633974","22138943"
"2019-06","M","A","402","Argentina","427839","656528"
"2019-06","M","B","402","Argentina","2814046","3325670"
"2019-06","M","A","410","Brazil","5235875","2715547"
"2019-06","M","B","410","Brazil","36483156","15644067"
"2019-06","M","A","412","Chile","1855327","1201492"
"2019-06","M","B","412","Chile","13716941","7065681"
"2019-06","M","A","429","Mexico","1095118","3629590"
"2019-06","M","B","429","Mexico","6660156","21217469"
"2019-06","M","A","432","Panama","4694","706791"
"2019-06","M","B","432","Panama","19389","3322022"
"2019-06","M","A","501","Canada","2426936","3196045"
"2019-06","M","B","501","Canada","15264957","17513785"
"2019-06","M","A","502","United States of America","9359298","39283348"
"2019-06","M","B","502","United States of America","58923490","199403269"
"2019-06","M","A","600","Oceania","11298246","4713215"
"2019-06","M","B","600","Oceania","65595461","26618015"
"2019-06","M","A","601","Australia","9859577","3839064"
"2019-06","M","B","601","Australia","56651832","22094075"
"2019-06","M","A","609","New Zealand","1074395","467899"
"2019-06","M","B","609","New Zealand","6620388","2592240"
"2019-06","M","A","703","Association of Southeast Asian Nations (ASEAN)","21624694","29835113"
"2019-06","M","B","703","Association of Southeast Asian Nations (ASEAN)","127334468","164520093"
"2019-06","M","A","704","European Union（EU）","22287264","35655736"
"2019-06","M","B","704","European Union（EU）","135155955","202836777"
"2019-06","M","A","705","APEC","104547791","133685272"
"2019-06","M","B","705","APEC","628993625","729687181"
"2019-07","M","A","000","World","176940637","221553908"
"2019-07","M","B","000","World","1167386535","1392637735"
"2019-07","M","A","100","Asia","96666756","104851590"
"2019-07","M","B","100","Asia","635291048","675454765"
"2019-07","M","A","110","China, Hong Kong","705921","23036662"
"2019-07","M","B","110","China, Hong Kong","5288757","152183246"
"2019-07","M","A","111","India","1450182","7110607"
"2019-07","M","B","111","India","10376164","42906448"
"2019-07","M","A","112","Indonesia","3047249","4150045"
"2019-07","M","B","112","Indonesia","18900648","24775021"
"2019-07","M","A","113","Iran (Islamic Republic of)","1027045","925458"
"2019-07","M","B","113","Iran (Islamic Republic of)","9167726","5478311"
"2019-07","M","A","114","Iraq","1931625","1028427"
"2019-07","M","B","114","Iraq","12737804","5378398"
"2019-07","M","A","115","Israel","567299","911048"
"2019-07","M","B","115","Israel","2599591","5456698"
"2019-07","M","A","116","Japan","14594818","12079175"
"2019-07","M","B","116","Japan","96194705","81595155"
"2019-07","M","A","121","China, Macao","6558","245403"
"2019-07","M","B","121","China, Macao","32818","1712310"
"2019-07","M","A","122","Malaysia","6149451","4446000"
"2019-07","M","B","122","Malaysia","39151963","28789759"
"2019-07","M","A","126","Oman","1373146","288583"
"2019-07","M","B","126","Oman","10577386","1714499"
"2019-07","M","A","127","Pakistan","114359","1333302"
"2019-07","M","B","127","Pakistan","1127525","8908318"
"2019-07","M","A","129","Philippines","1826897","3591682"
"2019-07","M","B","129","Philippines","11342773","21998767"
"2019-07","M","A","131","Saudi Arabia","4481091","2303610"
"2019-07","M","B","131","Saudi Arabia","30331135","13572540"
"2019-07","M","A","132","Singapore","2906920","4197091"
"2019-07","M","B","132","Singapore","19549474","29002912"
"2019-07","M","A","133","Republic of Korea","14476091","9564003"
"2019-07","M","B","133","Republic of Korea","99002338","64629337"
"2019-07","M","A","136","Thailand","3946036","3984706"
"2019-07","M","B","136","Thailand","25931547","24933732"
"2019-07","M","A","137","Turkey","308732","1450409"
"2019-07","M","B","137","Turkey","1984826","9582005"
"2019-07","M","A","138","United Arab Emirates","1222867","2894904"
"2019-07","M","B","138","United Arab Emirates","8563717","18216469"
"2019-07","M","A","141","Viet Nam","5027659","8239551"
"2019-07","M","B","141","Viet Nam","30372859","52818461"
"2019-07","M","A","143","China,Taiwan","14832177","4784730"
"2019-07","M","B","143","China,Taiwan","93903038","30211021"
"2019-07","M","A","145","Kazakhstan","734683","1159257"
"2019-07","M","B","145","Kazakhstan","5189228","6233409"
"2019-07","M","A","200","Africa","8521911","10459876"
"2019-07","M","B","200","Africa","57591810","63315853"
"2019-07","M","A","202","Angola","1957759","175629"
"2019-07","M","B","202","Angola","14843939","1111495"
"2019-07","M","A","236","Nigeria","204709","1653690"
"2019-07","M","B","236","Nigeria","1356866","9174464"
"2019-07","M","A","244","South Africa","2622307","1570049"
"2019-07","M","B","244","South Africa","15394422","9330061"
"2019-07","M","A","300","Europe","30815467","44778928"
