"Staper","Fresgn","Datasgn","Nationsgn","Nationnm_en","Eftm0201","Eftm0202"
"2004-11","M","B","331","Switzerland","3289090","1324340"
"2004-11","M","B","703","Association of Southeast Asian Nations (ASEAN)","56966990","38017320"
"2004-11","M","B","132","Singapore","12624830","11281400"
"2004-11","M","B","502","United States of America","40638850","112124470"
"2004-11","M","B","303","United Kingdom","4301990","13483240"
"2004-11","M","B","145","Kazakhstan","2124480","1823870"
"2004-11","M","B","113","Iran (Islamic Republic of)","4085520","2249650"
"2004-11","M","B","136","Thailand","10372120","5056840"
"2004-11","M","B","122","Malaysia","16571170","7235230"
"2004-11","M","B","704","European Union（EU）","63420720","95869880"
"2004-11","M","B","429","Mexico","1965150","4465450"
"2004-11","M","B","312","Spain","1619880","4843040"
"2004-11","M","B","116","Japan","85619350","65876190"
"2004-11","M","B","310","Greece","77830","1234060"
"2004-11","M","B","304","Germany","27562820","21332340"
"2004-11","M","B","307","Italy","5819590","8275490"
"2004-11","M","B","327","Poland","412380","1660270"
"2004-11","M","B","112","Indonesia","6563190","5516770"
"2004-11","M","B","344","Russian Federation","11157410","8176950"
"2004-11","M","B","306","Ireland","1057320","1856080"
"2004-11","M","B","330","Sweden","3043020","1683720"
"2004-11","M","B","121","China, Macao","198360","1473100"
"2004-11","M","B","137","Turkey","559220","2547000"
"2004-11","M","B","246","Sudan","1500640","735850"
"2004-11","M","B","127","Pakistan","544350","2179460"
"2004-11","M","B","110","China, Hong Kong","10579000","89294170"
"2004-11","M","B","432","Panama","12490","1898670"
"2004-11","M","A","114","Iraq","5700","9150"
"2004-11","M","A","126","Oman","475720","14130"
"2004-11","M","A","311","Portugal","21210","59560"
"2004-11","M","A","326","Norway","135000","85180"
"2004-11","M","A","609","New Zealand","109020","102480"
"2004-11","M","A","246","Sudan","170200","115740"
"2004-11","M","A","310","Greece","6730","118540"
"2004-11","M","A","327","Poland","48870","121490"
"2004-11","M","A","331","Switzerland","332000","123430"
"2004-11","M","A","115","Israel","91030","126990"
"2004-11","M","A","121","China, Macao","17890","141900"
"2004-11","M","A","330","Sweden","240100","165070"
"2004-11","M","A","236","Nigeria","67100","167980"
"2004-11","M","A","432","Panama","2210","205460"
"2004-11","M","A","306","Ireland","106030","219060"
"2004-11","M","A","137","Turkey","32470","227640"
"2004-11","M","A","113","Iran (Islamic Republic of)","476670","241880"
"2004-11","M","A","321","Hungary","25910","245580"
"2004-11","M","A","127","Pakistan","50710","277930"
"2004-11","M","A","131","Saudi Arabia","726670","283950"
"2004-11","M","A","145","Kazakhstan","203560","301480"
"2004-11","M","A","129","Philippines","943600","421150"
"2004-11","M","A","141","Viet Nam","148270","515590"
"2004-11","M","A","429","Mexico","165190","536930"
"2004-11","M","A","312","Spain","138990","540510"
"2004-11","M","A","112","Indonesia","689710","553150"
"2004-11","M","A","138","United Arab Emirates","114990","653570"
"2004-11","M","A","136","Thailand","1028020","661270"
"2004-11","M","A","111","India","652380","665690"
"2004-11","M","A","122","Malaysia","1676510","828760"
"2004-11","M","A","307","Italy","558650","850330"
"2004-11","M","A","344","Russian Federation","1036570","1183640"
"2004-11","M","A","132","Singapore","1395440","1327540"
"2004-11","M","A","303","United Kingdom","409830","1547180"
"2004-11","M","A","400","Latin America","1720940","1837680"
"2004-11","M","A","309","Netherlands","224100","2083460"
"2004-11","M","A","304","Germany","2528500","2722810"
"2004-11","M","A","133","Republic of Korea","5861620","2918060"
"2004-11","M","A","703","Association of Southeast Asian Nations (ASEAN)","5926200","4444570"
"2004-11","M","A","116","Japan","8195390","7473950"
"2004-11","M","A","110","China, Hong Kong","1106830","10177270"
"2004-11","M","A","704","European Union（EU）","5905880","11278410"
"2004-11","M","A","502","United States of America","3851100","12384630"
"2004-11","M","B","244","South Africa","2711140","2669720"
"2004-11","M","A","244","South Africa","258910","299760"
"2004-11","M","B","500","Northern America","47376440","119625460"
"2004-11","M","A","500","Northern America","4479470","13177520"
"2004-12","M","A","200","Africa","1691250","1400640"
"2004-12","M","B","200","Africa","15645980","13815630"
"2004-12","M","A","600","Oceania","1298480","969490"
"2004-12","M","B","600","Oceania","13333770","10170570"
"2004-12","M","A","202","Angola","652600","17140"
"2004-12","M","B","202","Angola","4717340","193530"
"2004-12","M","A","402","Argentina","157220","96240"
"2004-12","M","B","402","Argentina","3254900","852330"
"2004-12","M","A","601","Australia","1157050","848470"
"2004-12","M","B","601","Australia","11552520","8838320"
"2004-12","M","A","315","Austria","134270","69460"
"2004-12","M","B","315","Austria","1510890","780590"
"2004-12","M","A","301","Belgium","350320","606160"
"2004-12","M","B","301","Belgium","3519890","5860280"
"2004-12","M","A","410","Brazil","726380","333880"
"2004-12","M","B","410","Brazil","8684130","3674850"
"2004-12","M","A","501","Canada","635380","771920"
"2004-12","M","B","501","Canada","7353910","8162470"
"2004-12","M","A","100","Asia","34976380","32931910"
"2004-12","M","B","100","Asia","369526850","295500500"
"2004-12","M","A","300","Europe","8275790","12961630"
"2004-12","M","B","300","Europe","89040580","122402470"
"2004-12","M","A","412","Chile","377230","160120"
"2004-12","M","B","412","Chile","3676280","1688520"
"2004-12","M","A","143","China,Taiwan","5921950","1528660"
"2004-12","M","B","143","China,Taiwan","64778590","13545230"
"2004-12","M","A","302","Denmark","135560","195580"
"2004-12","M","B","302","Denmark","1205940","1946380"
"2004-12","M","A","318","Finland","407840","235530"
"2004-12","M","B","318","Finland","3021300","2494960"
"2004-12","M","A","305","France","748410","1007330"
"2004-12","M","B","305","France","7663200","9922100"
"2004-12","M","B","114","Iraq","320250","149550"
"2004-12","M","B","126","Oman","4278490","111130"
"2004-12","M","B","236","Nigeria","463220","1719510"
"2004-12","M","B","111","India","7677430","5926670"
"2004-12","M","B","141","Viet Nam","2481960","4260840"
"2004-12","M","B","138","United Arab Emirates","1304480","6841640"
"2004-12","M","B","326","Norway","1397800","1028660"
"2004-12","M","B","321","Hungary","475590","2651660"
"2004-12","M","B","309","Netherlands","2969440","18519150"
"2004-12","M","B","400","Latin America","21784980","18242050"
"2004-12","M","B","131","Saudi Arabia","7524080","2775590"
"2004-12","M","B","311","Portugal","280900","588400"
"2004-12","M","B","133","Republic of Korea","62249790","27818420"
"2004-12","M","B","129","Philippines","9058900","4268930"
"2004-12","M","B","609","New Zealand","1413270","1077270"
"2004-12","M","B","115","Israel","943030","1541990"
"2004-12","M","B","113","Iran (Islamic Republic of)","4491550","2554710"
"2004-12","M","B","327","Poland","487270","1843610"
"2004-12","M","B","331","Switzerland","3621370","1505770"
"2004-12","M","B","132","Singapore","13996630","12687290"
"2004-12","M","B","303","United Kingdom","4760960","14968280"
"2004-12","M","B","703","Association of Southeast Asian Nations (ASEAN)","62977650","42902130"
"2004-12","M","B","145","Kazakhstan","2286290","2211940"
"2004-12","M","B","502","United States of America","44678580","124947660"
"2004-12","M","B","136","Thailand","11541640","5801570"
"2004-12","M","B","122","Malaysia","18174350","8086770"
"2004-12","M","B","704","European Union（EU）","70124470","107162490"
"2004-12","M","B","312","Spain","1746030","5477060"
"2004-12","M","B","429","Mexico","2139820","4972870"
"2004-12","M","B","116","Japan","94372070","73514290"
"2004-12","M","B","307","Italy","6451130","9225320"
"2004-12","M","B","112","Indonesia","7223640","6256870"
"2004-12","M","B","304","Germany","30368400","23755910"
"2004-12","M","B","306","Ireland","1188100","2140070"
"2004-12","M","B","344","Russian Federation","12129460","9102500"
"2004-12","M","B","330","Sweden","3339340","1860010"
"2004-12","M","B","246","Sudan","1705880","815900"
"2004-12","M","B","121","China, Macao","215760","1611900"
"2004-12","M","B","310","Greece","86420","1380500"
"2004-12","M","B","137","Turkey","591400","2822070"
"2004-12","M","B","110","China, Hong Kong","11800390","100878020"
"2004-12","M","B","127","Pakistan","594840","2466430"
"2004-12","M","B","432","Panama","14920","2186880"
"2004-12","M","A","126","Oman","481510","12720"
"2004-12","M","A","114","Iraq","40","26100"
"2004-12","M","A","311","Portugal","20370","62990"
"2004-12","M","A","246","Sudan","205240","80050"
"2004-12","M","A","326","Norway","161790","105660"
"2004-12","M","A","609","New Zealand","102780","109150"
"2004-12","M","A","115","Israel","93880","136290"
"2004-12","M","A","121","China, Macao","17400","138800"
"2004-12","M","A","310","Greece","8590","146440"
"2004-12","M","A","330","Sweden","296320","176290"
"2004-12","M","A","331","Switzerland","332280","181430"
"2004-12","M","A","327","Poland","74890","183340"
"2004-12","M","A","236","Nigeria","46000","200230"
"2004-12","M","A","321","Hungary","35820","248640"
"2004-12","M","A","137","Turkey","32180","275070"
"2004-12","M","A","306","Ireland","130780","283990"
"2004-12","M","A","127","Pakistan","50490","286970"
"2004-12","M","A","432","Panama","2430","288210"
"2004-12","M","A","113","Iran (Islamic Republic of)","406030","305060"
"2004-12","M","A","131","Saudi Arabia","903950","308130"
"2004-12","M","A","145","Kazakhstan","161810","388070"
"2004-12","M","A","129","Philippines","934560","405880"
"2004-12","M","A","429","Mexico","174670","507420"
"2004-12","M","A","141","Viet Nam","220700","532700"
"2004-12","M","A","312","Spain","126150","634020"
"2004-12","M","A","111","India","743460","697410"
"2004-12","M","A","112","Indonesia","660450","740100"
"2004-12","M","A","136","Thailand","1169520","744730"
"2004-12","M","A","138","United Arab Emirates","167360","765010"
"2004-12","M","A","122","Malaysia","1603180","851540"
"2004-12","M","A","344","Russian Federation","972050","925550"
"2004-12","M","A","307","Italy","631540","949830"
"2004-12","M","A","132","Singapore","1371800","1405890"
"2004-12","M","A","303","United Kingdom","458970","1485040"
"2004-12","M","A","400","Latin America","1733250","1886510"
"2004-12","M","A","309","Netherlands","249530","2286830"
"2004-12","M","A","304","Germany","2805580","2423570"
"2004-12","M","A","133","Republic of Korea","5652860","3062160"
"2004-12","M","A","703","Association of Southeast Asian Nations (ASEAN)","6010660","4884810"
"2004-12","M","A","116","Japan","8752720","7638100"
"2004-12","M","A","704","European Union（EU）","6703750","11292610"
"2004-12","M","A","110","China, Hong Kong","1221390","11583850"
"2004-12","M","A","502","United States of America","4039730","12823190"
"2004-12","M","B","244","South Africa","2960120","2952320"
"2004-12","M","A","244","South Africa","248980","282600"
"2004-12","M","B","500","Northern America","52053090","133237410"
"2004-12","M","A","500","Northern America","4676650","13611950"
"2005-01","M","A","000","World","44253524","50725754"
"2005-01","M","B","000","World","44253524","50725754"
"2005-01","M","A","200","Africa","1013516","1254366"
"2005-01","M","B","200","Africa","1013516","1254366"
"2005-01","M","A","600","Oceania","1274261","926817"
"2005-01","M","B","600","Oceania","1274261","926817"
"2005-01","M","A","202","Angola","276801","25069"
"2005-01","M","B","202","Angola","276801","25069"
"2005-01","M","A","402","Argentina","203880","62880"
"2005-01","M","B","402","Argentina","203880","62880"
"2005-01","M","A","601","Australia","1106490","789650"
"2005-01","M","B","601","Australia","1106490","789650"
"2005-01","M","A","315","Austria","107350","71023"
"2005-01","M","B","315","Austria","107350","71023"
"2005-01","M","A","301","Belgium","292255","635478"
"2005-01","M","B","301","Belgium","292255","635478"
"2005-01","M","A","410","Brazil","622122","293494"
"2005-01","M","B","410","Brazil","622122","293494"
"2005-01","M","A","501","Canada","584332","785485"
"2005-01","M","B","501","Canada","584332","785485"
"2005-01","M","A","100","Asia","29399396","23535496"
"2005-01","M","B","100","Asia","29399396","23535496"
"2005-01","M","A","300","Europe","6761072","11851541"
"2005-01","M","B","300","Europe","6761072","11851541"
"2005-01","M","A","412","Chile","435738","157550"
"2005-01","M","B","412","Chile","435738","157550"
"2005-01","M","A","143","China,Taiwan","5068926","1141884"
"2005-01","M","B","143","China,Taiwan","5068926","1141884"
"2005-01","M","A","302","Denmark","86279","257816"
"2005-01","M","B","302","Denmark","86279","257816"
"2005-01","M","A","318","Finland","231943","249995"
"2005-01","M","B","318","Finland","231943","249995"
"2005-01","M","A","305","France","602795","886332"
"2005-01","M","B","305","France","602795","886332"
"2005-01","M","B","114","Iraq","102711","55975"
"2005-01","M","B","609","New Zealand","128409","97942"
"2005-01","M","B","246","Sudan","195109","66710"
"2005-01","M","B","145","Kazakhstan","288879","159606"
"2005-01","M","B","309","Netherlands","263514","1957395"
"2005-01","M","B","129","Philippines","757888","332216"
"2005-01","M","B","131","Saudi Arabia","605921","229048"
"2005-01","M","B","400","Latin America","1743208","1520320"
"2005-01","M","B","310","Greece","9720","152183"
"2005-01","M","B","115","Israel","85518","133090"
"2005-01","M","B","303","United Kingdom","373954","1319699"
"2005-01","M","B","138","United Arab Emirates","142432","607855"
"2005-01","M","B","111","India","765302","604507"
"2005-01","M","B","132","Singapore","1254664","1039430"
"2005-01","M","B","331","Switzerland","276098","172745"
"2005-01","M","B","112","Indonesia","582884","584436"
"2005-01","M","B","121","China, Macao","14078","108881"
"2005-01","M","B","703","Association of Southeast Asian Nations (ASEAN)","5200101","3594299"
"2005-01","M","B","110","China, Hong Kong","932665","7019180"
"2005-01","M","B","133","Republic of Korea","5190525","2578132"
"2005-01","M","B","116","Japan","6892792","5944434"
"2005-01","M","B","705","APEC","33321219","33982002"
"2005-01","M","B","306","Ireland","124901","243767"
"2005-01","M","B","127","Pakistan","55826","196411"
"2005-01","M","B","122","Malaysia","1454711","694724"
"2005-01","M","B","136","Thailand","933585","493134"
"2005-01","M","B","344","Russian Federation","970109","681096"
"2005-01","M","B","704","European Union（EU）","5370403","10515702"
"2005-01","M","B","307","Italy","501412","890412"
"2005-01","M","B","312","Spain","117080","638199"
"2005-01","M","B","304","Germany","2296320","2243725"
"2005-01","M","B","330","Sweden","240285","200257"
"2005-01","M","B","432","Panama","2191","198652"
"2005-01","M","B","502","United States of America","3473546","10850085"
"2005-01","M","B","141","Viet Nam","190366","356809"
"2005-01","M","B","311","Portugal","17432","62222"
"2005-01","M","B","113","Iran (Islamic Republic of)","367931","258943"
"2005-01","M","B","429","Mexico","138234","388798"
"2005-01","M","B","327","Poland","26713","191213"
"2005-01","M","B","137","Turkey","39794","260647"
"2005-01","M","B","326","Norway","66341","129214"
"2005-01","M","B","321","Hungary","15123","186163"
"2005-01","M","B","126","Oman","141553","9543"
"2005-01","M","B","236","Nigeria","1099","149627"
"2005-01","M","A","126","Oman","141553","9543"
"2005-01","M","A","114","Iraq","102711","55975"
"2005-01","M","A","311","Portugal","17432","62222"
"2005-01","M","A","246","Sudan","195109","66710"
"2005-01","M","A","609","New Zealand","128409","97942"
"2005-01","M","A","121","China, Macao","14078","108881"
"2005-01","M","A","326","Norway","66341","129214"
"2005-01","M","A","115","Israel","85518","133090"
"2005-01","M","A","236","Nigeria","1099","149627"
"2005-01","M","A","310","Greece","9720","152183"
"2005-01","M","A","145","Kazakhstan","288879","159606"
"2005-01","M","A","331","Switzerland","276098","172745"
"2005-01","M","A","321","Hungary","15123","186163"
"2005-01","M","A","327","Poland","26713","191213"
"2005-01","M","A","127","Pakistan","55826","196411"
"2005-01","M","A","432","Panama","2191","198652"
"2005-01","M","A","330","Sweden","240285","200257"
"2005-01","M","A","131","Saudi Arabia","605921","229048"
"2005-01","M","A","306","Ireland","124901","243767"
"2005-01","M","A","113","Iran (Islamic Republic of)","367931","258943"
"2005-01","M","A","137","Turkey","39794","260647"
"2005-01","M","A","129","Philippines","757888","332216"
"2005-01","M","A","141","Viet Nam","190366","356809"
"2005-01","M","A","429","Mexico","138234","388798"
"2005-01","M","A","136","Thailand","933585","493134"
"2005-01","M","A","112","Indonesia","582884","584436"
"2005-01","M","A","111","India","765302","604507"
"2005-01","M","A","138","United Arab Emirates","142432","607855"
"2005-01","M","A","312","Spain","117080","638199"
"2005-01","M","A","344","Russian Federation","970109","681096"
"2005-01","M","A","122","Malaysia","1454711","694724"
"2005-01","M","A","307","Italy","501412","890412"
"2005-01","M","A","132","Singapore","1254664","1039430"
"2005-01","M","A","303","United Kingdom","373954","1319699"
"2005-01","M","A","400","Latin America","1743208","1520320"
"2005-01","M","A","309","Netherlands","263514","1957395"
"2005-01","M","A","304","Germany","2296320","2243725"
"2005-01","M","A","133","Republic of Korea","5190525","2578132"
"2005-01","M","A","703","Association of Southeast Asian Nations (ASEAN)","5200101","3594299"
"2005-01","M","A","116","Japan","6892792","5944434"
"2005-01","M","A","110","China, Hong Kong","932665","7019180"
"2005-01","M","A","704","European Union（EU）","5370403","10515702"
"2005-01","M","A","502","United States of America","3473546","10850085"
"2005-01","M","A","705","APEC","33321219","33982002"
"2005-01","M","A","244","South Africa","226484","282033"
"2005-01","M","B","244","South Africa","226484","282033"
"2005-01","M","B","500","Northern America","4061473","11637214"
"2005-01","M","A","500","Northern America","4061473","11637214"
"2005-02","M","A","000","World","39895939","44279863"
"2005-02","M","B","000","World","84149462","95005617"
"2005-02","M","A","200","Africa","1495727","1007826"
"2005-02","M","B","200","Africa","2509243","2262192"
"2005-02","M","A","600","Oceania","975358","772428"
"2005-02","M","B","600","Oceania","2249618","1699245"
"2005-02","M","A","202","Angola","516497","17341"
"2005-02","M","B","202","Angola","793298","42410"
"2005-02","M","A","402","Argentina","98948","69397"
"2005-02","M","B","402","Argentina","302827","132277"
"2005-02","M","A","601","Australia","853847","647127"
"2005-02","M","B","601","Australia","1960337","1436776"
"2005-02","M","A","315","Austria","112811","57613"
"2005-02","M","B","315","Austria","220161","128636"
"2005-02","M","A","301","Belgium","231743","568718"
"2005-02","M","B","301","Belgium","523997","1204196"
"2005-02","M","A","410","Brazil","474348","296775"
"2005-02","M","B","410","Brazil","1096470","590269"
"2005-02","M","A","501","Canada","491739","680089"
"2005-02","M","B","501","Canada","1076071","1465574"
"2005-02","M","A","100","Asia","26867815","20881196"
"2005-02","M","B","100","Asia","56267211","44416692"
"2005-02","M","A","300","Europe","5535028","10439662"
"2005-02","M","B","300","Europe","12296099","22291203"
"2005-02","M","A","412","Chile","308126","126900"
"2005-02","M","B","412","Chile","743865","284450"
"2005-02","M","A","143","China,Taiwan","4314508","953916"
"2005-02","M","B","143","China,Taiwan","9383433","2095800"
"2005-02","M","A","302","Denmark","74200","162470"
"2005-02","M","B","302","Denmark","160479","420287"
"2005-02","M","A","318","Finland","141028","219844"
"2005-02","M","B","318","Finland","372971","469839"
"2005-02","M","A","305","France","489278","791899"
"2005-02","M","B","305","France","1092074","1678231"
"2005-02","M","B","114","Iraq","102742","63487"
"2005-02","M","B","236","Nigeria","140269","273235"
"2005-02","M","B","131","Saudi Arabia","1489945","392970"
"2005-02","M","B","138","United Arab Emirates","273183","1042013"
"2005-02","M","B","306","Ireland","224724","454830"
"2005-02","M","B","129","Philippines","1529467","598512"
"2005-02","M","B","432","Panama","3384","342278"
"2005-02","M","B","309","Netherlands","434336","3665673"
"2005-02","M","B","111","India","1541518","1105323"
"2005-02","M","B","327","Poland","73929","373568"
"2005-02","M","B","303","United Kingdom","681282","2455446"
"2005-02","M","B","400","Latin America","3190156","2829566"
"2005-02","M","B","145","Kazakhstan","542770","301474"
"2005-02","M","B","132","Singapore","2262250","1926228"
"2005-02","M","B","133","Republic of Korea","10042026","4513043"
"2005-02","M","B","112","Indonesia","1163324","1121302"
"2005-02","M","B","703","Association of Southeast Asian Nations (ASEAN)","9847298","6753625"
"2005-02","M","B","115","Israel","144480","271412"
"2005-02","M","B","113","Iran (Islamic Republic of)","840826","517948"
"2005-02","M","B","307","Italy","955219","1767285"
"2005-02","M","B","344","Russian Federation","1875430","1251209"
"2005-02","M","B","311","Portugal","38532","119482"
"2005-02","M","B","136","Thailand","1832325","1017332"
"2005-02","M","B","122","Malaysia","2681261","1277880"
"2005-02","M","B","705","APEC","63038157","63765650"
"2005-02","M","B","609","New Zealand","208583","174864"
"2005-02","M","B","110","China, Hong Kong","1665864","13830296"
"2005-02","M","B","246","Sudan","349228","129907"
"2005-02","M","B","331","Switzerland","517330","295717"
"2005-02","M","B","127","Pakistan","98402","360067"
"2005-02","M","B","116","Japan","13215683","11311713"
"2005-02","M","B","704","European Union（EU）","9632339","19911678"
"2005-02","M","B","304","Germany","4020157","4340265"
"2005-02","M","B","141","Viet Nam","331747","641205"
"2005-02","M","B","310","Greece","15776","303081"
"2005-02","M","B","121","China, Macao","23590","164770"
"2005-02","M","B","502","United States of America","6554337","20021230"
"2005-02","M","B","330","Sweden","460422","359188"
"2005-02","M","B","429","Mexico","272291","709318"
"2005-02","M","B","312","Spain","212228","1181118"
"2005-02","M","B","126","Oman","446739","20210"
"2005-02","M","B","137","Turkey","69597","505448"
"2005-02","M","B","326","Norway","110429","205244"
"2005-02","M","B","321","Hungary","30211","368793"
"2005-02","M","A","114","Iraq","31","7511"
"2005-02","M","A","126","Oman","305187","10667"
"2005-02","M","A","121","China, Macao","9512","55889"
"2005-02","M","A","311","Portugal","21100","57261"
"2005-02","M","A","246","Sudan","154120","63197"
"2005-02","M","A","326","Norway","44088","76030"
"2005-02","M","A","609","New Zealand","80173","76922"
"2005-02","M","A","331","Switzerland","241233","122972"
"2005-02","M","A","236","Nigeria","139170","123608"
"2005-02","M","A","115","Israel","58962","138323"
"2005-02","M","A","145","Kazakhstan","253890","141868"
"2005-02","M","A","432","Panama","1193","143626"
"2005-02","M","A","310","Greece","6056","150899"
"2005-02","M","A","330","Sweden","220136","158931"
"2005-02","M","A","127","Pakistan","42576","163656"
"2005-02","M","A","131","Saudi Arabia","884024","163921"
"2005-02","M","A","327","Poland","47216","182355"
"2005-02","M","A","321","Hungary","15089","182631"
"2005-02","M","A","306","Ireland","99822","211063"
"2005-02","M","A","137","Turkey","29803","244802"
"2005-02","M","A","113","Iran (Islamic Republic of)","472895","259005"
"2005-02","M","A","129","Philippines","771579","266296"
"2005-02","M","A","141","Viet Nam","141381","284396"
"2005-02","M","A","429","Mexico","134057","320520"
"2005-02","M","A","138","United Arab Emirates","130751","434157"
"2005-02","M","A","111","India","776215","500816"
"2005-02","M","A","136","Thailand","898740","524199"
"2005-02","M","A","112","Indonesia","580440","536865"
"2005-02","M","A","312","Spain","95148","542919"
"2005-02","M","A","344","Russian Federation","905321","570114"
"2005-02","M","A","122","Malaysia","1226550","583156"
"2005-02","M","A","307","Italy","453806","876873"
"2005-02","M","A","132","Singapore","1007586","886798"
"2005-02","M","A","303","United Kingdom","307328","1135746"
"2005-02","M","A","400","Latin America","1446948","1309246"
"2005-02","M","A","309","Netherlands","170822","1708277"
"2005-02","M","A","133","Republic of Korea","4851501","1934911"
"2005-02","M","A","304","Germany","1723837","2096540"
"2005-02","M","A","703","Association of Southeast Asian Nations (ASEAN)","4647197","3159326"
"2005-02","M","A","116","Japan","6322891","5367280"
"2005-02","M","A","110","China, Hong Kong","733199","6811116"
"2005-02","M","A","502","United States of America","3080792","9171145"
"2005-02","M","A","704","European Union（EU）","4261935","9395976"
"2005-02","M","A","705","APEC","29716939","29783647"
"2005-02","M","A","244","South Africa","236397","215061"
"2005-02","M","B","244","South Africa","462881","497094"
"2005-02","M","B","500","Northern America","7635342","21506719"
"2005-02","M","A","500","Northern America","3573869","9869505"
"2005-03","M","A","000","World","55214273","60847660"
"2005-03","M","B","000","World","139363735","155853277"
"2005-03","M","A","200","Africa","1483173","1344814"
"2005-03","M","B","200","Africa","3992416","3607006"
"2005-03","M","A","600","Oceania","1452916","1009329"
"2005-03","M","B","600","Oceania","3702534","2708574"
"2005-03","M","A","202","Angola","330825","16747"
"2005-03","M","B","202","Angola","1124123","59157"
"2005-03","M","A","402","Argentina","119940","83981"
"2005-03","M","B","402","Argentina","422767","216257"
"2005-03","M","A","601","Australia","1290734","893907"
"2005-03","M","B","601","Australia","3251071","2330684"
"2005-03","M","A","315","Austria","127891","78760"
"2005-03","M","B","315","Austria","348052","207397"
"2005-03","M","A","301","Belgium","329047","641531"
"2005-03","M","B","301","Belgium","853045","1845727"
"2005-03","M","A","410","Brazil","603213","339824"
"2005-03","M","B","410","Brazil","1699683","930093"
"2005-03","M","A","501","Canada","719738","840122"
"2005-03","M","B","501","Canada","1795810","2305696"
"2005-03","M","A","100","Asia","36890123","30873630"
"2005-03","M","B","100","Asia","93157333","75290322"
"2005-03","M","A","300","Europe","8394607","12665240"
"2005-03","M","B","300","Europe","20690707","34956443"
"2005-03","M","A","412","Chile","304555","141752"
"2005-03","M","B","412","Chile","1048419","426203"
"2005-03","M","A","143","China,Taiwan","6033825","1536676"
"2005-03","M","B","143","China,Taiwan","15417258","3632476"
"2005-03","M","A","302","Denmark","108846","192771"
"2005-03","M","B","302","Denmark","269325","613058"
"2005-03","M","A","318","Finland","276979","263214"
"2005-03","M","B","318","Finland","649950","733053"
"2005-03","M","A","305","France","635372","898531"
"2005-03","M","B","305","France","1727446","2576762"
"2005-03","M","B","138","United Arab Emirates","584320","1689466"
"2005-03","M","B","114","Iraq","102920","77394"
"2005-03","M","B","131","Saudi Arabia","2477316","633437"
"2005-03","M","B","306","Ireland","374784","698378"
"2005-03","M","B","432","Panama","4356","524470"
"2005-03","M","B","129","Philippines","2534454","993010"
"2005-03","M","B","111","India","2717813","1737900"
"2005-03","M","B","115","Israel","232263","422246"
"2005-03","M","B","309","Netherlands","692833","5803372"
"2005-03","M","B","112","Indonesia","1888339","1868475"
"2005-03","M","B","400","Latin America","4919638","4453838"
"2005-03","M","B","133","Republic of Korea","16594510","7742516"
"2005-03","M","B","344","Russian Federation","3272443","2131714"
"2005-03","M","B","132","Singapore","3588078","3226943"
"2005-03","M","B","303","United Kingdom","1172935","3834808"
"2005-03","M","B","327","Poland","125436","558740"
"2005-03","M","B","703","Association of Southeast Asian Nations (ASEAN)","16036018","11431076"
"2005-03","M","B","307","Italy","1575273","2754545"
"2005-03","M","B","110","China, Hong Kong","2830551","23845210"
"2005-03","M","B","705","APEC","104486179","106832490"
"2005-03","M","B","246","Sudan","610752","231120"
"2005-03","M","B","136","Thailand","2951635","1837732"
"2005-03","M","B","113","Iran (Islamic Republic of)","1255370","721905"
"2005-03","M","B","122","Malaysia","4349168","2054346"
"2005-03","M","B","609","New Zealand","341226","279239"
"2005-03","M","B","127","Pakistan","156459","564535"
"2005-03","M","B","145","Kazakhstan","749727","530734"
"2005-03","M","B","116","Japan","22010672","19208601"
"2005-03","M","B","331","Switzerland","861458","427828"
"2005-03","M","B","704","European Union（EU）","16039430","31144736"
"2005-03","M","B","141","Viet Nam","597181","1145720"
"2005-03","M","B","312","Spain","392122","1814283"
"2005-03","M","B","502","United States of America","11095896","32508325"
"2005-03","M","B","311","Portugal","69762","178497"
"2005-03","M","B","310","Greece","21824","507881"
"2005-03","M","B","304","Germany","6770171","6854292"
"2005-03","M","B","121","China, Macao","40700","261193"
"2005-03","M","B","236","Nigeria","141566","440931"
"2005-03","M","B","429","Mexico","480274","1154578"
"2005-03","M","B","330","Sweden","743979","539363"
"2005-03","M","B","126","Oman","833245","37597"
"2005-03","M","B","326","Norway","233551","289597"
"2005-03","M","B","137","Turkey","111159","831499"
"2005-03","M","B","321","Hungary","52640","614896"
"2005-03","M","A","114","Iraq","178","13907"
"2005-03","M","A","126","Oman","386506","17388"
"2005-03","M","A","311","Portugal","31230","59015"
"2005-03","M","A","326","Norway","123122","84354"
"2005-03","M","A","121","China, Macao","17111","96422"
"2005-03","M","A","246","Sudan","261524","101213"
"2005-03","M","A","609","New Zealand","132643","104375"
"2005-03","M","A","331","Switzerland","344128","132111"
"2005-03","M","A","115","Israel","87783","150833"
"2005-03","M","A","236","Nigeria","1297","167696"
"2005-03","M","A","330","Sweden","283558","180175"
"2005-03","M","A","432","Panama","972","182192"
"2005-03","M","A","327","Poland","51506","185172"
"2005-03","M","A","113","Iran (Islamic Republic of)","414544","203957"
"2005-03","M","A","127","Pakistan","58057","204468"
"2005-03","M","A","310","Greece","6048","204799"
"2005-03","M","A","145","Kazakhstan","206957","229260"
"2005-03","M","A","131","Saudi Arabia","987371","240468"
"2005-03","M","A","306","Ireland","150060","243548"
"2005-03","M","A","321","Hungary","22428","246102"
"2005-03","M","A","137","Turkey","41562","326051"
"2005-03","M","A","129","Philippines","1004987","394498"
