CRE_Cmect,,,,,,,
年度标识,AreaID,县域名称,隶属城市,隶属省份,土地面积,年末总人口,地区生产总值
2010,20404814,中山区,大连市,辽宁省,,,5078619.00
2010,20404815,西岗区,大连市,辽宁省,,,2399437.00
2010,20404816,沙河口区,大连市,辽宁省,,,2680215.00
2010,20404826,铁东区,鞍山市,辽宁省,,,3096816.00
2010,20404827,铁西区,鞍山市,辽宁省,,,1901778.00
2010,20404828,立山区,鞍山市,辽宁省,,,2376005.00
2010,20404636,新抚区,抚顺市,辽宁省,,,1200823.00
2010,20404637,东洲区,抚顺市,辽宁省,,,1586033.00
2010,20404638,望花区,抚顺市,辽宁省,,,1288091.00
2010,20404653,元宝区,丹东市,辽宁省,,,377034.00
2010,20404654,振兴区,丹东市,辽宁省,,,1452913.00
2010,20404661,古塔区,锦州市,辽宁省,,,1246017.00
2010,20404662,凌河区,锦州市,辽宁省,,,721052.00
2010,20404670,站前区,营口市,辽宁省,,,830123.00
2010,20404671,西市区,营口市,辽宁省,,,520410.00
2010,20404687,白塔区,辽阳市,辽宁省,,,827041.00
2010,20404688,文圣区,辽阳市,辽宁省,,,551399.00
2010,20404689,宏伟区,辽阳市,辽宁省,,,1391904.00
2010,20404215,苏家屯区,沈阳市,辽宁省,,,2384406.00
2010,20404216,浑南区,沈阳市,辽宁省,,,3451457.00
2010,20404217,沈北新区,沈阳市,辽宁省,,,3742614.00
2010,20404218,于洪区,沈阳市,辽宁省,,,3248585.00
2010,20404817,甘井子区,大连市,辽宁省,,,7084607.00
2010,20404818,旅顺口区,大连市,辽宁省,,,1800835.00
2010,20404819,金州区,大连市,辽宁省,,,11004248.00
2010,20404829,千山区,鞍山市,辽宁省,,,2081782.00
2010,20404639,顺城区,抚顺市,辽宁省,,,1381984.00
2010,20404645,平山区,本溪市,辽宁省,,,1435187.00
2010,20404646,溪湖区,本溪市,辽宁省,,,954006.00
2010,20404647,明山区,本溪市,辽宁省,,,1064232.00
2010,20404648,南芬区,本溪市,辽宁省,,,360200.00
2010,20404655,振安区,丹东市,辽宁省,,,563116.00
2010,20404663,太和区,锦州市,辽宁省,,,835624.00
2010,20404672,鲅鱼圈区,营口市,辽宁省,,,4000053.00
2010,20404673,老边区,营口市,辽宁省,,,2000698.00
2010,20404678,海州区,阜新市,辽宁省,,,405836.00
2010,20404679,新邱区,阜新市,辽宁省,,,165366.00
2010,20404680,太平区,阜新市,辽宁省,,,226356.00
2010,20404681,清河门区,阜新市,辽宁省,,,132654.00
2010,20404682,细河区,阜新市,辽宁省,,,243872.00
2010,20404690,弓长岭区,辽阳市,辽宁省,,,522497.00
2010,20404691,太子河区,辽阳市,辽宁省,,,487974.00
2010,20404696,双台子区,盘锦市,辽宁省,,,914709.00
2010,20404697,兴隆台区,盘锦市,辽宁省,,,2340432.00
2010,20404702,银州区,铁岭市,辽宁省,,,699106.00
2010,20404703,清河区,铁岭市,辽宁省,,,608441.00
2010,20404835,双塔区,朝阳市,辽宁省,,,1077673.00
2010,20404836,龙城区,朝阳市,辽宁省,,,444126.00
2010,20404844,连山区,葫芦岛市,辽宁省,,,1561599.00
2010,20404845,龙港区,葫芦岛市,辽宁省,,,563456.00
2010,20404846,南票区,葫芦岛市,辽宁省,,,156486.00
2010,20404363,新城区,呼和浩特市,内蒙古自治区,,,3884080.00
2010,20404364,回民区,呼和浩特市,内蒙古自治区,,,2321449.00
2010,20404365,玉泉区,呼和浩特市,内蒙古自治区,,,1837763.00
2010,20404366,赛罕区,呼和浩特市,内蒙古自治区,,,3140978.00
2010,20404374,东河区,包头市,内蒙古自治区,,,3359932.00
2010,20404375,昆都仑区,包头市,内蒙古自治区,,,7417253.00
2010,20404376,青山区,包头市,内蒙古自治区,,,5430318.00
2010,20404379,九原区,包头市,内蒙古自治区,,,1694204.00
2010,20404377,石拐区,包头市,内蒙古自治区,,,575887.00
2010,20404378,白云鄂博矿区,包头市,内蒙古自治区,,,207571.00
2010,20404424,海拉尔区,呼伦贝尔市,内蒙古自治区,,,1624152.00
2010,20404403,科尔沁区,通辽市,内蒙古自治区,,,4929921.00
2010,20404390,红山区,赤峰市,内蒙古自治区,,,1717847.00
2010,20404391,元宝山区,赤峰市,内蒙古自治区,,,1475536.00
2010,20404392,松山区,赤峰市,内蒙古自治区,,,1386403.00
2010,20404448,集宁区,乌兰察布市,内蒙古自治区,,,1050855.00
2010,20404413,东胜区,鄂尔多斯市,内蒙古自治区,,,6391633.00
2010,20404439,临河区,巴彦淖尔市,内蒙古自治区,,,1789072.00
2010,20404385,海勃湾区,乌海市,内蒙古自治区,,,1490871.00
2010,20404386,海南区,乌海市,内蒙古自治区,,,1224085.00
2010,20404387,乌达区,乌海市,内蒙古自治区,,,1201539.00
2010,20404481,东城区,市辖区,北京市,,,12235966.00
2010,20404482,西城区,市辖区,北京市,,,20577078.00
2010,20404483,朝阳区,市辖区,北京市,,,28041953.00
2010,20404484,丰台区,市辖区,北京市,,,7347851.00
2010,20404485,石景山区,市辖区,北京市,,,2954730.00
2010,20404486,海淀区,市辖区,北京市,,,27715845.00
2010,20404488,房山区,市辖区,北京市,,,3714842.00
2010,20404489,通州区,市辖区,北京市,,,3447776.00
2010,20404490,顺义区,市辖区,北京市,,,8678748.00
2010,20404491,昌平区,市辖区,北京市,,,3998766.00
2010,20404492,大兴区,市辖区,北京市,,,3119047.00
2010,20404487,门头沟区,市辖区,北京市,,,864259.00
2010,20404493,怀柔区,市辖区,北京市,,,1479615.00
2010,20404494,平谷区,市辖区,北京市,,,1179473.00
2010,20404496,密云县,县,北京市,,,1414572.00
2010,20404497,延庆县,县,北京市,,,676695.00
2010,20404500,和平区,市辖区,天津市,,,5044900.00
2010,20404719,津南区,市辖区,天津市,,,2906900.00
2010,20404718,西青区,市辖区,天津市,,,5263500.00
2010,20404501,河东区,市辖区,天津市,,,2321100.00
2010,20404502,河西区,市辖区,天津市,,,5150500.00
2010,20404503,南开区,市辖区,天津市,,,3500500.00
2010,20404504,河北区,市辖区,天津市,,,3451800.00
2010,20404506,红桥区,市辖区,天津市,,,1146800.00
2010,20404717,东丽区,市辖区,天津市,,,5401400.00
2010,20404720,北辰区,市辖区,天津市,,,4641300.00
2010,20404721,武清区,市辖区,天津市,,,3411700.00
2010,20404725,宁河县,县,天津市,,,1692800.00
2010,20404722,宝坻区,市辖区,天津市,,,2418200.00
2010,20404726,静海县,县,天津市,,,2782600.00
2010,20404727,蓟县,县,天津市,,,2154700.00
2011,20404712,井陉县,石家庄市,河北省,1381.00,329000.00,1201654.00
2011,20404713,正定县,石家庄市,河北省,468.00,475000.00,1980979.00
2011,20404714,栾城区,石家庄市,河北省,320.00,327000.00,1446088.00
2011,20404715,行唐县,石家庄市,河北省,1025.00,450000.00,1095571.00
2011,20404716,灵寿县,石家庄市,河北省,1066.00,335000.00,727978.00
2011,20404735,高邑县,石家庄市,河北省,222.00,192000.00,545686.00
2011,20404507,深泽县,石家庄市,河北省,296.00,258000.00,677857.00
2011,20404508,赞皇县,石家庄市,河北省,1210.00,262000.00,701028.00
2011,20404509,无极县,石家庄市,河北省,524.00,517000.00,1321149.00
2011,20404510,平山县,石家庄市,河北省,2648.00,485000.00,1927428.00
2011,20404611,元氏县,石家庄市,河北省,676.00,427000.00,1278985.00
2011,20404612,赵县,石家庄市,河北省,674.00,588000.00,1627153.00
2011,20404613,辛集市,石家庄市,河北省,951.00,627000.00,3181873.00
2011,20404614,藁城区,石家庄市,河北省,813.00,798000.00,3905029.00
2011,20404615,晋州市,石家庄市,河北省,619.00,543000.00,1779161.00
2011,20404616,新乐市,石家庄市,河北省,524.00,500000.00,1431748.00
2011,20404617,鹿泉区,石家庄市,河北省,603.00,391000.00,2614124.00
2011,20404626,滦县,唐山市,河北省,1027.00,554000.00,3173919.00
2011,20404627,滦南县,唐山市,河北省,1270.00,582000.00,2772046.00
2011,20404628,乐亭县,唐山市,河北省,1417.00,494000.00,2750203.00
2011,20404629,迁西县,唐山市,河北省,1439.00,385000.00,3666351.00
2011,20404630,玉田县,唐山市,河北省,1165.00,677000.00,2827628.00
2011,20404505,曹妃甸区,唐山市,河北省,788.00,144000.00,836142.00
2011,20404631,遵化市,唐山市,河北省,1509.00,732000.00,4852585.00
2011,20404632,迁安市,唐山市,河北省,1208.00,727000.00,8082032.00
2011,20404513,青龙满族自治县,秦皇岛市,河北省,3510.00,550000.00,1036314.00
2011,20404514,昌黎县,秦皇岛市,河北省,1212.00,559000.00,1607053.00
2011,20404515,抚宁县,秦皇岛市,河北省,1619.00,494000.00,1466938.00
2011,20404516,卢龙县,秦皇岛市,河北省,961.00,422000.00,856568.00
2011,20404523,邯郸县,邯郸市,河北省,463.00,379000.00,1835791.00
2011,20404524,临漳县,邯郸市,河北省,744.00,698000.00,922414.00
2011,20404525,成安县,邯郸市,河北省,482.00,432000.00,1038632.00
2011,20404526,大名县,邯郸市,河北省,1053.00,876000.00,1041664.00
2011,20404527,涉县,邯郸市,河北省,1509.00,406000.00,2366288.00
2011,20404528,磁县,邯郸市,河北省,1015.00,637000.00,2022545.00
2011,20404529,肥乡县,邯郸市,河北省,503.00,374000.00,648618.00
2011,20404530,永年县,邯郸市,河北省,898.00,1036000.00,2235099.00
2011,20404531,邱县,邯郸市,河北省,449.00,244000.00,542348.00
2011,20404532,鸡泽县,邯郸市,河北省,336.00,297000.00,658617.00
2011,20404533,广平县,邯郸市,河北省,320.00,286000.00,636205.00
2011,20404534,馆陶县,邯郸市,河北省,456.00,343000.00,728630.00
2011,20404535,魏县,邯郸市,河北省,864.00,953000.00,1100266.00
2011,20404536,曲周县,邯郸市,河北省,677.00,459000.00,979518.00
2011,20404537,武安市,邯郸市,河北省,1806.00,791000.00,5283003.00
2011,20404542,邢台县,邢台市,河北省,1848.00,335000.00,1126335.00
2011,20404543,临城县,邢台市,河北省,797.00,210000.00,514169.00
2011,20404544,内丘县,邢台市,河北省,788.00,277000.00,758913.00
2011,20404545,柏乡县,邢台市,河北省,268.00,198000.00,232360.00
2011,20404546,隆尧县,邢台市,河北省,749.00,525000.00,837285.00
2011,20404547,任县,邢台市,河北省,431.00,354000.00,294431.00
2011,20404548,南和县,邢台市,河北省,405.00,357000.00,317994.00
2011,20404549,宁晋县,邢台市,河北省,1032.00,747000.00,1470311.00
2011,20404550,巨鹿县,邢台市,河北省,631.00,397000.00,443101.00
2011,20404551,新河县,邢台市,河北省,366.00,172000.00,205412.00
2011,20404552,广宗县,邢台市,河北省,503.00,311000.00,305956.00
2011,20404553,平乡县,邢台市,河北省,406.00,329000.00,328297.00
2011,20404554,威县,邢台市,河北省,994.00,593000.00,441159.00
2011,20404555,清河县,邢台市,河北省,500.00,407000.00,986154.00
2011,20404556,临西县,邢台市,河北省,542.00,375000.00,479498.00
2011,20404557,南宫市,邢台市,河北省,861.00,476000.00,718846.00
2011,20404558,沙河市,邢台市,河北省,859.00,418000.00,1855614.00
2011,20404564,满城县,保定市,河北省,629.00,391000.00,737328.00
2011,20404565,清苑县,保定市,河北省,867.00,655000.00,927304.00
2011,20404566,涞水县,保定市,河北省,1658.00,352000.00,381630.00
2011,20404567,阜平县,保定市,河北省,2495.00,223000.00,258065.00
2011,20404568,徐水县,保定市,河北省,723.00,591000.00,1249740.00
2011,20404569,定兴县,保定市,河北省,714.00,583000.00,788508.00
2011,20404570,唐县,保定市,河北省,1417.00,583000.00,549147.00
2011,20404571,高阳县,保定市,河北省,497.00,338000.00,873295.00
2011,20404572,容城县,保定市,河北省,314.00,266000.00,487102.00
2011,20404573,涞源县,保定市,河北省,2448.00,282000.00,
2011,20404574,望都县,保定市,河北省,370.00,268000.00,435301.00
2011,20404575,安新县,保定市,河北省,724.00,444000.00,632468.00
2011,20404576,易县,保定市,河北省,2534.00,567000.00,760404.00
2011,20404577,曲阳县,保定市,河北省,1084.00,614000.00,530647.00
2011,20404578,蠡县,保定市,河北省,652.00,527000.00,706732.00
2011,20404579,顺平县,保定市,河北省,708.00,313000.00,371247.00
2011,20404580,博野县,保定市,河北省,331.00,269000.00,343747.00
2011,20404581,雄县,保定市,河北省,524.00,379000.00,690366.00
2011,20404582,涿州市,保定市,河北省,742.00,645000.00,1832070.00
2011,20404583,定州市,保定市,河北省,1274.00,1212000.00,2148144.00
2011,20404584,安国市,保定市,河北省,486.00,411000.00,836125.00
2011,20404585,高碑店市,保定市,河北省,618.00,560000.00,1084492.00
2011,20404592,宣化县,张家口市,河北省,2057.00,284000.00,619178.00
2011,20404593,张北县,张家口市,河北省,3863.00,365000.00,628400.00
2011,20404594,康保县,张家口市,河北省,3365.00,280000.00,328654.00
2011,20404595,沽源县,张家口市,河北省,3388.00,226000.00,280680.00
2011,20404596,尚义县,张家口市,河北省,2601.00,194000.00,259048.00
2011,20404597,蔚县,张家口市,河北省,3220.00,495000.00,803244.00
2011,20404598,阳原县,张家口市,河北省,1849.00,280000.00,463672.00
2011,20404599,怀安县,张家口市,河北省,1706.00,247000.00,512698.00
2011,20404600,万全县,张家口市,河北省,1162.00,228000.00,444067.00
2011,20404601,怀来县,张家口市,河北省,1801.00,354000.00,
2011,20404602,涿鹿县,张家口市,河北省,2802.00,349000.00,657538.00
2011,20404603,赤城县,张家口市,河北省,5287.00,296000.00,561215.00
2011,20404604,崇礼县,张家口市,河北省,2324.00,125000.00,305256.00
2011,20404451,承德县,承德市,河北省,3648.00,419000.00,957549.00
2011,20404452,兴隆县,承德市,河北省,3123.00,326000.00,730130.00
2011,20404453,平泉县,承德市,河北省,3296.00,475000.00,1031913.00
2011,20404454,滦平县,承德市,河北省,2993.00,318000.00,1115727.00
2011,20404455,隆化县,承德市,河北省,5475.00,439000.00,863668.00
2011,20404456,丰宁满族自治县,承德市,河北省,8765.00,399000.00,666050.00
2011,20404457,宽城满族自治县,承德市,河北省,1936.00,249000.00,2159217.00
2011,20404458,围场满族蒙古族自治县,承德市,河北省,9220.00,533000.00,717311.00
2011,20404267,沧县,沧州市,河北省,1520.00,692000.00,1857034.00
2011,20404268,青县,沧州市,河北省,968.00,414000.00,1323207.00
2011,20404269,东光县,沧州市,河北省,711.00,369000.00,1085333.00
2011,20404270,海兴县,沧州市,河北省,919.00,234000.00,269696.00
2011,20404271,盐山县,沧州市,河北省,795.00,458000.00,1075850.00
2011,20404272,肃宁县,沧州市,河北省,515.00,345000.00,1095107.00
2011,20404273,南皮县,沧州市,河北省,790.00,379000.00,678509.00
2011,20404274,吴桥县,沧州市,河北省,583.00,287000.00,555536.00
2011,20404275,献县,沧州市,河北省,1173.00,611000.00,1311306.00
2011,20404276,孟村回族自治县,沧州市,河北省,387.00,218000.00,640865.00
2011,20404277,泊头市,沧州市,河北省,1007.00,604000.00,1467348.00
2011,20404278,任丘市,沧州市,河北省,1012.00,833000.00,5085960.00
2011,20404279,黄骅市,沧州市,河北省,1545.00,458000.00,2000418.00
2011,20404280,河间市,沧州市,河北省,1333.00,817000.00,2017666.00
2011,20404285,固安县,廊坊市,河北省,697.00,439000.00,772993.00
2011,20404286,永清县,廊坊市,河北省,774.00,388000.00,720757.00
2011,20404287,香河县,廊坊市,河北省,458.00,326000.00,1172825.00
2011,20404288,大城县,廊坊市,河北省,910.00,488000.00,851926.00
2011,20404289,文安县,廊坊市,河北省,1038.00,496000.00,1373901.00
2011,20404290,大厂回族自治县,廊坊市,河北省,176.00,122000.00,629422.00
2011,20404291,霸州市,廊坊市,河北省,801.00,620000.00,2940908.00
2011,20404292,三河市,廊坊市,河北省,643.00,561000.00,3754564.00
2011,20404296,枣强县,衡水市,河北省,905.00,405000.00,716156.00
2011,20404297,武邑县,衡水市,河北省,832.00,330000.00,635346.00
2011,20404298,武强县,衡水市,河北省,443.00,219000.00,417711.00
2011,20404299,饶阳县,衡水市,河北省,572.00,291000.00,396062.00
2011,20404300,安平县,衡水市,河北省,496.00,329000.00,810320.00
2011,20404301,故城县,衡水市,河北省,941.00,515000.00,770421.00
2011,20404302,景县,衡水市,河北省,1188.00,540000.00,1112975.00
2011,20404303,阜城县,衡水市,河北省,695.00,356000.00,488329.00
2011,20404304,冀州市,衡水市,河北省,877.00,346000.00,741268.00
2011,20404305,深州市,衡水市,河北省,1245.00,569000.00,1091099.00
2011,20404315,清徐县,太原市,山西省,609.00,316000.00,1172622.00
2011,20404316,阳曲县,太原市,山西省,2059.00,148000.00,290596.00
2011,20404317,娄烦县,太原市,山西省,1276.00,127000.00,132054.00
2011,20404318,古交市,太原市,山西省,1584.00,223000.00,353806.00
2011,20404325,阳高县,大同市,山西省,1678.00,288000.00,199083.00
2011,20404326,天镇县,大同市,山西省,1635.00,219000.00,153382.00
2011,20404327,广灵县,大同市,山西省,1284.00,184000.00,147379.00
2011,20404328,灵丘县,大同市,山西省,2730.00,244000.00,321536.00
2011,20404329,浑源县,大同市,山西省,1966.00,359000.00,338814.18
2011,20404330,左云县,大同市,山西省,1314.00,150000.00,314204.00
2011,20404331,大同县,大同市,山西省,1498.00,183000.00,177844.00
2011,20404336,平定县,阳泉市,山西省,1361.00,316000.00,616575.00
2011,20404337,盂县,阳泉市,山西省,2523.00,300000.00,1166888.00
2011,20404463,长治县,长治市,山西省,483.00,340000.00,1509850.00
2011,20404464,襄垣县,长治市,山西省,1160.00,262000.00,2687678.00
2011,20404465,屯留县,长治市,山西省,1142.00,269000.00,922504.00
2011,20404466,平顺县,长治市,山西省,1550.00,155000.00,185570.00
2011,20404467,黎城县,长治市,山西省,1101.00,168000.00,277642.00
2011,20404468,壶关县,长治市,山西省,990.00,293000.00,317608.00
2011,20404469,长子县,长治市,山西省,1029.00,358000.00,804877.00
2011,20404470,武乡县,长治市,山西省,1610.00,208000.00,565371.00
2011,20404471,沁县,长治市,山西省,1297.00,175000.00,131858.00
2011,20404472,沁源县,长治市,山西省,2550.00,157000.00,935128.00
2011,20404473,潞城市,长治市,山西省,630.00,226000.00,910237.00
2011,20404477,沁水县,晋城市,山西省,2658.00,206000.00,1460588.00
2011,20404478,阳城县,晋城市,山西省,1917.00,384000.00,1398562.00
2011,20404244,陵川县,晋城市,山西省,1751.00,256000.00,277878.00
2011,20404245,泽州县,晋城市,山西省,2023.00,497000.00,1937395.00
2011,20404246,高平市,晋城市,山西省,946.00,479000.00,2084216.00
2011,20404251,山阴县,朔州市,山西省,1651.00,241000.00,1477174.00
2011,20404252,应县,朔州市,山西省,1708.00,310000.00,428382.00
2011,20404253,右玉县,朔州市,山西省,1967.00,114000.00,359465.00
2011,20404254,怀仁县,朔州市,山西省,1287.00,287000.00,1410791.00
2011,20404258,榆社县,晋中市,山西省,1700.00,142000.00,226520.00
2011,20404259,左权县,晋中市,山西省,2020.00,164000.00,293553.00
2011,20404260,和顺县,晋中市,山西省,2250.00,141000.00,354071.00
2011,20404261,昔阳县,晋中市,山西省,1946.00,236000.00,430822.00
2011,20404262,寿阳县,晋中市,山西省,2110.00,211000.00,950068.00
2011,20404263,太谷县,晋中市,山西省,1050.00,290000.00,568002.00
2011,20404264,祁县,晋中市,山西省,854.00,269000.00,491917.00
2011,20404265,平遥县,晋中市,山西省,1260.00,513000.00,831479.00
2011,20404144,灵石县,晋中市,山西省,1202.00,258000.00,1624279.00
2011,20404145,介休市,晋中市,山西省,744.00,410000.00,1388173.60
2011,20404149,临猗县,运城市,山西省,1339.00,554000.00,971644.00
2011,20404150,万荣县,运城市,山西省,1082.00,442000.00,424996.00
2011,20404151,闻喜县,运城市,山西省,1167.00,404000.00,1066592.00
2011,20404152,稷山县,运城市,山西省,686.00,349000.00,581149.00
2011,20404153,新绛县,运城市,山西省,593.00,327000.00,575676.00
2011,20404154,绛县,运城市,山西省,994.00,283000.00,458087.00
2011,20404155,垣曲县,运城市,山西省,1620.00,251000.00,325314.00
2011,20404156,夏县,运城市,山西省,1349.00,362000.00,319751.00
2011,20404157,平陆县,运城市,山西省,1174.00,248000.00,248585.00
2011,20404158,芮城县,运城市,山西省,1179.00,397000.00,614582.00
2011,20404159,永济市,运城市,山西省,1217.00,438000.00,1067904.00
2011,20404160,河津市,运城市,山西省,593.00,397000.00,2262939.00
2011,20404164,定襄县,忻州市,山西省,865.00,220000.00,378191.00
2011,20404165,五台县,忻州市,山西省,2865.00,301000.00,299502.00
2011,20404166,代县,忻州市,山西省,1729.00,220000.00,502508.00
2011,20404167,繁峙县,忻州市,山西省,2367.00,276000.00,530000.00
2011,20404168,宁武县,忻州市,山西省,1967.00,169000.00,338975.00
2011,20404169,静乐县,忻州市,山西省,2058.00,163000.00,169318.00
2011,20404170,神池县,忻州市,山西省,1472.00,107000.00,124520.00
2011,20404171,五寨县,忻州市,山西省,1391.00,116000.00,170354.26
2011,20404172,岢岚县,忻州市,山西省,1984.00,88000.00,123996.00
2011,20404173,河曲县,忻州市,山西省,1317.00,147000.00,536259.00
2011,20404174,保德县,忻州市,山西省,998.00,163000.00,614055.00
2011,20404225,偏关县,忻州市,山西省,1685.00,113000.00,205645.00
2011,20404226,原平市,忻州市,山西省,2571.00,490000.00,950466.00
2011,20404230,曲沃县,临汾市,山西省,437.00,237000.00,863420.00
2011,20404231,翼城县,临汾市,山西省,1149.00,319000.00,786306.00
2011,20404232,襄汾县,临汾市,山西省,1028.00,498000.00,1202850.00
2011,20404233,洪洞县,临汾市,山西省,1494.00,770000.00,1483607.24
2011,20404234,古县,临汾市,山西省,1191.00,92000.00,706318.00
2011,20404235,安泽县,临汾市,山西省,1959.00,85000.00,488968.00
2011,20404236,浮山县,临汾市,山西省,938.00,135000.00,314310.80
2011,20404237,吉县,临汾市,山西省,1780.00,111000.00,162155.70
2011,20404238,乡宁县,临汾市,山西省,2025.00,245000.00,727583.00
2011,20404239,大宁县,临汾市,山西省,963.00,70000.00,37951.85
2011,20404240,隰县,临汾市,山西省,1413.00,113000.00,89903.00
2011,20404241,永和县,临汾市,山西省,1213.00,69000.00,53505.54
2011,20404341,蒲县,临汾市,山西省,1509.00,111000.00,379743.00
2011,20404342,汾西县,临汾市,山西省,875.00,149000.00,160411.18
2011,20404343,侯马市,临汾市,山西省,221.00,246000.00,838987.59
2011,20404344,霍州市,临汾市,山西省,764.00,310000.00,780555.00
2011,20404348,文水县,吕梁市,山西省,1064.00,447000.00,559014.00
2011,20404349,交城县,吕梁市,山西省,1827.00,226000.00,709640.00
2011,20404350,兴县,吕梁市,山西省,3166.00,317000.00,561202.00
2011,20404351,临县,吕梁市,山西省,2977.00,643000.00,405807.00
2011,20404352,柳林县,吕梁市,山西省,1287.00,335000.00,2327672.00
2011,20404353,石楼县,吕梁市,山西省,1743.00,123000.00,64464.00
2011,20404354,岚县,吕梁市,山西省,1509.00,189000.00,127935.00
2011,20404355,方山县,吕梁市,山西省,1434.00,151000.00,262617.00
2011,20404356,中阳县,吕梁市,山西省,1441.00,153000.00,780333.00
2011,20404357,交口县,吕梁市,山西省,1258.00,123000.00,331289.00
2011,20404358,孝义市,吕梁市,山西省,946.00,482000.00,3300588.00
2011,20404359,汾阳市,吕梁市,山西省,1175.00,420000.00,1182095.00
2011,20404367,土默特左旗,呼和浩特市,内蒙古自治区,2712.00,367000.00,1833467.00
2011,20404368,托克托县,呼和浩特市,内蒙古自治区,1320.00,207000.00,2071804.00
2011,20404369,和林格尔县,呼和浩特市,内蒙古自治区,3401.00,200000.00,1455727.00
2011,20404370,清水河县,呼和浩特市,内蒙古自治区,2859.00,147000.00,492813.00
2011,20404371,武川县,呼和浩特市,内蒙古自治区,4787.00,176000.00,545630.00
2011,20404380,土默特右旗,包头市,内蒙古自治区,2368.00,366000.00,2335020.00
2011,20404381,固阳县,包头市,内蒙古自治区,5025.00,213000.00,896497.00
2011,20404382,达尔罕茂明安联合旗,包头市,内蒙古自治区,17410.00,114000.00,1469555.00
2011,20404393,阿鲁科尔沁旗,赤峰市,内蒙古自治区,13240.00,300000.00,739889.00
2011,20404394,巴林左旗,赤峰市,内蒙古自治区,6644.00,357000.00,834812.00
2011,20404395,巴林右旗,赤峰市,内蒙古自治区,10256.00,185000.00,523911.00
2011,20404396,林西县,赤峰市,内蒙古自治区,3933.00,240000.00,475172.00
2011,20404397,克什克腾旗,赤峰市,内蒙古自治区,20673.00,251000.00,1058079.00
2011,20404398,翁牛特旗,赤峰市,内蒙古自治区,11882.00,483000.00,999270.00
2011,20404399,喀喇沁旗,赤峰市,内蒙古自治区,3050.00,352000.00,783462.00
2011,20404400,宁城县,赤峰市,内蒙古自治区,4305.00,605000.00,1137600.00
2011,20404422,敖汉旗,赤峰市,内蒙古自治区,8294.00,603000.00,1158530.00
2011,20404404,科尔沁左翼中旗,通辽市,内蒙古自治区,9569.00,538000.00,1215778.00
2011,20404405,科尔沁左翼后旗,通辽市,内蒙古自治区,11570.00,408000.00,1217916.00
2011,20404406,开鲁县,通辽市,内蒙古自治区,4488.00,397000.00,1532692.00
2011,20404407,库伦旗,通辽市,内蒙古自治区,4714.00,180000.00,530552.00
2011,20404408,奈曼旗,通辽市,内蒙古自治区,8130.00,443000.00,1126145.00
2011,20404409,扎鲁特旗,通辽市,内蒙古自治区,17193.00,310000.00,1358364.00
2011,20404410,霍林郭勒市,通辽市,内蒙古自治区,585.00,83000.00,2390628.00
2011,20404414,达拉特旗,鄂尔多斯市,内蒙古自治区,8241.00,369000.00,4035568.00
2011,20404415,准格尔旗,鄂尔多斯市,内蒙古自治区,7551.00,313000.00,8300235.00
2011,20404416,鄂托克前旗,鄂尔多斯市,内蒙古自治区,12221.00,76000.00,680637.00
2011,20404417,鄂托克旗,鄂尔多斯市,内蒙古自治区,20367.00,99000.00,3291899.00
2011,20404418,杭锦旗,鄂尔多斯市,内蒙古自治区,18814.00,147000.00,584800.00
2011,20404419,乌审旗,鄂尔多斯市,内蒙古自治区,11674.00,109000.00,2400110.00
2011,20404420,伊金霍洛旗,鄂尔多斯市,内蒙古自治区,5487.00,167000.00,5639536.00
2011,20404425,阿荣旗,呼伦贝尔市,内蒙古自治区,12063.00,329000.00,1093703.00
2011,20404426,莫力达瓦达斡尔族自治旗,呼伦贝尔市,内蒙古自治区,10383.00,342000.00,806798.00
2011,20404427,鄂伦春自治旗,呼伦贝尔市,内蒙古自治区,54658.00,274000.00,457488.00
2011,20404428,鄂温克族自治旗,呼伦贝尔市,内蒙古自治区,19111.00,144000.00,800241.00
2011,20404429,陈巴尔虎旗,呼伦贝尔市,内蒙古自治区,18634.00,59000.00,646845.00
2011,20404430,新巴尔虎左旗,呼伦贝尔市,内蒙古自治区,22000.00,42000.00,268172.00
2011,20404431,新巴尔虎右旗,呼伦贝尔市,内蒙古自治区,25122.00,35000.00,572843.00
2011,20404432,满洲里市,呼伦贝尔市,内蒙古自治区,732.00,300000.00,1540830.00
2011,20404433,牙克石市,呼伦贝尔市,内蒙古自治区,27830.00,366000.00,1538523.00
2011,20404434,扎兰屯市,呼伦贝尔市,内蒙古自治区,16800.00,428000.00,1265428.00
2011,20404435,额尔古纳市,呼伦贝尔市,内蒙古自治区,28958.00,84000.00,320033.00
2011,20404436,根河市,呼伦贝尔市,内蒙古自治区,20010.00,157000.00,312731.00
2011,20404440,五原县,巴彦淖尔市,内蒙古自治区,2493.00,256000.00,793194.00
2011,20404441,磴口县,巴彦淖尔市,内蒙古自治区,4167.00,115000.00,395623.00
2011,20404442,乌拉特前旗,巴彦淖尔市,内蒙古自治区,7476.00,296000.00,1107105.00
2011,20404443,乌拉特中旗,巴彦淖尔市,内蒙古自治区,23096.00,135000.00,975597.00
2011,20404444,乌拉特后旗,巴彦淖尔市,内蒙古自治区,24985.00,58000.00,628926.00
2011,20404445,杭锦后旗,巴彦淖尔市,内蒙古自治区,1752.00,266000.00,1065325.00
2011,20404449,卓资县,乌兰察布市,内蒙古自治区,3119.00,220000.00,483905.00
2011,20404450,化德县,乌兰察布市,内蒙古自治区,2538.00,180000.00,354024.00
