CRE_Cmect,,,,,,,
年度标识,AreaID,县域名称,隶属城市,隶属省份,土地面积,年末总人口,地区生产总值
2003,20405363,松阳县,丽水市,浙江省,,,172100.00
2003,20405366,景宁畲族自治县,丽水市,浙江省,,,114100.00
2003,20404860,九台区,长春市,吉林省,,,675955.00
2003,20404861,榆树市,长春市,吉林省,,,1010031.00
2003,20404862,德惠市,长春市,吉林省,,,940135.00
2003,20404859,农安县,长春市,吉林省,,,1050003.00
2003,20404738,桦甸市,吉林市,吉林省,,,643000.00
2003,20404737,蛟河市,吉林市,吉林省,,,497874.00
2003,20404739,舒兰市,吉林市,吉林省,,,604000.00
2003,20404740,磐石市,吉林市,吉林省,,,705100.00
2003,20404736,永吉县,吉林市,吉林省,,,316781.00
2003,20404747,公主岭市,四平市,吉林省,,,836713.00
2003,20404745,梨树县,四平市,吉林省,,,504963.00
2003,20404746,伊通满族自治县,四平市,吉林省,,,302910.00
2003,20404748,双辽市,四平市,吉林省,,,305127.00
2003,20404753,东丰县,辽源市,吉林省,,,226530.00
2003,20404754,东辽县,辽源市,吉林省,,,175670.00
2003,20404762,梅河口市,通化市,吉林省,,,559024.00
2003,20404763,集安市,通化市,吉林省,,,190685.00
2003,20404759,通化县,通化市,吉林省,,,200000.00
2003,20404760,辉南县,通化市,吉林省,,,201043.00
2003,20404761,柳河县,通化市,吉林省,,,219139.00
2003,20404771,临江市,白山市,吉林省,,,232294.00
2003,20404768,抚松县,白山市,吉林省,,,239067.00
2003,20404769,靖宇县,白山市,吉林省,,,65713.00
2003,20404770,长白朝鲜族自治县,白山市,吉林省,,,89585.00
2003,20404767,江源区,白山市,吉林省,,,230657.00
2003,20404776,长岭县,松原市,吉林省,,,278035.00
2003,20404775,前郭尔罗斯蒙古族自治县,松原市,吉林省,,,642993.00
2003,20404777,乾安县,松原市,吉林省,,,171462.00
2003,20404778,扶余市,松原市,吉林省,,,407065.00
2003,20404784,洮南市,白城市,吉林省,,,258636.00
2003,20404785,大安市,白城市,吉林省,,,282988.00
2003,20404782,镇赉县,白城市,吉林省,,,181059.00
2003,20404783,通榆县,白城市,吉林省,,,177426.00
2003,20404787,延吉市,延边朝鲜族自治州,吉林省,,,554474.00
2003,20404788,图们市,延边朝鲜族自治州,吉林省,,,127698.00
2003,20404789,敦化市,延边朝鲜族自治州,吉林省,,,417869.00
2003,20404791,龙井市,延边朝鲜族自治州,吉林省,,,122910.00
2003,20404790,珲春市,延边朝鲜族自治州,吉林省,,,168407.00
2003,20404792,和龙市,延边朝鲜族自治州,吉林省,,,106403.00
2003,20404793,汪清县,延边朝鲜族自治州,吉林省,,,120470.00
2003,20404794,安图县,延边朝鲜族自治州,吉林省,,,149661.00
2003,20407186,城关区,拉萨市,西藏自治区,,,90941.00
2003,20407187,林周县,拉萨市,西藏自治区,,,25800.00
2003,20407188,当雄县,拉萨市,西藏自治区,,,22448.00
2003,20407189,尼木县,拉萨市,西藏自治区,,,9568.00
2003,20407190,曲水县,拉萨市,西藏自治区,,,13589.00
2003,20407191,堆龙德庆县,拉萨市,西藏自治区,,,33555.00
2003,20407193,墨竹工卡县,拉萨市,西藏自治区,,,24400.00
2003,20407195,卡若区,昌都市,西藏自治区,,,36216.00
2003,20407196,江达县,昌都市,西藏自治区,,,24608.00
2003,20407271,贡觉县,昌都市,西藏自治区,,,12433.00
2003,20407272,类乌齐县,昌都市,西藏自治区,,,16717.00
2003,20407273,丁青县,昌都市,西藏自治区,,,22829.00
2003,20407274,察雅县,昌都市,西藏自治区,,,14239.00
2003,20407275,八宿县,昌都市,西藏自治区,,,13386.00
2003,20407276,左贡县,昌都市,西藏自治区,,,17084.00
2003,20407277,芒康县,昌都市,西藏自治区,,,26567.00
2003,20407278,洛隆县,昌都市,西藏自治区,,,16602.00
2003,20407279,边坝县,昌都市,西藏自治区,,,11340.00
2003,20407281,乃东县,山南市,西藏自治区,,,60022.00
2003,20407282,扎囊县,山南市,西藏自治区,,,10271.00
2003,20407283,贡嘎县,山南市,西藏自治区,,,19091.00
2003,20407284,桑日县,山南市,西藏自治区,,,7475.00
2003,20407285,琼结县,山南市,西藏自治区,,,6897.00
2003,20407286,曲松县,山南市,西藏自治区,,,8498.00
2003,20407287,措美县,山南市,西藏自治区,,,4413.00
2003,20407288,洛扎县,山南市,西藏自治区,,,6078.00
2003,20407290,隆子县,山南市,西藏自治区,,,10211.00
2003,20407291,错那县,山南市,西藏自治区,,,8610.00
2003,20407292,浪卡子县,山南市,西藏自治区,,,8563.00
2003,20407289,加查县,山南市,西藏自治区,,,8218.00
2003,20407294,桑珠孜区,日喀则市,西藏自治区,,,54596.00
2003,20407368,南木林县,日喀则市,西藏自治区,,,17291.00
2003,20407370,定日县,日喀则市,西藏自治区,,,14834.00
2003,20407371,萨迦县,日喀则市,西藏自治区,,,11827.00
2003,20407372,拉孜县,日喀则市,西藏自治区,,,17820.00
2003,20407374,谢通门县,日喀则市,西藏自治区,,,13846.00
2003,20407373,昂仁县,日喀则市,西藏自治区,,,13818.00
2003,20407378,定结县,日喀则市,西藏自治区,,,8379.00
2003,20407379,仲巴县,日喀则市,西藏自治区,,,11725.00
2003,20407381,吉隆县,日喀则市,西藏自治区,,,7721.00
2003,20407382,聂拉木县,日喀则市,西藏自治区,,,11838.00
2003,20407383,萨嘎县,日喀则市,西藏自治区,,,7259.00
2003,20407369,江孜县,日喀则市,西藏自治区,,,37056.00
2003,20407375,白朗县,日喀则市,西藏自治区,,,17897.00
2003,20407376,仁布县,日喀则市,西藏自治区,,,7951.00
2003,20407377,康马县,日喀则市,西藏自治区,,,9203.00
2003,20407384,岗巴县,日喀则市,西藏自治区,,,5310.00
2003,20407380,亚东县,日喀则市,西藏自治区,,,9311.00
2003,20407386,那曲县,那曲地区,西藏自治区,,,48311.00
2003,20407387,嘉黎县,那曲地区,西藏自治区,,,7805.00
2003,20407388,比如县,那曲地区,西藏自治区,,,15656.00
2003,20407389,聂荣县,那曲地区,西藏自治区,,,8783.00
2003,20407390,安多县,那曲地区,西藏自治区,,,14162.00
2003,20407391,申扎县,那曲地区,西藏自治区,,,9606.00
2003,20407466,索县,那曲地区,西藏自治区,,,9305.00
2003,20407306,班戈县,那曲地区,西藏自治区,,,13316.00
2003,20407307,巴青县,那曲地区,西藏自治区,,,12964.00
2003,20407308,尼玛县,那曲地区,西藏自治区,,,13791.00
2003,20407318,巴宜区,林芝市,西藏自治区,,,90614.00
2003,20407392,工布江达县,林芝市,西藏自治区,,,15165.00
2003,20407393,米林县,林芝市,西藏自治区,,,18100.00
2003,20407394,墨脱县,林芝市,西藏自治区,,,4649.00
2003,20407395,波密县,林芝市,西藏自治区,,,24646.00
2003,20407396,察隅县,林芝市,西藏自治区,,,13451.00
2003,20407397,朗县,林芝市,西藏自治区,,,9001.00
2003,20405596,南昌县,南昌市,江西省,,,737351.00
2003,20405597,新建县,南昌市,江西省,,,441328.00
2003,20405598,安义县,南昌市,江西省,,,137998.00
2003,20405599,进贤县,南昌市,江西省,,,405177.00
2003,20405604,浮梁县,景德镇市,江西省,,,156242.00
2003,20405605,乐平市,景德镇市,江西省,,,476361.00
2003,20405610,莲花县,萍乡市,江西省,,,90730.00
2003,20405611,上栗县,萍乡市,江西省,,,241633.00
2003,20405612,芦溪县,萍乡市,江西省,,,137602.00
2003,20405617,九江县,九江市,江西省,,,115000.00
2003,20405618,武宁县,九江市,江西省,,,171008.00
2003,20405619,修水县,九江市,江西省,,,252037.00
2003,20405620,永修县,九江市,江西省,,,191406.00
2003,20405621,德安县,九江市,江西省,,,96447.00
2003,20405622,星子县,九江市,江西省,,,70100.00
2003,20405623,都昌县,九江市,江西省,,,128895.00
2003,20405624,湖口县,九江市,江西省,,,97117.00
2003,20405625,彭泽县,九江市,江西省,,,121116.00
2003,20405626,瑞昌市,九江市,江西省,,,177000.00
2003,20405631,分宜县,新余市,江西省,,,170863.00
2003,20405735,余江县,鹰潭市,江西省,,,108329.00
2003,20405736,贵溪市,鹰潭市,江西省,,,505909.00
2003,20405740,赣县,赣州市,江西省,,,161379.00
2003,20405741,信丰县,赣州市,江西省,,,268708.00
2003,20405742,大余县,赣州市,江西省,,,181440.00
2003,20405743,上犹县,赣州市,江西省,,,96781.00
2003,20405744,崇义县,赣州市,江西省,,,112694.00
2003,20405745,安远县,赣州市,江西省,,,95823.00
2003,20405746,龙南县,赣州市,江西省,,,152735.00
2003,20405747,定南县,赣州市,江西省,,,79562.00
2003,20405748,全南县,赣州市,江西省,,,99684.00
2003,20405516,宁都县,赣州市,江西省,,,272021.00
2003,20405517,于都县,赣州市,江西省,,,238375.00
2003,20405518,兴国县,赣州市,江西省,,,222658.00
2003,20405519,会昌县,赣州市,江西省,,,136840.00
2003,20405520,寻乌县,赣州市,江西省,,,95930.00
2003,20405521,石城县,赣州市,江西省,,,89133.00
2003,20405522,瑞金市,赣州市,江西省,,,229762.00
2003,20405523,南康区,赣州市,江西省,,,280722.00
2003,20405528,吉安县,吉安市,江西省,,,188300.00
2003,20405529,吉水县,吉安市,江西省,,,147205.00
2003,20405530,峡江县,吉安市,江西省,,,71500.00
2003,20405531,新干县,吉安市,江西省,,,145600.00
2003,20405532,永丰县,吉安市,江西省,,,169336.00
2003,20405533,泰和县,吉安市,江西省,,,296900.00
2003,20405534,遂川县,吉安市,江西省,,,154510.00
2003,20405535,万安县,吉安市,江西省,,,81000.00
2003,20405536,安福县,吉安市,江西省,,,214100.00
2003,20405537,永新县,吉安市,江西省,,,129436.00
2003,20405538,井冈山市,吉安市,江西省,,,91612.00
2003,20405542,奉新县,宜春市,江西省,,,154138.00
2003,20405543,万载县,宜春市,江西省,,,163671.00
2003,20405544,上高县,宜春市,江西省,,,210508.00
2003,20405545,宜丰县,宜春市,江西省,,,139000.00
2003,20405546,靖安县,宜春市,江西省,,,69160.00
2003,20405547,铜鼓县,宜春市,江西省,,,67800.00
2003,20405548,丰城市,宜春市,江西省,,,550998.00
2003,20405549,樟树市,宜春市,江西省,,,303800.00
2003,20405550,高安市,宜春市,江西省,,,314834.00
2003,20405554,南城县,抚州市,江西省,,,142060.00
2003,20405555,黎川县,抚州市,江西省,,,81197.00
2003,20405556,南丰县,抚州市,江西省,,,146155.00
2003,20405557,崇仁县,抚州市,江西省,,,149849.00
2003,20405558,乐安县,抚州市,江西省,,,98274.00
2003,20405559,宜黄县,抚州市,江西省,,,67042.00
2003,20405560,金溪县,抚州市,江西省,,,97085.00
2003,20405561,资溪县,抚州市,江西省,,,47127.00
2003,20405562,东乡县,抚州市,江西省,,,218500.00
2003,20405563,广昌县,抚州市,江西省,,,48916.00
2003,20405567,上饶县,上饶市,江西省,,,213242.00
2003,20405568,广丰县,上饶市,江西省,,,461200.00
2003,20405569,玉山县,上饶市,江西省,,,164568.00
2003,20405570,铅山县,上饶市,江西省,,,172300.00
2003,20405571,横峰县,上饶市,江西省,,,64426.00
2003,20405572,弋阳县,上饶市,江西省,,,123798.00
2003,20405573,余干县,上饶市,江西省,,,163800.00
2003,20405574,鄱阳县,上饶市,江西省,,,267795.00
2003,20405575,万年县,上饶市,江西省,,,135929.00
2003,20405576,婺源县,上饶市,江西省,,,157040.00
2003,20405577,德兴市,上饶市,江西省,,,284215.00
2003,20405375,长丰县,合肥市,安徽省,,,254100.00
2003,20405376,肥东县,合肥市,安徽省,,,438700.00
2003,20405377,肥西县,合肥市,安徽省,,,361300.00
2003,20405269,濉溪县,淮北市,安徽省,,,362700.00
2003,20405337,涡阳县,亳州市,安徽省,,,402400.00
2003,20405338,蒙城县,亳州市,安徽省,,,392100.00
2003,20405339,利辛县,亳州市,安徽省,,,289900.00
2003,20405321,砀山县,宿州市,安徽省,,,294200.00
2003,20405322,萧县,宿州市,安徽省,,,359300.00
2003,20405323,灵璧县,宿州市,安徽省,,,393200.00
2003,20405324,泗县,宿州市,安徽省,,,289300.00
2003,20405500,怀远县,蚌埠市,安徽省,,,432500.00
2003,20405501,五河县,蚌埠市,安徽省,,,278500.00
2003,20405502,固镇县,蚌埠市,安徽省,,,283300.00
2003,20405317,界首市,阜阳市,安徽省,,,288500.00
2003,20405313,临泉县,阜阳市,安徽省,,,353200.00
2003,20405314,太和县,阜阳市,安徽省,,,372300.00
2003,20405315,阜南县,阜阳市,安徽省,,,276800.00
2003,20405316,颍上县,阜阳市,安徽省,,,258400.00
2003,20405510,凤台县,淮南市,安徽省,,,381100.00
2003,20405306,天长市,滁州市,安徽省,,,476000.00
2003,20405307,明光市,滁州市,安徽省,,,390500.00
2003,20405302,来安县,滁州市,安徽省,,,299500.00
2003,20405303,全椒县,滁州市,安徽省,,,342800.00
2003,20405304,定远县,滁州市,安徽省,,,382900.00
2003,20405305,凤阳县,滁州市,安徽省,,,347500.00
2003,20407957,寿县,淮南市,安徽省,,,316600.00
2003,20405330,霍邱县,六安市,安徽省,,,341000.00
2003,20405331,舒城县,六安市,安徽省,,,305300.00
2003,20405332,金寨县,六安市,安徽省,,,196100.00
2003,20405333,霍山县,六安市,安徽省,,,215700.00
2003,20405261,当涂县,马鞍山市,安徽省,,,352900.00
2003,20405379,巢湖市,合肥市,安徽省,,,2482700.00
2003,20405378,庐江县,合肥市,安徽省,,,336700.00
2003,20405493,无为县,芜湖市,安徽省,,,525900.00
2003,20405262,含山县,马鞍山市,安徽省,,,229200.00
2003,20405263,和县,马鞍山市,安徽省,,,261400.00
2003,20405490,芜湖县,芜湖市,安徽省,,,263400.00
2003,20405491,繁昌县,芜湖市,安徽省,,,290200.00
2003,20405492,南陵县,芜湖市,安徽省,,,223600.00
2003,20405354,宁国市,宣城市,安徽省,,,465400.00
2003,20405349,郎溪县,宣城市,安徽省,,,153200.00
2003,20405350,广德县,宣城市,安徽省,,,329400.00
2003,20405351,泾县,宣城市,安徽省,,,222300.00
2003,20405353,旌德县,宣城市,安徽省,,,75600.00
2003,20405352,绩溪县,宣城市,安徽省,,,114300.00
2003,20405275,铜陵县,铜陵市,安徽省,,,162100.00
2003,20405343,东至县,池州市,安徽省,,,227600.00
2003,20405344,石台县,池州市,安徽省,,,30500.00
2003,20405345,青阳县,池州市,安徽省,,,118200.00
2003,20405288,桐城市,安庆市,安徽省,,,471000.00
2003,20405281,怀宁县,安庆市,安徽省,,,378500.00
2003,20405282,枞阳县,安庆市,安徽省,,,319800.00
2003,20405283,潜山县,安庆市,安徽省,,,242300.00
2003,20405284,太湖县,安庆市,安徽省,,,211800.00
2003,20405285,宿松县,安庆市,安徽省,,,265500.00
2003,20405286,望江县,安庆市,安徽省,,,179000.00
2003,20405287,岳西县,安庆市,安徽省,,,133000.00
2003,20405294,歙县,黄山市,安徽省,,,290800.00
2003,20405295,休宁县,黄山市,安徽省,,,152100.00
2003,20405296,黟县,黄山市,安徽省,,,51500.00
2003,20405297,祁门县,黄山市,安徽省,,,117500.00
2003,20406428,邕宁区,南宁市,广西壮族自治区,,,520872.00
2003,20406429,武鸣县,南宁市,广西壮族自治区,,,409908.00
2003,20406430,隆安县,南宁市,广西壮族自治区,,,125152.00
2003,20406655,马山县,南宁市,广西壮族自治区,,,121671.00
2003,20406656,上林县,南宁市,广西壮族自治区,,,111598.00
2003,20406657,宾阳县,南宁市,广西壮族自治区,,,360895.00
2003,20406658,横县,南宁市,广西壮族自治区,,,342351.00
2003,20406665,柳江县,柳州市,广西壮族自治区,,,328262.00
2003,20406666,柳城县,柳州市,广西壮族自治区,,,211928.00
2003,20406667,鹿寨县,柳州市,广西壮族自治区,,,248781.00
2003,20406668,融安县,柳州市,广西壮族自治区,,,114629.00
2003,20406669,融水苗族自治县,柳州市,广西壮族自治区,,,103185.00
2003,20406670,三江侗族自治县,柳州市,广西壮族自治区,,,67721.00
2003,20406678,阳朔县,桂林市,广西壮族自治区,,,120757.00
2003,20406679,临桂区,桂林市,广西壮族自治区,,,269073.00
2003,20406431,灵川县,桂林市,广西壮族自治区,,,249547.00
2003,20406432,全州县,桂林市,广西壮族自治区,,,416340.00
2003,20406433,兴安县,桂林市,广西壮族自治区,,,236212.00
2003,20406434,永福县,桂林市,广西壮族自治区,,,196419.00
2003,20406435,灌阳县,桂林市,广西壮族自治区,,,108992.00
2003,20406436,龙胜各族自治县,桂林市,广西壮族自治区,,,93063.00
2003,20406437,资源县,桂林市,广西壮族自治区,,,70913.00
2003,20406438,平乐县,桂林市,广西壮族自治区,,,234524.00
2003,20406439,荔浦县,桂林市,广西壮族自治区,,,230124.00
2003,20406440,恭城瑶族自治县,桂林市,广西壮族自治区,,,155758.00
2003,20406446,苍梧县,梧州市,广西壮族自治区,,,193724.00
2003,20406447,藤县,梧州市,广西壮族自治区,,,314283.00
2003,20406448,蒙山县,梧州市,广西壮族自治区,,,93060.00
2003,20406449,岑溪市,梧州市,广西壮族自治区,,,257410.00
2003,20406455,合浦县,北海市,广西壮族自治区,,,558272.00
2003,20406459,防城区,防城港市,广西壮族自治区,,,190834.00
2003,20406460,上思县,防城港市,广西壮族自治区,,,120651.00
2003,20406461,东兴市,防城港市,广西壮族自治区,,,109964.00
2003,20406464,钦南区,钦州市,广西壮族自治区,,,297937.00
2003,20406465,钦北区,钦州市,广西壮族自治区,,,229244.00
2003,20406466,灵山县,钦州市,广西壮族自治区,,,491573.00
2003,20406467,浦北县,钦州市,广西壮族自治区,,,298114.00
2003,20406470,港北区,贵港市,广西壮族自治区,,,131542.00
2003,20406471,港南区,贵港市,广西壮族自治区,,,125175.00
2003,20406472,覃塘区,贵港市,广西壮族自治区,,,124713.00
2003,20406473,平南县,贵港市,广西壮族自治区,,,361082.00
2003,20406474,桂平市,贵港市,广西壮族自治区,,,402922.00
2003,20406477,玉州区,玉林市,广西壮族自治区,,,235093.00
2003,20407753,福绵区,玉林市,广西壮族自治区,,,116260.00
2003,20406577,容县,玉林市,广西壮族自治区,,,287336.00
2003,20406578,陆川县,玉林市,广西壮族自治区,,,307805.00
2003,20406579,博白县,玉林市,广西壮族自治区,,,438587.00
2003,20406580,兴业县,玉林市,广西壮族自治区,,,223823.00
2003,20406581,北流市,玉林市,广西壮族自治区,,,419593.00
2003,20406584,右江区,百色市,广西壮族自治区,,,340095.00
2003,20406585,田阳县,百色市,广西壮族自治区,,,197907.00
2003,20406586,田东县,百色市,广西壮族自治区,,,203049.00
2003,20406587,平果县,百色市,广西壮族自治区,,,358190.00
2003,20406588,德保县,百色市,广西壮族自治区,,,80134.00
2003,20406589,靖西县,百色市,广西壮族自治区,,,133045.00
2003,20406590,那坡县,百色市,广西壮族自治区,,,39131.00
2003,20406591,凌云县,百色市,广西壮族自治区,,,54104.00
2003,20406592,乐业县,百色市,广西壮族自治区,,,35191.00
2003,20406593,田林县,百色市,广西壮族自治区,,,72291.00
2003,20406594,西林县,百色市,广西壮族自治区,,,39040.00
2003,20406595,隆林各族自治县,百色市,广西壮族自治区,,,95353.00
2003,20406598,八步区,贺州市,广西壮族自治区,,,467197.00
2003,20406599,昭平县,贺州市,广西壮族自治区,,,166312.00
2003,20406600,钟山县,贺州市,广西壮族自治区,,,241409.00
2003,20406601,富川瑶族自治县,贺州市,广西壮族自治区,,,131750.00
2003,20406604,金城江区,河池市,广西壮族自治区,,,232651.00
2003,20406605,南丹县,河池市,广西壮族自治区,,,147208.00
2003,20406606,天峨县,河池市,广西壮族自治区,,,82028.00
2003,20406607,凤山县,河池市,广西壮族自治区,,,40364.00
2003,20406608,东兰县,河池市,广西壮族自治区,,,57665.00
2003,20406609,罗城仫佬族自治县,河池市,广西壮族自治区,,,94312.00
2003,20406610,环江毛南族自治县,河池市,广西壮族自治区,,,106150.00
2003,20406611,巴马瑶族自治县,河池市,广西壮族自治区,,,63515.00
2003,20406612,都安瑶族自治县,河池市,广西壮族自治区,,,119543.00
2003,20406613,大化瑶族自治县,河池市,广西壮族自治区,,,151663.00
2003,20406614,宜州市,河池市,广西壮族自治区,,,292683.00
2003,20406617,兴宾区,来宾市,广西壮族自治区,,,582577.00
2003,20406618,忻城县,来宾市,广西壮族自治区,,,146314.00
2003,20406619,象州县,来宾市,广西壮族自治区,,,166625.00
2003,20406620,武宣县,来宾市,广西壮族自治区,,,152000.00
2003,20406621,金秀瑶族自治县,来宾市,广西壮族自治区,,,49941.00
2003,20406622,合山市,来宾市,广西壮族自治区,,,95299.00
2003,20406625,江州区,崇左市,广西壮族自治区,,,189482.00
2003,20406626,扶绥县,崇左市,广西壮族自治区,,,218294.00
2003,20406627,宁明县,崇左市,广西壮族自治区,,,135406.00
2003,20406628,龙州县,崇左市,广西壮族自治区,,,116291.00
2003,20406629,大新县,崇左市,广西壮族自治区,,,119145.00
2003,20406630,天等县,崇左市,广西壮族自治区,,,94096.00
2003,20406631,凭祥市,崇左市,广西壮族自治区,,,61602.00
2003,20405469,福清市,福州市,福建省,,,2600507.00
2003,20405470,长乐市,福州市,福建省,,,1132236.00
2003,20405463,闽侯县,福州市,福建省,,,1130240.00
2003,20405464,连江县,福州市,福建省,,,865215.00
2003,20405465,罗源县,福州市,福建省,,,379766.00
2003,20405466,闽清县,福州市,福建省,,,479362.00
2003,20405467,永泰县,福州市,福建省,,,296997.00
2003,20405468,平潭县,福州市,福建省,,,337561.00
2003,20405485,仙游县,莆田市,福建省,,,554573.00
2003,20405403,永安市,三明市,福建省,,,641127.00
2003,20405394,明溪县,三明市,福建省,,,109316.00
2003,20405395,清流县,三明市,福建省,,,108310.00
2003,20405396,宁化县,三明市,福建省,,,179611.00
2003,20405397,大田县,三明市,福建省,,,238045.00
2003,20405398,尤溪县,三明市,福建省,,,376666.00
2003,20405399,沙县,三明市,福建省,,,335886.00
2003,20405400,将乐县,三明市,福建省,,,190202.00
2003,20405401,泰宁县,三明市,福建省,,,170636.00
2003,20405402,建宁县,三明市,福建省,,,127108.00
2003,20405415,石狮市,泉州市,福建省,,,1216519.00
2003,20405416,晋江市,泉州市,福建省,,,3800246.00
2003,20405417,南安市,泉州市,福建省,,,1888677.00
2003,20405410,惠安县,泉州市,福建省,,,1761281.00
2003,20405411,安溪县,泉州市,福建省,,,1132686.00
2003,20405412,永春县,泉州市,福建省,,,796321.00
2003,20405413,德化县,泉州市,福建省,,,514024.00
2003,20405430,龙海市,漳州市,福建省,,,1281681.00
2003,20405422,云霄县,漳州市,福建省,,,355235.00
2003,20405423,漳浦县,漳州市,福建省,,,818717.00
2003,20405424,诏安县,漳州市,福建省,,,509696.00
2003,20405425,长泰县,漳州市,福建省,,,303234.00
2003,20405426,东山县,漳州市,福建省,,,363596.00
2003,20405427,南靖县,漳州市,福建省,,,515997.00
2003,20405428,平和县,漳州市,福建省,,,404931.00
2003,20405429,华安县,漳州市,福建省,,,168479.00
2003,20405439,邵武市,南平市,福建省,,,414158.00
2003,20405440,武夷山市,南平市,福建省,,,235840.00
2003,20405441,建瓯市,南平市,福建省,,,405483.00
2003,20405442,建阳市,南平市,福建省,,,293738.00
2003,20405434,顺昌县,南平市,福建省,,,221620.00
2003,20405435,浦城县,南平市,福建省,,,196733.00
2003,20405436,光泽县,南平市,福建省,,,119839.00
2003,20405437,松溪县,南平市,福建省,,,106320.00
2003,20405438,政和县,南平市,福建省,,,94340.00
2003,20405451,漳平市,龙岩市,福建省,,,350346.00
2003,20405446,长汀县,龙岩市,福建省,,,251272.00
2003,20405447,永定县,龙岩市,福建省,,,379227.00
2003,20405448,上杭县,龙岩市,福建省,,,334294.00
2003,20405449,武平县,龙岩市,福建省,,,243464.00
2003,20405450,连城县,龙岩市,福建省,,,253929.00
2003,20405586,福安市,宁德市,福建省,,,575155.00
2003,20405587,福鼎市,宁德市,福建省,,,461906.00
2003,20405455,霞浦县,宁德市,福建省,,,421839.00
2003,20405456,古田县,宁德市,福建省,,,314226.00
2003,20405582,屏南县,宁德市,福建省,,,121434.00
2003,20405583,寿宁县,宁德市,福建省,,,141802.00
2003,20405584,周宁县,宁德市,福建省,,,99725.00
2003,20405585,柘荣县,宁德市,福建省,,,91064.00
2003,20406642,五指山市,省直辖县级行政区划,海南省,,,65045.00
2003,20406645,文昌市,省直辖县级行政区划,海南省,,,409376.00
2003,20406643,琼海市,省直辖县级行政区划,海南省,,,494162.00
2003,20406646,万宁市,省直辖县级行政区划,海南省,,,356288.00
2003,20406648,定安县,省直辖县级行政区划,海南省,,,124319.00
2003,20406649,屯昌县,省直辖县级行政区划,海南省,,,128261.00
2003,20406650,澄迈县,省直辖县级行政区划,海南省,,,301474.00
2003,20406651,临高县,省直辖县级行政区划,海南省,,,281084.00
2003,20406644,儋州市,省直辖县级行政区划,海南省,,,635926.00
2003,20406647,东方市,省直辖县级行政区划,海南省,,,277518.00
2003,20406654,乐东黎族自治县,省直辖县级行政区划,海南省,,,210010.00
2003,20406564,琼中黎族苗族自治县,省直辖县级行政区划,海南省,,,86383.00
2003,20406563,保亭黎族苗族自治县,省直辖县级行政区划,海南省,,,63209.00
2003,20406562,陵水黎族自治县,省直辖县级行政区划,海南省,,,144011.00
2003,20406652,白沙黎族自治县,省直辖县级行政区划,海南省,,,92505.00
2003,20406653,昌江黎族自治县,省直辖县级行政区划,海南省,,,167433.00
2003,20406091,长沙县,长沙市,湖南省,,,1254233.00
2003,20406090,望城区,长沙市,湖南省,,,669362.00
2003,20406092,宁乡县,长沙市,湖南省,,,838684.00
2003,20406093,浏阳市,长沙市,湖南省,,,1008792.00
2003,20406100,株洲县,株洲市,湖南省,,,300381.00
2003,20406101,攸县,株洲市,湖南省,,,530547.00
2003,20406102,茶陵县,株洲市,湖南省,,,255481.00
2003,20406103,炎陵县,株洲市,湖南省,,,101326.00
2003,20406104,醴陵市,株洲市,湖南省,,,752491.00
2003,20406209,湘潭县,湘潭市,湖南省,,,565529.00
2003,20406210,湘乡市,湘潭市,湖南省,,,521574.00
2003,20406211,韶山市,湘潭市,湖南省,,,90902.00
2003,20406219,衡阳县,衡阳市,湖南省,,,565939.00
2003,20406220,衡南县,衡阳市,湖南省,,,576825.00
2003,20406221,衡山县,衡阳市,湖南省,,,230772.00
2003,20406222,衡东县,衡阳市,湖南省,,,361582.00
2003,20406223,祁东县,衡阳市,湖南省,,,511780.00
2003,20406224,耒阳市,衡阳市,湖南省,,,584173.00
2003,20406225,常宁市,衡阳市,湖南省,,,476910.00
2003,20406228,双清区,邵阳市,湖南省,,,91509.00
2003,20406229,大祥区,邵阳市,湖南省,,,82040.00
2003,20406230,北塔区,邵阳市,湖南省,,,31019.00
2003,20406231,邵东县,邵阳市,湖南省,,,774808.00
2003,20406232,新邵县,邵阳市,湖南省,,,247903.00
2003,20406233,邵阳县,邵阳市,湖南省,,,219935.00
2003,20406234,隆回县,邵阳市,湖南省,,,313433.00
2003,20406235,洞口县,邵阳市,湖南省,,,358578.00
2003,20406236,绥宁县,邵阳市,湖南省,,,184519.00
2003,20406237,新宁县,邵阳市,湖南省,,,167391.00
2003,20406238,城步苗族自治县,邵阳市,湖南省,,,88613.00
2003,20406239,武冈市,邵阳市,湖南省,,,260198.00
2003,20406242,岳阳楼区,岳阳市,湖南省,,,338411.00
2003,20406243,云溪区,岳阳市,湖南省,,,122214.00
2003,20406244,君山区,岳阳市,湖南省,,,167146.00
2003,20406245,岳阳县,岳阳市,湖南省,,,458974.00
2003,20406246,华容县,岳阳市,湖南省,,,501007.00
2003,20406247,湘阴县,岳阳市,湖南省,,,504725.00
2003,20406248,平江县,岳阳市,湖南省,,,399039.00
2003,20406249,汨罗市,岳阳市,湖南省,,,468100.00
2003,20406250,临湘市,岳阳市,湖南省,,,311581.00
2003,20406253,武陵区,常德市,湖南省,,,1775707.00
2003,20406254,鼎城区,常德市,湖南省,,,563773.00
2003,20406255,安乡县,常德市,湖南省,,,330340.00
2003,20406256,汉寿县,常德市,湖南省,,,354536.00
2003,20406257,澧县,常德市,湖南省,,,557874.00
2003,20406258,临澧县,常德市,湖南省,,,309077.00
