CRE_Gdp01(Merge Query),,,,,,,,,,,
年度标识,省份编码,省份名称,地区生产总值,人均地区生产总值,年底人口数,地区进出口总额,地区出口总额,地区进口总额,外资企业年底注册数量,外资企业投资总额,外资企业注册资本
2015,350000,福建省,25979.82,67965.5199,3839,16884593.1,11268010.9,5616582.2,25895,1967.1281,1109.011
2015,370000,山东省,63002.3325,64168.3001,9847.16,24060779.8,14392567.6,9668212.2,27240,2193.3354,1272.4577
2015,120000,天津市,16538.19,107960.0883,1546.95,11428280.3,5116292.8,6311987.5,12278,1813.2793,1120.1773
2015,450000,广西壮族自治区,16803.12,35190,4796,5109054.7,2793397.6,2315657.1,4215,425.2947,214.6521
2015,500000,重庆市,15717.27,52321,3016.55,7446684.5,5518683.2,1928001.3,5009,788.4459,493.5976
2015,360000,江西省,16723.78,36724,4565.63,4239960.4,3311673.7,928286.7,7094,725.7823,480.9521
2015,330000,浙江省,42886.49,77643.6861,5539,34678382.6,27633211.4,7045171.2,32778,2918.1344,1713.9934
2015,510000,四川省,30053.1,36775,8204,5118856,3309289.8,1809566.2,10594,884.0938,509.6561
2015,630000,青海省,2417.05,41252,588.43,193447.2,164196.7,29250.5,404,73.9602,28.3094
2015,620000,甘肃省,6790.3169,26165.2608,2599.55,795201.6,581181.1,214020.5,2130,76.5703,33.1937
2015,140000,山西省,12766.49,34918.71,3664.12,1468131.5,842076.8,626054.7,3606,411.0684,227.6333
2015,130000,河北省,29806.11,40255,7424.92,5151374.8,3293276.3,1858098.5,6867,736.2413,380.3418
2015,440000,广东省,72812.55,67503,10849,102249568.3,64317208.4,37932359.8,111169,6443.0951,3906.1397
2015,530000,云南省,13619.17,28806,4741.8,2449127.9,1661563.3,787564.6,3901,327.1964,176.77
2015,410000,河南省,37002.16,39122.61,9480,7378056.2,4306136.5,3071919.8,8316,687.0993,348.164
2015,310000,上海市,25123.45,103795.536,2415.27,44924072.3,19591321.2,25332751.1,74885,6612.7346,4497.3251
2015,210000,辽宁省,28669.016,65354.4122,4382.4,9594712.5,5071098.2,4523614.3,17745,2066.3948,1263.5204
2015,110000,北京市,23014.59,106497,2170.5,31944057,5466681.7,26477375.2,29396,3809.626,2456.577
2015,150000,内蒙古自治区,17831.5088,71100.5442,2511.04,1273115.1,565000.8,708114.3,2967,351.4212,173.0106
2015,610000,陕西省,18021.8609,47626,3793,3049850.4,1478875.9,1570974.5,6017,515.708,283.672
2015,220000,吉林省,14063.13,51086,2753.32,1887739,461375.3,1426363.8,4437,352.3028,166.9239
2015,520000,贵州省,10502.56,29847.2478,3529.5,1222141.8,994862.4,227279.4,1662,181.4689,101.8034
2015,320000,江苏省,70116.38,87995,7976.3,54556044.7,33864477.8,20691566.9,53551,7821.5363,4229.0126
2015,142,中国,688858.218,49922.3268,138326,,,,,,
2014,220000,吉林省,13803.14,50160,2752.38,2638078.6,577759.1,2060319.5,4370,333.2757,157.8311
2014,440000,广东省,67809.85,63469,10724,107658447.4,64608701.1,43049746.3,104555,5620.6327,3377.3734
2014,520000,贵州省,9266.39,26437,3508.04,1077132.6,939725.7,137406.9,1515,154.7158,77.563
2014,340000,安徽省,20848.7476,34424.6122,6082.9,4917730,3148537.1,1769192.8,4721,480.2629,260.7476
2014,540000,西藏自治区,920.8326,29252,317.55,225494.7,210086.6,15408,255,13.2836,8.2822
2014,210000,辽宁省,28626.58,65201.1844,4391,11399825.5,5874518.3,5525307.3,17091,1986.4118,1203.5375
2014,420000,湖北省,27379.2176,47144.6,5816,4303961.9,2664242.2,1639719.7,8160,776.7141,410.157
2014,230000,黑龙江省,15039.3764,39226.3339,3833,3890092.6,1733523.8,2156568.8,5016,239.8346,143.4313
2014,620000,甘肃省,6836.8208,26432.9157,2590.78,864061.5,532948.2,331113.3,2282,67.6434,29.6667
2014,130000,河北省,29421.15,39984,7383.75,5987735.9,3571019.5,2416716.3,6811,621.3456,310.6533
2014,430000,湖南省,27037.3212,40270.5443,6737.24,3083160.3,1994300.2,1088860.1,5353,463.068,241.9023
2014,640000,宁夏回族自治区,2752.1,41834,661.54,543521.2,430285.1,113236,538,51.6377,32.1996
2014,370000,山东省,59426.5902,60879.1048,9789.43,27692939.8,14470865.4,13222074.4,26023,1992.2719,1131.3078
2014,140000,山西省,12761.49,35070,3647.96,1623281.3,894086.9,729194.4,3531,391.1919,222.958
2014,320000,江苏省,65088.32,81874,7960.06,56355307.9,34183250.3,22172057.7,51634,7181.3116,3839.3366
2014,630000,青海省,2303.32,39671,583.42,171788.8,112789.9,58998.9,363,30.9527,12.9964
2014,460000,海南省,3500.72,38923.7,903.48,1586266,441674.2,1144591.8,3038,278.88,157.1897
2014,350000,福建省,24055.76,63472,3806,17740784.1,11345229.3,6395554.7,24322,1732.4503,944.8456
2014,510000,四川省,28536.66,35128,8140.2,7020297,4483913.3,2536383.7,10253,827.5197,467.1597
2014,650000,新疆维吾尔自治区,9273.46,40648,2298.47,2767231.5,2348076.3,419155.2,1325,75.8597,40.6212
2014,610000,陕西省,17689.94,46929,3775.12,2736448.5,1392979.8,1343468.6,6782,447.3422,241.1131
2014,360000,江西省,15714.63,34674,4542.16,4273082.2,3202531.9,1070550.4,7020,670.2478,437.6938
2014,330000,浙江省,40173.03,73002.0534,5508,35503976.5,27332704.6,8171271.9,31005,2628.8101,1526.8073
2014,450000,广西壮族自治区,15672.8933,33089.609,4754,4054885.1,2432742.5,1622142.6,3949,373.9588,193.7381
2014,410000,河南省,34938.24,37071.7173,9436,6497220.9,3938303.1,2558917.8,10056,588.7807,296.9242
2014,310000,上海市,23567.6953,97370,2425.68,46639983.8,21013386.4,25626597.5,68952,5304.6708,3359.5567
2014,530000,云南省,12814.59,27263.6349,4713.9,2960742.2,1878746.5,1081995.7,4046,252.5272,144.4571
2014,150000,内蒙古自治区,17770.1888,71046.3688,2504.81,1455632.1,639354.8,816277.3,3036,264.4933,122.8567
2014,120000,天津市,15726.93,105231.3467,1516.81,13388607.5,5259065.8,8129541.7,11507,1441.4556,824.8566
2014,110000,北京市,21330.83,99995,2151.6,41551859.3,6233841.7,35318017.6,28041,2010.2652,1191.6114
2014,500000,重庆市,14262.6,47850,2991.4,9543157.8,6340079.9,3203077.9,5147,675.1691,425.4275
2014,142,中国,643563.1045,46911.7187,137646,,,,,,
2013,220000,吉林省,13046.4,47428,2751.28,2583173.5,673890.6,1909282.9,4350,317.7854,153.3344
2013,210000,辽宁省,27213.22,61996.1727,4390,11447818.9,6452200.7,4995618.2,17250,1832.0684,1135.992
2013,540000,西藏自治区,815.67,26326,312.04,331940.9,326905,5035.9,240,13.1053,8.1079
2013,520000,贵州省,8086.86,23151,3502.22,829010.1,688597.5,140412.6,1386,118.5564,62.5152
2013,340000,安徽省,19229.3371,32000.8938,6029.8,4551896.9,2825131.4,1726765.5,4466,416.1207,226.6047
2013,150000,内蒙古自治区,16916.5029,67835.6008,2497.61,1199457.2,409256.1,790201.1,2925,229.1137,108.4368
2013,310000,上海市,21818.15,90993,2415.15,44126821.6,20418002.6,23708819,64412,4579.3284,2823.0457
2013,440000,广东省,62474.79,58833,10644,109158143.7,63636384.5,45521759.2,100639,5126.4031,3037.1486
2013,110000,北京市,19800.81,94647.8813,2114.8,42899581.2,6309756.1,36589825.1,27061,1771.0468,1058.5103
2013,530000,云南省,11832.31,25322,4686.6,2530355.9,1567137.8,963218.1,4262,240.9703,141.3633
2013,130000,河北省,28442.95,38909,7332.61,5491157.1,3096060.9,2395096.2,6832,545.4198,272.2797
2013,630000,青海省,2122.06,36875,577.79,140274.3,84726.4,55547.9,370,29.8072,14.8851
2013,620000,甘肃省,6330.6923,24538.8511,2582.18,1023610.7,467732.2,555878.5,2229,65.1003,28.4028
2013,140000,山西省,12665.25,34983.8343,3629.8,1579097.9,799557.4,779540.5,3535,341.8155,199.0744
2013,420000,湖北省,24791.83,42825.76,5799,3638007.6,2283620.8,1354386.8,7693,653.566,349.2329
2013,640000,宁夏回族自治区,2577.57,39613,654.19,321768.6,255215.8,66552.8,488,35.3718,18.4895
2013,230000,黑龙江省,14454.9056,37696.9665,3835.02,3887909.4,1623172.6,2264736.8,4924,227.9427,131.0724
2013,430000,湖南省,24621.67,36943,6690.6,2517530.8,1482119.6,1035411.2,5020,404.8608,208.7227
2013,330000,浙江省,37756.58,68804.7198,5498,33578870.5,24874624.1,8704246.4,30674,2404.0813,1406.6464
2013,360000,江西省,14410.19,31930,4522.15,3674663.4,2816665.2,857998.2,6667,587.7046,384.3581
2013,650000,新疆维吾尔自治区,8443.84,37552.5452,2264.3,2756139.1,2226773.5,529365.6,1302,64.5319,36.1187
2013,610000,陕西省,16205.45,43117,3764,2012806.1,1022565.7,990240.4,6443,366.2889,209.7437
2013,460000,海南省,3177.56,35663,895.28,1498543.4,370648.6,1127894.8,3105,269.9357,152.8312
2013,320000,江苏省,59753.37,75354,7939.49,55080227,32880175.2,22200051.8,50514,6663.7647,3542.8158
2013,370000,山东省,55230.3249,56884.9371,9733.39,26653153.3,13419012.5,13234140.8,25755,1764.9089,994.5626
2013,350000,福建省,21868.49,58145,3774,16932090.1,10647442,6284648.1,23546,1565.1558,853.7482
2013,450000,广西壮族自治区,14449.904,30741.2063,4719,3282749.9,1869325.7,1413424.2,3756,319.2745,172.6796
2013,500000,重庆市,12783.26,43223,2970,6869216.4,4679589.9,2189626.5,5397,588.4087,369.0027
2013,510000,四川省,26392.07,32617,8107,6457465.8,4194905.6,2262560.2,9147,724.8972,413.3801
2013,410000,河南省,32191.2999,34211.4883,9413.35,5995686.8,3598710.2,2396976.6,9934,477.8674,244.7916
2013,120000,天津市,14442.01,100105.4288,1472.21,12850178.8,4900493.8,7949685,11413,1274.2286,720.7358
2013,142,中国,592963.2295,43496.6132,136726,,,,,,
2012,110000,北京市,17879.4,87475,2069.3,40810731.9,5963208.9,34847522.9,26535,1493.5519,907.0427
2012,650000,新疆维吾尔自治区,7505.31,33796,2232.78,2517005.9,1934564.7,582441.2,1311,66.5476,36.5367
2012,640000,宁夏回族自治区,2341.29,36394,647.19,221670.6,164111.7,57558.8,476,30.9821,16.8918
2012,630000,青海省,1893.54,33181,573.17,115747,72876.4,42870.5,347,28.2922,13.935
2012,620000,甘肃省,5650.204,21978,2577.55,890075.2,357354.5,532720.7,2262,69.7873,31.0846
2012,610000,陕西省,14453.68,38564,3753.09,1479903.2,865226.4,614676.8,5983,311.296,176.6684
2012,540000,西藏自治区,701.03,22936,307.62,342414.3,335518.4,6896,208,11.3079,7.3919
2012,530000,云南省,10309.47,22195,4659,2101373.2,1001737.1,1099636.1,3956,225.6104,133.8141
2012,520000,贵州省,6852.2,19710,3484.07,663155.8,495222.9,167932.9,1688,76.6967,41.9657
2012,510000,四川省,23872.8,29608,8076.2,5914359.8,3846906.5,2067453.2,9107,640.453,374.4499
2012,500000,重庆市,11409.6,38914,2945,5320358.2,3856758.2,1463600.1,4461,536.9369,311.549
2012,460000,海南省,2855.54,32377,886.55,1432209.6,313610,1118599.6,3105,270.72,143.3695
2012,450000,广西壮族自治区,13035.1015,27952,4682,2948446,1546775.2,1401670.8,3773,311.4288,167.4408
2012,440000,广东省,57067.9177,54095,10594,98402046,57405076.7,40996969.3,98564,4786.4532,2832.6899
2012,430000,湖南省,22154.2275,33480,6638.93,2194873.2,1260220,934653.2,4882,383.8065,196.4708
2012,420000,湖北省,22250.45,38572,5779,3196375.1,1939849.8,1256525.3,8023,582.7377,321.4953
2012,410000,河南省,29599.31,31499,9406,5173880.6,2967644.5,2206236,10168,463.4149,236.9677
2012,370000,山东省,50013.2449,51768,9684.97,24554432.4,12870920.5,11683511.9,25885,1581.142,896.7905
2012,360000,江西省,12948.88,28800,4503.9321,3341382.9,2511278.7,830104.3,7334,538.5714,349.042
2012,350000,福建省,19701.78,52763,3748,15593795.7,9783259.4,5810536.3,23381,1457.4439,804.4264
2012,340000,安徽省,17212.0506,28792,5988,3928454.3,2674850.2,1253604.1,4466,399.6177,207.0556
2012,330000,浙江省,34665.33,63374,5477,31240135.8,22451714.4,8788421.3,29595,2178.0979,1274.6618
2012,320000,江苏省,54058.22,68347,7919.98,54796148.9,32852352.2,21943796.8,50461,6249.999,3301.3797
2012,310000,上海市,20181.72,85373,2380.43,43658695.3,20673016.8,22985678.5,61461,4137.6765,2510.9166
2012,230000,黑龙江省,13691.58,35711,3834,3759029.1,1443517.3,2315511.8,5039,222.4677,127.8848
2012,220000,吉林省,11939.24,43415,2750.4,2456300.9,598268.4,1858032.5,4298,238.8975,130.2324
2012,210000,辽宁省,24846.43,56649,4389,10408999.7,5795905.3,4613094.4,17960,1855.6379,1171.307
2012,150000,内蒙古自治区,15880.5788,63886,2489.85,1125898.2,397016.3,728881.9,3114,258.0213,135.0358
2012,140000,山西省,12112.83,33628,3610.83,1504310.9,701604.1,802706.8,3623,319.6304,186.6757
2012,130000,河北省,26575.01,36584,7287.51,5056305.5,2959820.2,2096485.3,7426,489.5994,257.4992
2012,120000,天津市,12893.88,93173,1413.15,11563427.2,4831256.3,6732170.9,11491,1189.1259,649.4937
2012,142,中国,538579.9535,39771.3728,135922,,,,,,
2011,510000,四川省,21026.68,26133,8050,4772416.9,2902728.5,1869688.4,10026,574.1932,344.4371
2011,320000,江苏省,49110.27,62290,7898.8,53958089.4,31259005.7,22699083.7,52959,5728.5081,3050.0878
2011,420000,湖北省,19632.26,34197,5757.5,3358693.4,1953460.1,1405233.4,7473,518.9566,293.1743
2011,220000,吉林省,10568.83,38460,2749.41,2206093,499771.5,1706321.5,4327,232.5302,130.1736
2011,210000,辽宁省,22226.7,50760,4383,9603585.1,5104235.6,4499349.5,18164,1659.6914,1057.6958
2011,500000,重庆市,10011.37,34500,2919,2920763.5,1983164.8,937598.6,3985,451.9372,257.2875
2011,110000,北京市,16251.93,81658,2018.6,38955597.7,5899714.6,33055883.1,25672,1343.6427,803.2655
2011,410000,河南省,26931.03,28661,9388,3262257.8,1923991,1338266.8,10404,423.5283,225.2199
2011,610000,陕西省,12512.3,33464,3742.6,1464727,703502.6,761224.5,5765,198.8763,121.0792
2011,370000,山东省,45361.85,47335,9637,23588607.6,12571256.8,11017350.8,28915,1433.7447,817.4865
2011,130000,河北省,24515.76,33969,7240.51,5360083.5,2856984.9,2503098.6,8817,456.9978,241.5585
2011,520000,贵州省,5701.84,16413,3468.72,488757.9,298508.7,190249.2,2029,56.8147,32.3144
2011,640000,宁夏回族自治区,2102.21,33043,639.45,228574.7,159943,68631.6,579,43.9928,21.2998
2011,350000,福建省,17560.18,47377,3720,14352242.8,9283778.2,5068464.6,23727,1368.9837,753.8621
2011,330000,浙江省,32318.85,59249,5463,30937776.5,21634949.1,9302827.4,29288,2019.1886,1170.0019
2011,230000,黑龙江省,12582,32819,3834,3852267.5,1767298.5,2084969,5426,209.4112,122.4659
2011,650000,新疆维吾尔自治区,6610.05,30087,2208.71,2281967.2,1682572.4,599394.8,1247,56.0249,32.7717
2011,460000,海南省,2522.66,28898,877.34,1275603.6,254161.6,1021442,2960,220.6628,131.1822
2011,340000,安徽省,15300.65,25659,5968,3130924.5,1708263.9,1422660.7,5427,328.8412,184.3327
2011,530000,云南省,8893.12,19265,4630.8,1602877.3,947245.4,655631.9,3919,206.4109,121.1051
2011,120000,天津市,11307.28,85213,1355,10337616.5,4448194.1,5889422.5,11850,1148.0637,647.6447
2011,630000,青海省,1670.44,29522,568.17,92381.8,66182.3,26199.4,471,31.436,14.8794
2011,430000,湖南省,19669.56,29880,6595.6,1894376.3,990379.6,903996.7,5257,349.5844,182.9534
2011,310000,上海市,19195.69,82560,2347.46,43754861.5,20967384.3,22787477.2,58993,3773.5308,2262.3157
2011,360000,江西省,11702.82,26150,4488.4367,3146880.9,2187606.3,959274.7,6926,490.8056,312.847
2011,150000,内蒙古自治区,14359.88,57974,2481.71,1193090.4,468697.3,724393.1,3601,255.1906,135.6084
2011,440000,广东省,53210.28,50807,10504.8488,91346733.1,53192656.9,38154076.2,97084,4524.6597,2684.7527
2011,540000,西藏自治区,605.83,20077,303.3,135836.9,118284.9,17551.9,298,7.2594,4.573
2011,450000,广西壮族自治区,11720.87,25326,4645,2335596.6,1245775.8,1089820.8,4650,299.4209,160.8168
2011,140000,山西省,11237.55,31357,3593,1474305.6,542512.4,931793.3,3849,318.9867,139.5097
2011,620000,甘肃省,5020.37,19595,2564.19,872857.9,215877.9,656980,2177,63.9371,28.5703
2011,142,中国,487940.1805,36277.1363,134916,,,,,,
2010,410000,河南省,23092.36,24446,9405.4697,1783151.4,1052937.2,730214.2,10254,378.6593,205.3528
2010,420000,湖北省,15967.61,27906,5727.9143,2593211,1444179.5,1149031.5,7486,428.6443,243.1398
2010,450000,广西壮族自治区,9569.85,20219,4610,1773890.6,960307.3,813583.3,5327,279.7309,154.7765
2010,140000,山西省,9200.86,26283,3574.1145,1257622.5,470281.5,787341,3665,229.2888,111.2846
2010,150000,内蒙古自治区,11672,47347,2472.1786,872974.1,333442.6,539531.5,3693,232.4266,122.3998
2010,520000,贵州省,4602.16,13119,3478.9408,314680.1,192018,122662.1,1936,41.319,25.0965
2010,230000,黑龙江省,10368.6,27076,3833.4024,2551541.5,1628078.6,923462.9,5814,196.1743,120.4598
2010,320000,江苏省,41425.48,52840,7869.34,46579895.9,27053869,19526026.9,51666,5081.0645,2738.9936
2010,350000,福建省,14737.12,40025,3693,10878328.9,7149312.8,3729016.1,23463,1248.3059,693.5845
2010,540000,西藏自治区,507.46,17027,300.7218,83606.7,77102.9,6503.8,264,5.3384,2.9569
2010,530000,云南省,7224.18,15752,4601.6,1343012,760576.7,582435.3,3833,179.4854,104.5035
2010,430000,湖南省,16037.96,24719,6570.1,1465639,795598.9,670040.1,5410,324.0643,161.1111
2010,620000,甘肃省,4120.75,16113,2559.98,740295.3,163778.5,576516.8,2116,62.8872,27.6599
2010,110000,北京市,14113.58,73856,1961.9,30172154.8,5543621.1,24628533.7,24853,1192.0582,714.7714
2010,460000,海南省,2064.5,23831,868.5512,864857.7,232033,632824.7,4171,258.8588,145.4529
2010,130000,河北省,20394.26,28668,7193.6,4206037,2255644.3,1950392.7,9531,403.4793,216.6286
2010,220000,吉林省,8667.58,31599,2746.6021,1684518.2,447584.9,1236933.3,4309,222.5871,122.9942
2010,340000,安徽省,12359.33,20888,5956.7096,2427337.2,1241288.8,1186048.4,5633,303.2426,173.4905
2010,610000,陕西省,10123.48,27133,3735.2267,1210168.1,620821.5,589346.6,5378,180.4363,110.1224
2010,630000,青海省,1350.43,24115,563,78896.1,46619.7,32276.4,499,23.4915,13.8897
2010,370000,山东省,39169.92,41106,9587.8641,18915629.2,10422560.4,8493068.8,29486,1245.2325,728.6501
2010,650000,新疆维吾尔自治区,5437.47,25034,2185.11,1713011,1296865.2,416145.8,1751,52.2898,33.2979
2010,640000,宁夏回族自治区,1689.65,26860,632.96,195998.9,117000.2,78998.7,529,39.6404,17.8526
2010,360000,江西省,9451.26,21253,4462.2489,2161917.7,1341606.3,820311.4,7574,439.1746,281.3573
2010,210000,辽宁省,18457.27,42355,4374.9,8071214.8,4309871.1,3761343.7,18377,1476.1522,975.352
2010,440000,广东省,46013.06,44736,10440.9641,78489612.4,45319116,33170496.4,93756,4212.6023,2494.9349
2010,330000,浙江省,27722.31,51711,5446.51,25353465.6,18046478.3,7306987.3,28769,1832.3307,1069.4168
2010,142,中国,412119.2558,30807.9327,134091,,,,,,
2010,510000,四川省,17185.48,21182,8044.92,3269386.4,1884062.5,1385323.9,12050,543.8332,334.5699
2010,310000,上海市,17165.98,76074,2302.6608,36895065.2,18071398.2,18823667,55666,3393.8487,2009.1861
2010,120000,天津市,9224.46,72994,1299.29,8210005,3748482.6,4461522.4,12918,1096.2359,620.4418
2010,500000,重庆市,7925.58,27596,2884.62,1242707.4,748893.7,493813.7,4827,348.8453,203.5
2009,610000,陕西省,8169.8,21688,3772,840539.2,398814.9,441724.3,5097,162.0431,96.9418
2009,540000,西藏自治区,441.36,15295,290.03,40209.8,37547.1,2662.7,243,6.3579,3.6003
2009,530000,云南省,6169.75,13539,4571,804759.5,451325.2,353434.3,3880,158.9354,92.8444
2009,520000,贵州省,3912.68,10309,3798,230421.2,135661.2,94760,1966,35.6542,21.373
2009,510000,四川省,14151.28,17339,8185,2416865.1,1416944.7,999920.4,11521,461.209,280.0608
2009,500000,重庆市,6530.01,22920,2859,771252.1,428007.1,343245,4447,277.9961,162.4732
2009,460000,海南省,1654.21,19254,864.07,488163.3,130863.2,357300.1,4531,903.3588,162.3191
2009,450000,广西壮族自治区,7759.16,16045,4856,1425472.6,837537,587935.6,4391,271.9819,149.783
2009,440000,广东省,39482.56,41166,9638,61109404.9,35895489.3,25213915.6,90189,3939.3085,2343.1256
2009,430000,湖南省,13059.69,20428,6406,1014946.6,549203.4,465743.2,5220,279.626,158.1587
2009,420000,湖北省,12961.1,22677,5720,1725101.5,997879.6,727221.9,7237,377.1918,219.7563
2009,410000,河南省,19480.46,20597,9487,1347641.5,734537.6,613103.9,10676,346.5771,190.8545
2009,370000,山东省,33896.65,35894,9470.3,13905336.9,7949070.6,5956266.3,30579,1119.8899,646.6567
2009,360000,江西省,7655.18,17335,4432.1581,1277878.2,736848.8,541029.5,6822,369.1467,230.7296
2009,350000,福建省,12236.53,33840,3627,7964959.2,5331911,2633048.3,23609,1174.5126,653.5595
2009,340000,安徽省,10062.82,16408,6131,1567772.6,888648.7,679123.9,5579,279.0596,159.8971
2009,330000,浙江省,22990.35,44641,5180,18773086.3,13301295.4,5471790.9,28252,1639.9746,950.0046
2009,320000,江苏省,34457.3,44744,7725,33873970.3,19919919,13954051.3,50241,4443.948,2394.724
2009,142,中国,348517.7437,26179.54,133450,,,,,,
2009,310000,上海市,15046.45,78989,1921,27771361.1,14179602.7,13591758.4,52278,3084.294,1818.9238
2009,230000,黑龙江省,8587,22447,3826,1622951.3,1008212.7,614738.6,5957,180.5126,108.7188
2009,220000,吉林省,7278.75,26595,2739.55,1174240.7,312493.5,861747.3,4203,192.6924,106.266
2009,210000,辽宁省,15212.49,35239,4319,6293437.8,3341492.8,2951944.9,19893,1317.8296,849.3797
2009,150000,内蒙古自治区,9740.25,40282,2422.07,677406.6,231547.6,445859,3675,239.9401,134.6294
2009,140000,山西省,7358.31,21522,3427.36,856903.2,283745.5,573157.7,3535,204.9657,101.135
2009,130000,河北省,17235.48,24581,7034.4,2962725.2,1568890.2,1393835.1,9559,370.3993,198.6817
2009,120000,天津市,7521.85,62574,1228.16,6383123.4,2989271.9,3393851.5,12288,977.1998,548.5249
2009,110000,北京市,12153.03,70452,1755,21473305.3,4837932,16635373.3,23293,1066.0793,625.2695
2009,650000,新疆维吾尔自治区,4277.05,19942,2158.63,1394783.1,1093456.3,301326.8,1639,47.7681,31.0129
2009,640000,宁夏回族自治区,1353.31,21777,625.2,120247.9,74293,45954.9,669,25.2931,13.7921
2009,630000,青海省,1081.27,19454,557.3,58678.5,25187.6,33491,495,28.3627,16.6024
2009,620000,甘肃省,3387.56,12872,2635.46,386555.4,73551.2,313004.3,2045,49.1972,22.5819
2008,142,中国,319244.6128,24100.2082,132802,,,,,,
2008,650000,新疆维吾尔自治区,4183.21,19893,2130.8,2221736,1929910,291826,1402,45.5973,29.2114
2008,640000,宁夏回族自治区,1203.92,17892,617.69,187940.4,125836.8,62103.6,637,24.4918,13.2775
2008,630000,青海省,1018.62,17389,554.3,68882.3,41910,26972.3,469,33.1143,20.157
2008,620000,甘肃省,3166.82,12110,2628.12,609543.3,160135.4,449407.9,2142,38.2693,18.4735
2008,610000,陕西省,7314.58,18246,3762,832882.6,538081.7,294800.9,4312,136.9162,80.7731
2008,540000,西藏自治区,394.85,13861,287,76582.9,70757.2,5825.7,132,5.4969,3.2678
2008,530000,云南省,5692.12,12587,4543,959691.6,498441.3,461250.3,4084,141.0647,82.5554
2008,520000,贵州省,3561.56,8824,3792.73,336620.8,190077.5,146543.2,2201,32.1526,19.3102
2008,510000,四川省,12601.23,15378,8138,2211364.7,1313248.5,898116.3,9398,421.1277,257.6581
2008,500000,重庆市,5793.66,18025,2839,952139.4,572204.9,379934.5,4333,238.4816,133.2882
2008,460000,海南省,1503.06,17175,854,452851.7,158719.8,294131.9,4921,966.5869,159.6407
2008,450000,广西壮族自治区,7021,14966,4816,1323616.8,734744.4,588872.4,4297,258.2611,139.0703
2008,440000,广东省,36796.71,37589,9544,68496879.8,40566446.8,27930433,90114,3726.4634,2251.3748
2008,430000,湖南省,11555,17521,6380,1254719.4,841288.4,413431,5085,266.2161,153.7965
2008,420000,湖北省,11328.89,19860,5711,2070567,1170890.9,899676.1,7560,340.3043,200.8358
2008,410000,河南省,18018.53,19593,9429,1747933.7,1071889.7,676044,11166,293.0495,161.1046
2008,370000,山东省,30933.28,33083,9417.23,15840751.1,9319478.5,6521272.7,32052,1011.6252,570.7145
2008,360000,江西省,6971.05,14781,4400,1361793.1,772665.6,589127.5,6640,334.8481,208.5549
2008,350000,福建省,10823.01,30123,3604,8482106.8,5699184.3,2782922.5,23809,1121.2877,626.4456
2008,340000,安徽省,8851.66,14485,6135,2018384.8,1136411.1,881973.7,5523,254.6453,147.4882
2008,330000,浙江省,21462.69,42214,5120,21113373,15429623,5683749.9,28533,1582.5513,917.0119
2008,320000,江苏省,30981.98,39622,7677.3,39227193,23802940.8,15424252.2,49928,4159.2965,2203.101
2008,310000,上海市,14069.86,73124,1888.46,32205531,16914514.2,15291016.7,51532,2939.9062,1691.7491
2008,230000,黑龙江省,8314.37,21727,3825.39,2313059.3,1680624.4,632434.8,5901,161.6968,99.1399
2008,220000,吉林省,6426.1,23514,2734,1333212.5,477162.9,856049.6,4158,174.893,97.9547
2008,210000,辽宁省,13668.58,31259,4314.7,7243384.9,4206949.7,3036435.2,22321,1247.5583,801.272
2008,150000,内蒙古自治区,8496.2,32214,2413.73,891848.3,359185,532663.3,2326,221.5527,112.6548
2008,140000,山西省,7315.4,20398,3410.61,1439505.7,925311.6,514194,2168,179.9999,91.9934
2008,130000,河北省,16011.97,23239,6988.82,3842053.3,2400412.1,1441641.2,10536,338.4144,187.544
2008,120000,天津市,6719.01,55473,1176,8040083.6,4210299.1,3829784.6,14536,938.1364,532.5415
2008,110000,北京市,11115,63029,1695,27169289.9,5749960.9,21419329,22485,982.9471,563.0779
2007,210000,辽宁省,11164.3,25729,4298,5947434.5,3532408.9,2415025.6,14739,1087.6667,681.2395
2007,450000,广西壮族自治区,5823.41,12555,4768,925899.7,510915.7,414984,2468,219.0786,124.1153
2007,130000,河北省,13607.32,19877,6943,2552341,1700040.6,852300.9,3696,291.1311,160.5973
2007,340000,安徽省,7360.92,12045,6118,1593228.6,881373.4,711855.2,2637,237.5455,140.3435
2007,140000,山西省,6024.45,16945,3393,1157948.3,653249.2,504699.1,779,177.8671,87.9759
2007,230000,黑龙江省,7104,18478,3824,1729659.3,1225712.2,503947.1,2464,144.8939,88.9163
2007,510000,四川省,10562.39,12893,8127,1437812.4,860595.9,577216.5,4247,268.6777,163.3968
2007,630000,青海省,797.35,14257,552,61207.3,38591.3,22616,151,24.2591,13.551
2007,220000,吉林省,5284.69,19383,2730,1029800.1,385705.6,644094.5,1963,313.3408,165.1084
2007,650000,新疆维吾尔自治区,3523.16,16999,2095,1371582.8,1150217,221365.8,509,30.8993,19.6627
2007,530000,云南省,4772.52,10540,4514,879356.7,476827.9,402528.8,2055,118.3255,66.5021
2007,420000,湖北省,9333.4,16206,5699,1486895.4,817293.9,669601.5,3964,313.4481,181.0455
2007,360000,江西省,5800.25,12633,4368,944854.1,544458.7,400395.4,4542,289.6852,183.7144
2007,620000,甘肃省,2702.4,10346,2617,552367,165865.7,386501.3,398,30.6394,16.5336
2007,440000,广东省,31777.01,33151,9449,63418595.4,36931608.8,26486986.6,66789,3507.0486,2040.8645
