CRE_Gdpct(Merge Query)
年度标识,城市名称,城市代码,省份名称,生产总值,年末总人口,人口密度,外商新签合同数,外商协议投资金额,外商实际投资额
2016,清远市,441800,广东省,1387.7104,432.0900,,16.0000,31702.0000,10717.0000
2016,阳江市,441700,广东省,1270.7564,296.0600,,15.0000,28318.0000,6990.0000
2016,河源市,441600,广东省,898.7162,373.3200,,35.0000,36449.0000,9500.0000
2016,汕尾市,441500,广东省,828.4882,361.8900,,16.0000,12916.0000,4442.0000
2016,梅州市,441400,广东省,1045.5668,551.4000,,37.0000,38213.0000,5711.0000
2016,惠州市,441300,广东省,3412.1671,364.3100,,154.0000,213412.0000,114251.0000
2016,肇庆市,441200,广东省,2084.0190,444.1700,,42.0000,135134.0000,37049.0000
2016,茂名市,440900,广东省,2636.7435,798.8500,,57.0000,30084.0000,7547.0000
2016,湛江市,440800,广东省,2584.4327,834.8100,,12.0000,27267.0000,6133.0000
2016,江门市,440700,广东省,2418.7806,393.9300,,123.0000,107661.0000,47634.0000
2016,佛山市,440600,广东省,8630.0002,400.1800,,229.0000,222794.0000,147166.0000
2016,汕头市,440500,广东省,2080.9729,559.3100,,21.0000,26937.0000,9086.0000
2016,珠海市,440400,广东省,2226.3708,114.7800,,803.0000,905590.0000,229465.0000
2016,深圳市,440300,广东省,19492.6012,400.4700,,4132.0000,5219268.0000,673221.0000
2016,韶关市,440200,广东省,1218.3920,334.3900,,14.0000,19635.0000,5062.0000
2016,广州市,440100,广东省,19547.4420,870.4900,,1757.0000,990123.0000,570121.0000
2016,娄底市,431300,湖南省,1400.1393,,,16.0000,,39800.0000
2016,怀化市,431200,湖南省,1400.3368,,,3.0000,,4235.0000
2016,永州市,431100,湖南省,1565.8072,,,41.0000,,95300.0000
2016,郴州市,431000,湖南省,2204.1285,,,41.0000,,151976.0000
2016,益阳市,430900,湖南省,1493.1802,,,9.0000,,23947.0000
2016,张家界市,430800,湖南省,493.0990,,,5.0000,,10179.0000
2016,常德市,430700,湖南省,2953.8202,,,35.0000,,88889.0000
2016,岳阳市,430600,湖南省,3100.8720,,,17.0000,,41539.0000
2016,邵阳市,430500,湖南省,1530.2577,,,27.0000,,22547.0000
2016,衡阳市,430400,湖南省,2853.0158,,,144.0000,,114560.0000
2016,湘潭市,430300,湖南省,1866.7869,,,37.0000,,105503.0000
2016,株洲市,430200,湖南省,2488.4543,,,106.0000,,105130.0000
2016,长沙市,430100,湖南省,9356.9088,,,177.0000,,481385.0000
2016,菏泽市,371700,山东省,2560.2400,1014.5700,,11.0000,299777.0000,25018.0000
2016,滨州市,371600,山东省,2470.1013,392.1300,,5.0000,7962.0000,38579.0000
2016,聊城市,371500,山东省,2859.1800,632.5200,,11.0000,19150.0000,6720.0000
2016,德州市,371400,山东省,2932.9900,592.9800,,12.0000,19062.0000,12099.0000
2016,临沂市,371300,山东省,4026.7500,1140.8400,,26.0000,74500.0000,22768.0000
2016,莱芜市,371200,山东省,702.7600,129.0500,,6.0000,19656.0000,15291.0000
2016,日照市,371100,山东省,1802.4900,299.7200,,30.0000,14470.0000,57858.0000
2016,威海市,371000,山东省,3212.2000,255.8600,,188.0000,101891.0000,121145.0000
2016,泰安市,370900,山东省,3316.7900,568.6600,,61.0000,82204.0000,51605.0000
2016,济宁市,370800,山东省,4301.8200,875.7300,,21.0000,23348.0000,50657.0000
2016,潍坊市,370700,山东省,5170.6000,901.3200,,45.0000,137963.0000,106431.0000
2016,烟台市,370600,山东省,6925.6587,655.4200,,232.0000,325036.0000,206173.0000
2016,东营市,370500,山东省,3479.6000,192.8100,,7.0000,4641.0000,22302.0000
2016,枣庄市,370400,山东省,2142.6335,413.2300,,10.0000,14590.0000,10504.0000
2016,淄博市,370300,山东省,4412.0100,432.4300,,28.0000,25889.0000,63509.0000
2016,青岛市,370200,山东省,10011.2900,791.3500,,680.0000,765635.0000,700273.0000
2016,济南市,370100,山东省,6536.1165,632.8300,,104.0000,179577.0000,171624.0000
2016,上饶市,361100,江西省,1817.7664,675.1617,,73.0000,62509.0000,103857.0000
2016,抚州市,361000,江西省,1210.9070,401.0832,,26.0000,42542.0000,32373.0000
2016,宜春市,360900,江西省,1781.9520,553.2459,,14.0000,76306.0000,70769.0000
2016,吉安市,360800,江西省,1461.3721,491.7931,,114.0000,117441.0000,97473.0000
2016,赣州市,360700,江西省,2207.1959,858.8673,,68.0000,146648.0000,151543.0000
2016,鹰潭市,360600,江西省,695.3489,115.9268,,61.0000,30133.0000,26460.0000
2016,新余市,360500,江西省,1036.1912,117.3707,,7.0000,-681.0000,39868.0000
2016,九江市,360400,江西省,2096.1347,484.7612,,75.0000,90479.0000,180313.0000
2016,萍乡市,360300,江西省,998.2752,191.4224,,47.0000,40107.0000,33664.0000
2016,景德镇市,360200,江西省,840.1484,165.4896,,11.0000,14846.0000,18772.0000
2016,南昌市,360100,江西省,4354.9927,537.1425,,72.0000,128446.0000,288964.0000
2016,杭州市,330100,浙江省,11313.7200,735.9994,,462.0000,,720915.0000
2016,上海市,310000,上海市,29887.0200,1450.0000,,5153.0000,5097800.0000,1851400.0000
2016,白城市,220800,吉林省,700.1392,193.4600,,4.0000,524.0000,17512.0000
2016,松原市,220700,吉林省,1651.6898,278.3700,,4.0000,,38557.0000
2016,白山市,220600,吉林省,696.6243,121.6000,,1.0000,19.0000,29860.0000
2016,通化市,220500,吉林省,947.5914,219.8500,,4.0000,48697.0000,46939.0000
2016,辽源市,220400,吉林省,765.2485,119.8000,,,1688.0000,32455.0000
2016,四平市,220300,吉林省,1193.8035,324.4900,,,46.0000,28516.0000
2016,吉林市,220200,吉林省,2453.5091,422.4600,,6.0000,10210.0000,115403.0000
2016,长春市,220100,吉林省,5986.4200,753.4300,,28.0000,97137.0000,649792.0000
2016,天津市,120000,天津市,17837.8900,1044.4000,,1106.0000,3082564.0000,1010046.0000
2016,北京市,110000,北京市,27041.2000,1362.9000,,1073.0000,,1302858.0000
2015,和田地区,653200,新疆维吾尔自治区,234.0523,232.4300,,1.0000,2230.0000,2229.0000
2015,喀什地区,653100,新疆维吾尔自治区,780.1202,449.9200,,3.0000,35.0000,1008.0000
2015,克孜勒苏柯尔克孜自治州,653000,新疆维吾尔自治区,100.0297,59.6100,,,,570.0000
2015,阿克苏地区,652900,新疆维吾尔自治区,810.1842,253.0500,,,126.0000,572.0000
2015,巴音郭楞蒙古自治州,652800,新疆维吾尔自治区,1039.0002,139.3800,,2.0000,536.0000,2737.0000
2015,博尔塔拉蒙古自治州,652700,新疆维吾尔自治区,287.2055,47.9700,,1.0000,472.0000,
2015,阿勒泰地区,654300,新疆维吾尔自治区,222.1166,66.8000,,,1200.0000,1418.0000
2015,塔城地区,654200,新疆维吾尔自治区,593.1633,102.4200,,1.0000,500.0000,2.0000
2015,伊犁哈萨克自治州,654000,新疆维吾尔自治区,1624.3371,469.6300,,5.0000,26310.0000,3755.0000
2015,昌吉回族自治州,652300,新疆维吾尔自治区,1140.0132,139.2800,,3.0000,3748.0000,3597.0000
2015,哈密地区,652200,新疆维吾尔自治区,423.5687,61.6700,,,,
2015,吐鲁番地区,652100,新疆维吾尔自治区,208.5846,65.1900,,2.0000,684.0000,518.0000
2015,克拉玛依市,650200,新疆维吾尔自治区,629.4299,29.9700,38.7800,1.0000,2.0000,
2015,乌鲁木齐市,650100,新疆维吾尔自治区,2631.6398,266.8300,193.6500,26.0000,41791.0000,24079.0000
2015,恩施土家族苗族自治州,422800,湖北省,670.8100,402.6100,,,,
2015,随州市,421300,湖北省,785.2600,250.9700,,2.0000,,11398.0000
2015,咸宁市,421200,湖北省,1030.0700,300.4100,,10.0000,,6474.0000
2015,黄冈市,421100,湖北省,1589.2400,744.4200,,13.0000,,10357.0000
2015,荆州市,421000,湖北省,1590.5000,643.1900,,14.0000,,13295.0000
2015,孝感市,420900,湖北省,1457.2000,526.4800,,24.0000,,34501.0000
2015,荆门市,420800,湖北省,1388.4600,299.0900,,21.0000,,34000.0000
2015,鄂州市,420700,湖北省,730.0100,110.2900,,5.0000,,24450.0000
2015,襄阳市,420600,湖北省,3382.1200,591.5800,,12.0000,,72780.0000
2015,宜昌市,420500,湖北省,3384.8000,398.1800,,10.0000,,35450.0000
2015,十堰市,420300,湖北省,1300.1200,345.9400,,7.0000,,23805.0000
2015,黄石市,420200,湖北省,1228.1100,267.9700,,11.0000,,12693.0000
2015,武汉市,420100,湖北省,10905.6000,829.2700,,143.0000,,734303.0000
2015,大兴安岭地区,232700,黑龙江省,135.1000,47.2416,,,3305.0000,3305.0000
2015,绥化市,231200,黑龙江省,1272.2000,548.5074,157.4300,2.0000,30308.0000,25721.0000
2015,黑河市,231100,黑龙江省,447.7000,167.9423,24.5800,2.0000,12156.0000,11255.0000
2015,牡丹江市,231000,黑龙江省,1178.6000,255.0229,67.4800,3.0000,45134.0000,46273.0000
2015,七台河市,230900,黑龙江省,212.7000,83.1095,133.4200,,770.0000,770.0000
2015,佳木斯市,230800,黑龙江省,810.2000,229.1936,72.7700,,25105.0000,24255.0000
2015,伊春市,230700,黑龙江省,248.2000,121.1895,36.8900,,990.0000,1050.0000
2015,大庆市,230600,黑龙江省,2983.5000,277.4848,129.6000,4.0000,90980.0000,73455.0000
2015,双鸭山市,230500,黑龙江省,433.3000,147.4346,64.9900,3.0000,4182.0000,2800.0000
2015,鹤岗市,230400,黑龙江省,265.6000,105.6070,72.2100,,7324.0000,7030.0000
2015,鸡西市,230300,黑龙江省,514.7000,181.1696,80.7800,,13840.0000,14040.0000
2015,齐齐哈尔市,230200,黑龙江省,1270.3000,549.3897,129.2700,11.0000,56063.0000,47282.0000
2015,哈尔滨市,230100,黑龙江省,5751.2000,961.3743,180.9800,53.0000,273725.0000,282712.0000
2015,驻马店市,411700,河南省,1807.6928,905.2110,617.2500,14.0000,57632.0000,36888.0000
2015,周口市,411600,河南省,2089.6975,1141.9440,1040.0500,14.0000,27395.0000,49052.0000
2015,信阳市,411500,河南省,1879.6676,869.7690,477.9900,3.0000,16313.0000,49517.0000
2015,商丘市,411400,河南省,1812.1623,909.4700,897.8000,54.0000,24607.0000,34346.0000
2015,南阳市,411300,河南省,2866.8156,1182.5100,448.5300,21.0000,44587.0000,57136.0000
2015,三门峡市,411200,河南省,1251.0383,228.5300,217.2300,14.0000,29688.0000,100817.0000
2015,漯河市,411100,河南省,992.5895,278.8850,995.5400,19.0000,71168.0000,85574.0000
2015,许昌市,411000,河南省,2171.1562,489.6060,1010.6100,10.0000,34895.0000,68090.0000
2015,濮阳市,410900,河南省,1328.3410,391.9000,1024.3600,12.0000,17930.0000,57544.0000
2015,焦作市,410800,河南省,1926.0785,370.6320,913.7800,8.0000,27840.0000,78735.0000
2015,新乡市,410700,河南省,1975.0287,606.8730,735.0600,7.0000,39411.0000,95072.0000
2015,鹤壁市,410600,河南省,715.6528,163.0140,774.5200,12.0000,41251.0000,77067.0000
2015,安阳市,410500,河南省,1872.3480,582.4950,839.2300,23.0000,36163.0000,49454.0000
2015,平顶山市,410400,河南省,1686.0060,543.6260,713.0200,1.0000,21708.0000,40633.0000
2015,洛阳市,410300,河南省,3469.0273,700.2800,477.8200,21.0000,46057.0000,255371.0000
2015,开封市,410200,河南省,1605.8404,516.6910,859.7100,3.0000,55013.0000,58807.0000
2015,郑州市,410100,河南省,7311.5210,770.4360,1087.8300,58.0000,125514.0000,382661.0000
2015,崇左市,451400,广西壮族自治区,682.8200,248.8000,143.6600,6.0000,5089.0000,7372.8000
2015,来宾市,451300,广西壮族自治区,557.9300,265.8400,198.3400,4.0000,4033.0000,2966.0000
2015,河池市,451200,广西壮族自治区,618.0300,424.5400,126.9600,1.0000,8434.0000,12044.0000
2015,贺州市,451100,广西壮族自治区,468.1100,239.7900,204.2000,4.0000,11623.0000,790.0000
2015,百色市,451000,广西壮族自治区,980.4200,413.1900,114.0900,1.0000,1593.0000,1501.0000
2015,玉林市,450900,广西壮族自治区,1445.9100,710.7300,553.9500,4.0000,1940.0000,3421.0000
2015,贵港市,450800,广西壮族自治区,865.2000,548.9400,517.8300,1.0000,676.0000,2530.0000
2015,钦州市,450700,广西壮族自治区,944.4200,404.1000,332.1800,12.0000,55127.0000,44923.0000
2015,防城港市,450600,广西壮族自治区,620.7100,95.6100,153.9000,4.0000,22916.0000,2780.0000
2015,北海市,450500,广西壮族自治区,891.9400,171.9700,515.4300,11.0000,3715.0000,18611.0000
2015,梧州市,450400,广西壮族自治区,1078.6500,343.9200,273.2800,6.0000,1300.0000,1437.0000
2015,桂林市,450300,广西壮族自治区,1942.9000,528.9700,190.2300,15.0000,89319.0000,65554.6000
2015,柳州市,450200,广西壮族自治区,2298.6200,381.6200,205.4100,4.0000,31925.0000,
2015,南宁市,450100,广西壮族自治区,3410.0800,740.2300,332.8100,69.0000,97978.0000,70109.0000
2015,宁德市,350900,福建省,1487.3600,348.9200,259.4400,18.0000,45068.0000,21007.0000
2015,龙岩市,350800,福建省,1738.4900,309.3800,162.0900,25.0000,56501.0000,26853.0000
2015,南平市,350700,福建省,1339.4300,319.8600,121.7700,19.0000,53806.0000,14532.0000
2015,漳州市,350600,福建省,2767.3500,502.0800,389.7500,125.0000,131223.0000,108500.0000
2015,泉州市,350500,福建省,6137.7100,722.4500,655.4700,102.0000,99498.0000,158036.0000
2015,三明市,350400,福建省,1713.0500,284.2100,123.6700,27.0000,24286.0000,15636.0000
2015,莆田市,350300,福建省,1655.6000,344.2600,832.7300,24.0000,26662.0000,37750.0000
2015,厦门市,350200,福建省,3466.0300,211.1500,1241.9100,726.0000,416303.0000,209373.0000
2015,福州市,350100,福建省,5618.0800,678.3700,534.9100,339.0000,317473.0000,167852.0000
2015,安康市,610900,陕西省,744.0410,304.7999,129.5900,,,
2015,榆林市,610800,陕西省,2461.1990,377.4565,86.4100,4.0000,13277.0000,10653.0000
2015,汉中市,610700,陕西省,1034.8860,385.2105,141.3100,1.0000,2237.0000,1054.0000
2015,延安市,610600,陕西省,1195.8500,235.5017,63.7300,1.0000,3127.0000,
2015,渭南市,610500,陕西省,1364.4200,556.7154,424.0900,3.0000,854.0000,289.0000
2015,咸阳市,610400,陕西省,1925.7710,527.5892,518.2100,5.0000,20070.0000,13443.0000
2015,宝鸡市,610300,陕西省,1585.0240,384.5440,211.9800,1.0000,69.0000,268.0000
2015,铜川市,610200,陕西省,266.4060,83.6444,216.3800,,,
2015,西安市,610100,陕西省,5932.8610,815.6561,808.1600,71.0000,470425.0000,400833.0000
2015,迪庆藏族自治州,533400,云南省,161.1400,40.8000,,,4700.0000,4800.0000
2015,怒江傈僳族自治州,533300,云南省,113.1500,54.2000,,1.0000,2900.0000,
2015,德宏傣族景颇族自治州,533100,云南省,292.3200,127.9000,,4.0000,5900.0000,3100.0000
2015,大理白族自治州,532900,云南省,900.1000,354.4000,,7.0000,13600.0000,10800.0000
2015,西双版纳傣族自治州,532800,云南省,335.9100,116.4000,,6.0000,,3500.0000
2015,文山壮族苗族自治州,532600,云南省,670.0400,360.7000,,2.0000,2700.0000,
2015,红河哈尼族彝族自治州,532500,云南省,1221.0800,465.0000,,8.0000,21400.0000,7600.0000
2015,楚雄彝族自治州,532300,云南省,762.9700,273.3000,,8.0000,11200.0000,3400.0000
2015,临沧市,530900,云南省,502.1200,250.9000,99.4900,2.0000,300.0000,6900.0000
2015,普洱市,530800,云南省,514.0100,260.5000,55.0800,2.0000,1000.0000,5300.0000
2015,丽江市,530700,云南省,289.6100,128.0000,57.0200,2.0000,,300.0000
2015,昭通市,530600,云南省,708.3800,543.0000,266.9300,2.0000,1200.0000,400.0000
2015,保山市,530500,云南省,551.9600,258.1000,131.8900,1.0000,300.0000,9900.0000
2015,玉溪市,530400,云南省,1244.5200,236.2000,141.3200,2.0000,400.0000,2600.0000
2015,曲靖市,530300,云南省,1630.2600,604.7000,224.1800,6.0000,36200.0000,14000.0000
2015,昆明市,530100,云南省,3968.0100,667.7000,301.8600,75.0000,76700.0000,194400.0000
2015,甘南藏族自治州,623000,甘肃省,126.5416,72.8276,,,,
2015,临夏回族自治州,622900,甘肃省,211.4087,225.0230,,1.0000,572.1600,5.0000
2015,陇南市,621200,甘肃省,315.1353,285.7608,102.7300,,,950.0000
2015,定西市,621100,甘肃省,304.9178,300.8745,153.5000,,,
2015,庆阳市,621000,甘肃省,609.4314,267.3111,98.4500,1.0000,1848.5600,1138.4000
2015,酒泉市,620900,甘肃省,544.7962,101.3170,5.7700,2.0000,877.8300,6974.3500
2015,平凉市,620800,甘肃省,347.6994,233.0761,208.5900,,,
2015,张掖市,620700,甘肃省,373.5251,130.0726,31.0100,2.0000,1798.3000,798.8700
2015,武威市,620600,甘肃省,416.1873,190.0427,57.1600,2.0000,1411.9700,544.1500
2015,天水市,620500,甘肃省,553.7728,367.1723,257.0600,,-5355.3100,
2015,白银市,620400,甘肃省,434.2749,180.7636,85.5500,1.0000,1137.6500,542.0200
2015,金昌市,620300,甘肃省,224.5161,45.6859,51.7100,,,
2015,嘉峪关市,620200,甘肃省,190.0442,20.2544,68.1400,2.0000,27511.0200,
2015,兰州市,620100,甘肃省,2095.9920,321.8984,246.0600,11.0000,13801.5400,82.6300
2015,凉山彝族自治州,513400,四川省,1314.8400,503.9000,,,,
2015,甘孜藏族自治州,513300,四川省,213.0400,109.2000,,,,
2015,阿坝藏族羌族自治州,513200,四川省,265.0400,91.4000,,,,
2015,资阳市,512000,四川省,1270.3800,503.7000,633.1700,6.0000,,12583.0000
2015,巴中市,511900,四川省,501.3400,379.5000,309.1200,6.0000,,2476.0000
2015,雅安市,511800,四川省,502.5800,154.9000,103.0200,1.0000,,2000.0000
2015,达州市,511700,四川省,1350.7600,682.8000,411.7400,1.0000,,8050.0000
2015,广安市,511600,四川省,1005.6100,467.4000,736.4800,10.0000,,5484.0000
2015,宜宾市,511500,四川省,1525.9000,552.1000,415.9400,2.0000,,5501.0000
2015,眉山市,511400,四川省,1029.8600,349.1000,488.8000,3.0000,,14052.0000
2015,南充市,511300,四川省,1516.2000,742.3000,594.6900,4.0000,,7238.0000
2015,乐山市,511100,四川省,1301.2300,353.8000,278.2400,3.0000,,11558.0000
2015,内江市,511000,四川省,1198.5800,420.4000,779.8000,4.0000,,7109.0000
2015,遂宁市,510900,四川省,915.8100,378.8000,712.1400,4.0000,,7261.0000
2015,广元市,510800,四川省,605.4300,305.3000,186.9900,3.0000,,3776.0000
2015,绵阳市,510700,四川省,1700.3300,545.5000,269.1600,14.0000,,23221.0000
2015,德阳市,510600,四川省,1605.0600,390.0000,659.7900,11.0000,,20251.0000
2015,泸州市,510500,四川省,1353.4100,505.7000,413.5300,9.0000,,7040.0000
2015,攀枝花市,510400,四川省,925.1800,110.6000,149.9800,2.0000,,10012.0000
2015,自贡市,510300,四川省,1143.1100,327.5000,746.4000,1.0000,,2234.0000
2015,成都市,510100,四川省,10801.1600,1228.1000,1013.1200,256.0000,,752000.0000
2015,黄山市,341000,安徽省,530.9000,147.6900,152.9200,5.0000,1462.0000,15996.0000
2015,安庆市,340800,安徽省,1417.4300,525.4800,403.8400,11.0000,17154.0000,18074.0000
2015,池州市,341700,安徽省,544.7400,161.6100,192.8800,8.0000,25814.0000,34703.0000
2015,铜陵市,340700,安徽省,911.6000,170.4300,616.1500,3.0000,822.0000,22503.0000
2015,宣城市,341800,安徽省,971.4600,279.9500,227.4000,16.0000,6916.0000,79606.0000
2015,芜湖市,340200,安徽省,2457.3200,384.7900,638.9000,24.0000,61351.0000,230062.0000
2015,马鞍山市,340500,安徽省,1365.3000,228.5000,565.5700,25.0000,44335.0000,194002.0000
2015,六安市,341500,安徽省,1016.4900,580.5300,390.2400,13.0000,34267.0000,37868.0000
2015,滁州市,341100,安徽省,1305.7000,449.0600,332.2000,16.0000,42155.0000,105886.0000
2015,淮南市,340400,安徽省,901.0800,383.3900,952.0100,4.0000,9905.0000,21649.0000
2015,蚌埠市,340300,安徽省,1253.0500,376.3500,631.8300,14.0000,19306.0000,139197.0000
2015,宿州市,341300,安徽省,1235.8300,649.5100,653.9900,10.0000,12639.0000,67623.0000
2015,亳州市,341600,安徽省,942.6100,634.9500,745.2200,8.0000,14733.0000,65656.0000
2015,淮北市,340600,安徽省,760.3900,216.5000,791.6800,9.0000,18566.0000,59979.0000
2015,合肥市,340100,安徽省,5660.2700,717.7200,627.3500,116.0000,80394.0000,250678.0000
2015,临汾市,141000,山西省,1161.1090,,212.5800,1.0000,817.0000,15660.0000
2015,忻州市,140900,山西省,681.2356,,122.0600,2.0000,61.0000,4280.1300
2015,运城市,140800,山西省,1174.0143,,359.5900,3.0000,963.0000,1745.0000
2015,晋中市,140700,山西省,1046.1155,,201.3200,8.0000,28153.0000,37077.0400
2015,朔州市,140600,山西省,901.1301,,152.4700,1.0000,5646.0000,15420.0000
2015,吕梁市,141100,山西省,955.8013,,182.2100,1.0000,2742.0000,
2015,晋城市,140500,山西省,1040.2397,,232.3600,1.0000,374.0000,25657.0000
2015,长治市,140400,山西省,1195.3423,,242.5200,4.0000,39457.0000,45117.9000
2015,阳泉市,140300,山西省,595.7008,,288.8400,1.0000,55.0000,30500.0000
2015,大同市,140200,山西省,1053.3703,,222.9100,4.0000,17330.0000,26461.2000
2015,太原市,140100,山西省,2735.3442,,525.1900,13.0000,2612.0000,85067.0000
2015,阿拉善盟,152900,内蒙古自治区,322.5800,,,,,
2015,乌海市,150300,内蒙古自治区,559.8300,44.4914,263.6300,,,805.0000
2015,巴彦淖尔市,150800,内蒙古自治区,887.4300,174.6587,26.4000,6.0000,,15289.0000
2015,乌兰察布市,150900,内蒙古自治区,913.7700,273.8675,50.2800,3.0000,,3992.0000
2015,锡林郭勒盟,152500,内蒙古自治区,1000.1000,,,,,
2015,赤峰市,150400,内蒙古自治区,1861.2700,462.6342,51.4300,7.0000,,8560.0000
2015,通辽市,150500,内蒙古自治区,1877.4400,319.3714,53.5000,1.0000,,2139.0000
2015,兴安盟,152200,内蒙古自治区,502.3100,,,,,
2015,呼伦贝尔市,150700,内蒙古自治区,1596.0100,259.3015,10.2500,2.0000,,3568.0000
2015,包头市,150200,内蒙古自治区,3721.9300,223.8642,80.6700,21.0000,,82417.0000
2015,呼和浩特市,150100,内蒙古自治区,3090.5200,238.5832,139.0700,13.0000,,44610.0000
2015,邯郸市,130400,河北省,3145.4319,943.3000,870.2900,36.0000,65702.0000,82027.2900
2015,邢台市,130500,河北省,1764.7323,729.4400,627.3600,17.0000,140764.0000,21967.5800
2015,衡水市,131100,河北省,1220.0080,443.5400,512.7600,7.0000,11688.0000,16730.0800
2015,沧州市,130900,河北省,3320.6328,744.3000,551.4800,27.0000,21816.0000,47296.0000
2015,保定市,130600,河北省,3300.5585,1155.2400,541.8100,13.0000,43785.0000,44592.0145
2015,廊坊市,131000,河北省,2473.8649,456.3200,722.3400,28.0000,70409.0000,75593.0300
2015,唐山市,130200,河北省,6103.0601,780.1200,560.4200,23.0000,39247.0000,124376.1033
2015,秦皇岛市,130300,河北省,1250.4439,307.3200,379.3900,11.0000,69011.0000,86122.0000
2015,张家口市,130700,河北省,1363.5443,442.1700,127.4600,8.0000,32780.0000,33261.9200
2015,承德市,130800,河北省,1358.7278,353.0100,96.7300,4.0000,4729.0000,15959.0942
2015,石家庄市,130100,河北省,5440.5900,1070.1600,788.1400,34.0000,68031.0000,114012.9400
2015,扬州市,321000,江苏省,4016.8400,461.1200,699.4400,81.0000,,84841.0000
2015,盐城市,320900,江苏省,4212.5000,828.0300,489.0400,146.0000,,79519.0000
2015,淮安市,320800,江苏省,2745.0900,564.4500,562.3100,167.0000,,121386.0000
2015,连云港市,320700,江苏省,2160.6400,530.5600,697.3100,91.0000,,80108.0000
2015,南通市,320600,江苏省,6148.4000,766.7700,727.0800,315.0000,,231559.0000
2015,苏州市,320500,江苏省,14504.0700,667.0100,770.4700,860.0000,,600023.0000
2015,常州市,320400,江苏省,5273.1500,370.8500,848.5800,255.0000,,172065.0000
2015,徐州市,320300,江苏省,5319.8800,1028.7000,874.6300,109.0000,,142788.0000
2015,无锡市,320200,江苏省,8518.2600,480.9000,1039.5500,212.0000,,320219.0000
2015,黔南布依族苗族自治州,522700,贵州省,902.9100,414.0300,,,,
2015,黔东南苗族侗族自治州,522600,贵州省,811.5500,473.5400,,,,
2015,黔西南布依族苗族自治州,522300,贵州省,801.6548,351.6800,,,,
2015,铜仁市,520600,贵州省,770.8900,436.8300,242.7400,,,8100.0000
2015,毕节市,520500,贵州省,1461.3477,904.2000,336.7000,,,17963.0000
2015,安顺市,520400,贵州省,625.4100,296.4900,319.4100,16.0000,,12141.0000
2015,遵义市,520300,贵州省,2168.3400,793.3500,257.7900,931.0000,,15605.0000
2015,六盘水市,520200,贵州省,1201.0800,333.4000,335.8900,3.0000,,21198.0000
2015,贵阳市,520100,贵州省,2891.1581,391.7900,487.3800,30.0000,,92740.0000
2015,海西蒙古族藏族自治州,632800,青海省,439.8500,40.2069,,,,
2015,玉树藏族自治州,632700,青海省,60.5500,39.1853,,,,
2015,果洛藏族自治州,632600,青海省,35.6600,19.7212,,,,
2015,海南藏族自治州,632500,青海省,140.2000,46.6921,,,,
2015,黄南藏族自治州,632300,青海省,72.7500,27.0557,,,,
2015,海北藏族自治州,632200,青海省,94.8600,29.7001,,,,
2015,海东市,630200,青海省,384.4000,170.0191,129.1700,,,
2015,西宁市,630100,青海省,1131.6200,201.3583,262.4000,7.0000,,6057.0000
2015,林芝市,540400,西藏自治区,104.3300,21.5900,,,,
2015,阿里地区,542500,西藏自治区,37.1200,10.3100,,,,
2015,那曲地区,542400,西藏自治区,94.9400,48.9800,,,,
2015,日喀则市,540200,西藏自治区,166.8500,74.7800,,,,
2015,山南市,540500,西藏自治区,113.6200,35.4200,,,,
2015,昌都市,540300,西藏自治区,132.0200,68.9600,,,,
2015,拉萨市,540100,西藏自治区,376.7300,63.9300,17.9600,,,
2015,阜阳市,341200,安徽省,1267.4500,1042.6500,1030.8400,7.0000,3981.0000,18463.0000
2015,丽水市,331100,浙江省,1103.2900,266.3758,153.7800,27.0000,,21886.0000
2015,台州市,331000,浙江省,3553.8500,597.4938,634.3600,17.0000,,11635.0000
2015,衢州市,330800,浙江省,1146.1300,256.3791,289.4300,11.0000,,6006.0000
2015,金华市,330700,浙江省,3402.3400,478.0896,436.8500,190.0000,,27431.0000
2015,温州市,330300,浙江省,4618.0800,811.2128,671.1900,44.0000,,30123.0000
2015,舟山市,330900,浙江省,1092.8500,97.3632,666.6700,19.0000,,7792.0000
2015,绍兴市,330600,浙江省,4465.9700,443.1052,535.0900,196.0000,,94152.0000
2015,湖州市,330500,浙江省,2084.2600,263.7139,453.6100,185.0000,,94188.0000
2015,嘉兴市,330400,浙江省,3517.8100,349.4779,891.4400,249.0000,,268427.0000
2015,宁波市,330200,浙江省,8003.6100,586.5731,598.0000,444.0000,,423375.0000
2015,宿迁市,321300,江苏省,2126.1900,586.2800,687.4700,27.0000,,29839.0000
2015,泰州市,321200,江苏省,3687.9000,507.8500,877.8300,83.0000,,106550.0000
2015,镇江市,321100,江苏省,3502.4800,271.6700,708.3300,93.0000,,130516.0000
2015,葫芦岛市,211400,辽宁省,720.1673,280.1000,268.8700,4.0000,,1680.0000
2015,朝阳市,211300,辽宁省,854.7329,340.9000,173.1100,7.0000,,1387.0000
2015,铁岭市,211200,辽宁省,740.9003,300.4000,231.0400,9.0000,,16617.0000
2015,盘锦市,211100,辽宁省,1256.5377,129.5000,319.8000,12.0000,,23246.0000
2015,辽阳市,211000,辽宁省,1028.5818,179.0000,373.8500,4.0000,,36477.0000
2015,阜新市,210900,辽宁省,525.5376,189.5000,182.5200,4.0000,,1669.0000
2015,营口市,210800,辽宁省,1513.7503,232.6000,444.4900,18.0000,,5096.0000
