"Sgnyea","Prvcnm_id","Prvcnm_en","Pop01"
"2022","370000","Shandong (province)","10163.0000"
"2022","140000","Shanxi (province)","3481.0000"
"2022","150000","Inner Mongolia Autonomous Region","2401.0000"
"2022","320000","Jiangsu (province)","8515.0000"
"2022","110000","Beijing (city)","2184.0000"
"2022","500000","Chongqing (city)","3213.0000"
"2022","350000","Fujian (province)","4188.0000"
"2022","360000","Jiangxi (province)","4528.0000"
"2022","460000","Hainan (province)","1027.0000"
"2022","630000","Qinghai (province)","595.0000"
"2022","142","China",""
"2022","120000","Tianjin (city)","1363.0000"
"2022","510000","Sichuan (province)","8374.0000"
"2022","450000","Guangxi Zhuang Autonomous Region","5047.0000"
"2023","142","China","140967.0000"
"2023","620000","Gansu (province)","2465.4790"
"2023","230000","Heilongjiang (province)","3062.0000"
"2023","540000","Tibet Autonomous Region","365.0000"
"2023","420000","Hubei (province)","5838.0000"
"2023","630000","Qinghai (province)","594.0000"
"2023","440000","Guangdong (province)","12706.0000"
"2023","210000","Liaoning (province)","4182.0000"
"2023","220000","Jilin (province)","2339.4100"
"2023","370000","Shandong (province)","10123.0000"
"2023","520000","Guizhou (province)","3865.0000"
"2023","340000","Anhui (province)","6121.0000"
"2023","350000","Fujian (province)","4183.0000"
"2023","140000","Shanxi (province)","3466.0000"
"2023","150000","Inner Mongolia Autonomous Region","2396.0000"
"2023","530000","Yunnan (province)","4673.0000"
"2023","310000","Shanghai (city)","2487.0000"
"2023","330000","Zhejiang (province)","6627.0000"
"2023","130000","Hebei (province)","7393.0000"
"2023","110000","Beijing (city)","2186.0000"
"2023","510000","Sichuan (province)","8368.0000"
"2023","450000","Guangxi Zhuang Autonomous Region","5027.0000"
"2023","500000","Chongqing (city)","3191.0000"
"2023","610000","Shaanxi (province)","3952.0000"
"2023","320000","Jiangsu (province)","8526.0000"
"2023","360000","Jiangxi (province)","4515.0000"
"2023","410000","Henan (province)","9815.0000"
"2023","430000","Hunan (province)","6568.0000"
"2023","120000","Tianjin (city)","1364.0000"
"2023","650000","Xinjiang Uygur Autonomous Region","2598.0000"
"2023","640000","Ningxia Hui Autonomous Region","729.0000"
"2023","460000","Hainan (province)","1043.0000"
