"SgnYear","CityCode","CityName_EN","CityType_EN","ProvinceSign","ProvinceName_EN","TotalImpExp","Import","Export"
"2000","110000","Beijing (city)","Municipality directly under the Central Government","110000","Beijing (city)","40901055.0000","30987142.0000","9913913.0000"
"2000","110000","Beijing (city)","Municipality directly under the Central Government","110000","Beijing (city)","4940041.0000","3743125.0000","1196916.0000"
"2000","120000","Tianjin (city)","Municipality directly under the Central Government","120000","Tianjin (city)","1715741.0000","852835.0000","862906.0000"
"2000","210100","Shenyang (city)","Sub-provincial city","210000","Liaoning (province)","270769.0000","138623.0000","132146.0000"
"2000","210200","Dalian (city)","Sub-provincial city","210000","Liaoning (province)","1302170.0000","561016.0000","741154.0000"
"2000","210300","Anshan (city)","Prefecture-level city","210000","Liaoning (province)","51630.0000","11687.0000","39943.0000"
"2000","210400","Fushun (city)","Prefecture-level city","210000","Liaoning (province)","19025.0000","4657.0000","14368.0000"
"2000","210500","Benxi (city)","Prefecture-level city","210000","Liaoning (province)","13724.0000","5102.0000","8622.0000"
"2000","210600","Dandong (city)","Prefecture-level city","210000","Liaoning (province)","99874.0000","35874.0000","64000.0000"
"2000","210700","Jinzhou (city)","Prefecture-level city","210000","Liaoning (province)","15288.0000","6012.0000","9276.0000"
"2000","210800","Yingkou (city)","Prefecture-level city","210000","Liaoning (province)","65369.0000","25963.0000","39406.0000"
"2000","210900","Fuxin (city)","Prefecture-level city","210000","Liaoning (province)","1081.0000","278.0000","803.0000"
"2000","211000","Liaoyang (city)","Prefecture-level city","210000","Liaoning (province)","16050.0000","7928.0000","8122.0000"
"2000","211100","Panjin (city)","Prefecture-level city","210000","Liaoning (province)","6176.0000","3438.0000","2738.0000"
"2000","211200","Tieling (city)","Prefecture-level city","210000","Liaoning (province)","5180.0000","1951.0000","3229.0000"
"2000","211300","Chaoyang (city)","Prefecture-level city","210000","Liaoning (province)","5547.0000","2391.0000","3156.0000"
"2000","211400","Huludao (city)","Prefecture-level city","210000","Liaoning (province)","30333.0000","12457.0000","17876.0000"
"2000","230100","Harbin (city)","Sub-provincial city","230000","Heilongjiang (province)","121030.0000","51059.0000","69971.0000"
"2000","230200","Qiqihar (city)","Prefecture-level city","230000","Heilongjiang (province)","9644.0000","6656.0000","2989.0000"
"2000","230300","Jixi (city)","Prefecture-level city","230000","Heilongjiang (province)","4334.0000","176.0000","4158.0000"
"2000","230400","Hegang (city)","Prefecture-level city","230000","Heilongjiang (province)","1067.0000","9.0000","1058.0000"
"2000","230500","Shuangyashan (city)","Prefecture-level city","230000","Heilongjiang (province)","457.0000","9.0000","448.0000"
"2000","230600","Daqing (city)","Prefecture-level city","230000","Heilongjiang (province)","6067.0000","3581.0000","2486.0000"
"2000","230700","Yichun (city)","Prefecture-level city","230000","Heilongjiang (province)","2870.0000","371.0000","2499.0000"
"2000","230800","Jiamusi (city)","Prefecture-level city","230000","Heilongjiang (province)","9918.0000","7935.0000","1983.0000"
"2000","230900","Qitaihe (city)","Prefecture-level city","230000","Heilongjiang (province)","64.0000","8.0000","56.0000"
"2000","231000","Mudanjiang (city)","Prefecture-level city","230000","Heilongjiang (province)","125873.0000","76877.0000","48996.0000"
"2000","231100","Heihe (city)","Prefecture-level city","230000","Heilongjiang (province)","14680.0000","6545.0000","8135.0000"
"2000","231200","Suihua (city)","Prefecture-level city","230000","Heilongjiang (province)","2364.0000","239.0000","2125.0000"
"2000","232700","Daxinganling Region","Prefecture-level city","230000","Heilongjiang (province)","253.0000","55.0000","198.0000"
"2000","310000","Shanghai (city)","Municipality directly under the Central Government","310000","Shanghai (city)","5471000.0000","2935600.0000","2535400.0000"
"2000","320100","Nanjing (city)","Sub-provincial city","320000","Jiangsu (province)","409895.0000","178635.0000","231260.0000"
"2000","320200","Wuxi (city)","Prefecture-level city","320000","Jiangsu (province)","598324.0000","261665.0000","336659.0000"
"2000","320300","Xuzhou (city)","Prefecture-level city","320000","Jiangsu (province)","32896.0000","14181.0000","18715.0000"
"2000","320400","Changzhou (city)","Prefecture-level city","320000","Jiangsu (province)","282208.0000","96174.0000","186034.0000"
"2000","320500","Suzhou (city)","Prefecture-level city","320000","Jiangsu (province)","2007037.0000","958941.0000","1048096.0000"
"2000","320600","Nantong (city)","Prefecture-level city","320000","Jiangsu (province)","315629.0000","112106.0000","203523.0000"
"2000","320700","Lianyungang (city)","Prefecture-level city","320000","Jiangsu (province)","48509.0000","9679.0000","38830.0000"
"2000","320800","Huaiyin (city)","Prefecture-level city","320000","Jiangsu (province)","1108.0000","1032.0000","76.0000"
"2000","320900","Yancheng (city)","Prefecture-level city","320000","Jiangsu (province)","37725.0000","10259.0000","27466.0000"
"2000","321000","Yangzhou (city)","Prefecture-level city","320000","Jiangsu (province)","111778.0000","51195.0000","60583.0000"
"2000","321100","Zhenjiang (city)","Prefecture-level city","320000","Jiangsu (province)","146144.0000","80283.0000","65861.0000"
"2000","321200","Taizhou (city)","Prefecture-level city","320000","Jiangsu (province)","44768.0000","11859.0000","32909.0000"
"2000","321300","Suqian (city)","Prefecture-level city","320000","Jiangsu (province)","3287.0000","315.0000","2972.0000"
"2000","330100","Hangzhou (city)","Sub-provincial city","330000","Zhejiang (province)","","","696500.0000"
"2000","330200","Ningbo (city)","Sub-provincial city","330000","Zhejiang (province)","","","516800.0000"
"2000","330300","Wenzhou (city)","Prefecture-level city","330000","Zhejiang (province)","","","150000.0000"
"2000","330400","Jiaxing (city)","Prefecture-level city","330000","Zhejiang (province)","","","189000.0000"
"2000","330500","Huzhou (city)","Prefecture-level city","330000","Zhejiang (province)","","","46300.0000"
"2000","330600","Shaoxing (city)","Prefecture-level city","330000","Zhejiang (province)","","","127700.0000"
"2000","330700","Jinhua (city)","Prefecture-level city","330000","Zhejiang (province)","","","63400.0000"
"2000","330800","Quzhou (city)","Prefecture-level city","330000","Zhejiang (province)","","","9300.0000"
"2000","330900","Zhoushan (city)","Prefecture-level city","330000","Zhejiang (province)","","","41200.0000"
"2000","331000","Taizhou (city)","Prefecture-level city","330000","Zhejiang (province)","","","86900.0000"
"2000","331100","Lishui (city)","Prefecture-level city","330000","Zhejiang (province)","","","13800.0000"
"2000","340100","Hefei (city)","Prefecture-level city","340000","Anhui (province)","192501.0000","59166.0000","133335.0000"
"2000","340181","Chaohu (city)","Prefecture-level city","340000","Anhui (province)","3255.0000","354.0000","2901.0000"
"2000","340200","Wuhu (city)","Prefecture-level city","340000","Anhui (province)","20233.0000","8746.0000","11487.0000"
"2000","340300","Bengbu (city)","Prefecture-level city","340000","Anhui (province)","11767.0000","1123.0000","10644.0000"
"2000","340400","Huainan (city)","Prefecture-level city","340000","Anhui (province)","2165.0000","215.0000","1950.0000"
"2000","340500","Ma'anshan (city)","Prefecture-level city","340000","Anhui (province)","24699.0000","13361.0000","11338.0000"
"2000","340600","Huaibei (city)","Prefecture-level city","340000","Anhui (province)","3175.0000","68.0000","3107.0000"
"2000","340700","Tongling (city)","Prefecture-level city","340000","Anhui (province)","36785.0000","23444.0000","13341.0000"
"2000","340800","Anqing (city)","Prefecture-level city","340000","Anhui (province)","10232.0000","2070.0000","8162.0000"
"2000","341000","Huangshan (city)","Prefecture-level city","340000","Anhui (province)","3243.0000","1379.0000","1864.0000"
"2000","341100","Chuzhou (city)","Prefecture-level city","340000","Anhui (province)","8597.0000","3486.0000","5111.0000"
"2000","341200","Fuyang (city)","Prefecture-level city","340000","Anhui (province)","3699.0000","1304.0000","2395.0000"
"2000","341300","Suzhou (city)","Prefecture-level city","340000","Anhui (province)","1014.0000","341.0000","673.0000"
"2000","341500","Lu'an (city)","Prefecture-level city","340000","Anhui (province)","5355.0000","356.0000","4999.0000"
"2000","341600","Bozhou (city)","Prefecture-level city","340000","Anhui (province)","691.0000","9.0000","682.0000"
"2000","341700","Chizhou (city)","Prefecture-level city","340000","Anhui (province)","2891.0000","695.0000","2196.0000"
"2000","341800","Xuancheng (city)","Prefecture-level city","340000","Anhui (province)","4387.0000","1366.0000","3021.0000"
"2000","350100","Fuzhou (city)","Prefecture-level city","350000","Fujian (province)","509255.0000","237591.0000","271664.0000"
"2000","350200","Xiamen (city)","Sub-provincial city","350000","Fujian (province)","1004873.0000","416950.0000","587923.0000"
"2000","350300","Putian (city)","Prefecture-level city","350000","Fujian (province)","98834.0000","30479.0000","68355.0000"
"2000","350400","Sanming (city)","Prefecture-level city","350000","Fujian (province)","14830.0000","4098.0000","10732.0000"
"2000","350500","Quanzhou (city)","Prefecture-level city","350000","Fujian (province)","178896.0000","60778.0000","118118.0000"
"2000","350600","Zhangzhou (city)","Prefecture-level city","350000","Fujian (province)","98946.0000","41419.0000","57527.0000"
"2000","350700","Nanping (city)","Prefecture-level city","350000","Fujian (province)","15837.0000","4497.0000","11340.0000"
"2000","350800","Longyan (city)","Prefecture-level city","350000","Fujian (province)","5341.0000","419.0000","4922.0000"
"2000","350900","Ningde (city)","Prefecture-level city","350000","Fujian (province)","7972.0000","570.0000","7402.0000"
"2000","360100","Nanchang (city)","Prefecture-level city","360000","Jiangxi (province)","111451.0000","22823.0000","88628.0000"
"2000","360200","Jingdezhen (city)","Prefecture-level city","360000","Jiangxi (province)","5150.0000","1424.0000","3726.0000"
"2000","360300","Pingxiang (city)","Prefecture-level city","360000","Jiangxi (province)","665.0000","","665.0000"
"2000","360400","Jiujiang (city)","Prefecture-level city","360000","Jiangxi (province)","9149.0000","5699.0000","3450.0000"
"2000","360500","Xinyu (city)","Prefecture-level city","360000","Jiangxi (province)","5248.0000","2636.0000","2612.0000"
"2000","360600","Yingtan (city)","Prefecture-level city","360000","Jiangxi (province)","14146.0000","7049.0000","7097.0000"
"2000","360700","Ganzhou (city)","Prefecture-level city","360000","Jiangxi (province)","7172.0000","1163.0000","6009.0000"
"2000","360800","Ji'an (city)","Prefecture-level city","360000","Jiangxi (province)","1907.0000","220.0000","1687.0000"
"2000","360900","Yichun (city)","Prefecture-level city","360000","Jiangxi (province)","1805.0000","80.0000","1725.0000"
"2000","361000","Fuzhou (city)","Prefecture-level city","360000","Jiangxi (province)","423.0000","139.0000","284.0000"
"2000","361100","Shangrao (city)","Prefecture-level city","360000","Jiangxi (province)","5283.0000","1430.0000","3853.0000"
"2000","370100","Jinan (city)","Sub-provincial city","370000","Shandong (province)","143935.0000","86827.0000","57108.0000"
"2000","370200","Qingdao (city)","Sub-provincial city","370000","Shandong (province)","1353222.0000","526331.0000","826891.0000"
"2000","370300","Zibo (city)","Prefecture-level city","370000","Shandong (province)","76231.0000","26301.0000","49930.0000"
"2000","370400","Zaozhuang (city)","Prefecture-level city","370000","Shandong (province)","13725.0000","4233.0000","9492.0000"
"2000","370500","Dongying (city)","Prefecture-level city","370000","Shandong (province)","14330.0000","6843.0000","7487.0000"
"2000","370600","Yantai (city)","Prefecture-level city","370000","Shandong (province)","313945.0000","117324.0000","196621.0000"
"2000","370700","Weifang (city)","Prefecture-level city","370000","Shandong (province)","137240.0000","37827.0000","99413.0000"
"2000","370800","Jining (city)","Prefecture-level city","370000","Shandong (province)","37426.0000","15959.0000","21467.0000"
"2000","370900","Tai'an (city)","Prefecture-level city","370000","Shandong (province)","20549.0000","6897.0000","13652.0000"
"2000","371000","Weihai (city)","Prefecture-level city","370000","Shandong (province)","197379.0000","67860.0000","129519.0000"
"2000","371100","Rizhao (city)","Prefecture-level city","370000","Shandong (province)","55714.0000","9990.0000","45724.0000"
"2000","371200","Laiwu (city)","Prefecture-level city","370000","Shandong (province)","21483.0000","4615.0000","16868.0000"
"2000","371300","Linyi (city)","Prefecture-level city","370000","Shandong (province)","36474.0000","13933.0000","22541.0000"
"2000","371400","Dezhou (city)","Prefecture-level city","370000","Shandong (province)","19844.0000","7244.0000","12600.0000"
"2000","371500","Liaocheng (city)","Prefecture-level city","370000","Shandong (province)","14173.0000","5028.0000","9145.0000"
"2000","371600","Binzhou (city)","Prefecture-level city","370000","Shandong (province)","36588.0000","8630.0000","27958.0000"
"2000","371700","Heze (city)","Prefecture-level city","370000","Shandong (province)","6738.0000","249.0000","6489.0000"
"2000","410100","Zhengzhou (city)","Prefecture-level city","410000","Henan (province)","","","62145.0000"
"2000","410200","Kaifeng (city)","Prefecture-level city","410000","Henan (province)","","","2047.0000"
"2000","410300","Luoyang (city)","Prefecture-level city","410000","Henan (province)","","","14322.0000"
"2000","410400","Pingdingshan (city)","Prefecture-level city","410000","Henan (province)","","","5004.0000"
"2000","410500","Anyang (city)","Prefecture-level city","410000","Henan (province)","","","12015.0000"
"2000","410600","Hebi (city)","Prefecture-level city","410000","Henan (province)","","","1884.0000"
"2000","410700","Xinxiang (city)","Prefecture-level city","410000","Henan (province)","","","6820.0000"
"2000","410800","Jiaozuo (city)","Prefecture-level city","410000","Henan (province)","","","7080.0000"
"2000","410900","Puyang (city)","Prefecture-level city","410000","Henan (province)","","","3001.0000"
"2000","411000","Xuchang (city)","Prefecture-level city","410000","Henan (province)","","","13917.0000"
"2000","411100","Luohe (city)","Prefecture-level city","410000","Henan (province)","","","1512.0000"
"2000","411200","Sanmenxia (city)","Prefecture-level city","410000","Henan (province)","","","2264.0000"
"2000","411300","Nanyang (city)","Prefecture-level city","410000","Henan (province)","","","6820.0000"
"2000","411400","Shangqiu (city)","Prefecture-level city","410000","Henan (province)","","","1799.0000"
"2000","411500","Xinyang (city)","Prefecture-level city","410000","Henan (province)","","","1051.0000"
"2000","411600","Zhoukou (city)","Prefecture-level city","410000","Henan (province)","","","3750.0000"
"2000","411700","Zhumadian (city)","Prefecture-level city","410000","Henan (province)","","","1389.0000"
"2000","420100","Wuhan (city)","Sub-provincial city","420000","Hubei (province)","203085.0000","85678.0000","117407.0000"
"2000","420200","Huangshi (city)","Prefecture-level city","420000","Hubei (province)","34799.0000","18768.0000","16031.0000"
"2000","420300","Shiyan (city)","Prefecture-level city","420000","Hubei (province)","5699.0000","3109.0000","2590.0000"
"2000","420500","Yichang (city)","Prefecture-level city","420000","Hubei (province)","9813.0000","2597.0000","7216.0000"
"2000","420600","Xiangfan (city)","Prefecture-level city","420000","Hubei (province)","8570.0000","3548.0000","5022.0000"
"2000","420700","Ezhou (city)","Prefecture-level city","420000","Hubei (province)","10464.0000","5384.0000","5080.0000"
"2000","420800","Jingmen (city)","Prefecture-level city","420000","Hubei (province)","4654.0000","436.0000","4218.0000"
"2000","420900","Xiaogan (city)","Prefecture-level city","420000","Hubei (province)","4764.0000","1796.0000","2968.0000"
"2000","421000","Jingzhou (city)","Prefecture-level city","420000","Hubei (province)","12379.0000","3317.0000","9062.0000"
"2000","421100","Huanggang (city)","Prefecture-level city","420000","Hubei (province)","12390.0000","1965.0000","10425.0000"
"2000","421200","Xianning (city)","Prefecture-level city","420000","Hubei (province)","3520.0000","213.0000","3307.0000"
"2000","421300","Suizhou (city)","Prefecture-level city","420000","Hubei (province)","2414.0000","96.0000","2318.0000"
"2000","422800","Enshi Tujia and Miao Autonomous Prefecture","Prefecture-level city","420000","Hubei (province)","1104.0000","200.0000","904.0000"
"2000","430100","Changsha (city)","Prefecture-level city","430000","Hunan (province)","164419.0000","59328.0000","105091.0000"
"2000","430200","Zhuzhou (city)","Prefecture-level city","430000","Hunan (province)","36746.0000","6689.0000","30057.0000"
"2000","430300","Xiangtan (city)","Prefecture-level city","430000","Hunan (province)","14048.0000","6268.0000","7780.0000"
"2000","430400","Hengyang (city)","Prefecture-level city","430000","Hunan (province)","6838.0000","2640.0000","4198.0000"
"2000","430500","Shaoyang (city)","Prefecture-level city","430000","Hunan (province)","860.0000","35.0000","825.0000"
"2000","430600","Yueyang (city)","Prefecture-level city","430000","Hunan (province)","7092.0000","5522.0000","1570.0000"
"2000","430700","Changde (city)","Prefecture-level city","430000","Hunan (province)","2724.0000","876.0000","1848.0000"
"2000","430800","Zhangjiajie (city)","Prefecture-level city","430000","Hunan (province)","78.0000","4.0000","74.0000"
"2000","430900","Yiyang (city)","Prefecture-level city","430000","Hunan (province)","1525.0000","167.0000","1358.0000"
"2000","431000","Chenzhou (city)","Prefecture-level city","430000","Hunan (province)","2472.0000","36.0000","2436.0000"
"2000","431100","Yongzhou (city)","Prefecture-level city","430000","Hunan (province)","3319.0000","3072.0000","247.0000"
"2000","431200","Huaihua (city)","Prefecture-level city","430000","Hunan (province)","750.0000","38.0000","712.0000"
"2000","431300","Loudi (city)","Prefecture-level city","430000","Hunan (province)","5753.0000","1147.0000","4606.0000"
"2000","433100","Xiangxi Tujia and Miao Autonomous Prefecture","Prefecture-level city","430000","Hunan (province)","4634.0000","128.0000","4506.0000"
"2000","440100","Guangzhou (city)","Sub-provincial city","440000","Guangdong (province)","2335100.0000","1156000.0000","1179000.0000"
"2000","440200","Shaoguan (city)","Prefecture-level city","440000","Guangdong (province)","26800.0000","13600.0000","13200.0000"
"2000","440300","Shenzhen (city)","Sub-provincial city","440000","Guangdong (province)","6394400.0000","2938000.0000","3456400.0000"
"2000","440400","Zhuhai (city)","Prefecture-level city","440000","Guangdong (province)","916500.0000","551900.0000","364600.0000"
"2000","440500","Shantou (city)","Prefecture-level city","440000","Guangdong (province)","421200.0000","161700.0000","259500.0000"
"2000","440600","Foshan (city)","Prefecture-level city","440000","Guangdong (province)","1032700.0000","459100.0000","573600.0000"
"2000","440700","Jiangmen (city)","Prefecture-level city","440000","Guangdong (province)","483300.0000","184800.0000","298500.0000"
"2000","440800","Zhanjiang (city)","Prefecture-level city","440000","Guangdong (province)","116700.0000","78900.0000","37800.0000"
"2000","440900","Maoming (city)","Prefecture-level city","440000","Guangdong (province)","125900.0000","25600.0000","100300.0000"
"2000","441200","Zhaoqing (city)","Prefecture-level city","440000","Guangdong (province)","115000.0000","41100.0000","74000.0000"
"2000","441300","Huizhou (city)","Prefecture-level city","440000","Guangdong (province)","820900.0000","371200.0000","449700.0000"
"2000","441400","Meizhou (city)","Prefecture-level city","440000","Guangdong (province)","34900.0000","5200.0000","29700.0000"
"2000","441500","Shanwei (city)","Prefecture-level city","440000","Guangdong (province)","60800.0000","24400.0000","36400.0000"
"2000","441600","Heyuan (city)","Prefecture-level city","440000","Guangdong (province)","16100.0000","6700.0000","9300.0000"
"2000","441700","Yangjiang (city)","Prefecture-level city","440000","Guangdong (province)","62000.0000","7700.0000","54300.0000"
"2000","441800","Qingyuan (city)","Prefecture-level city","440000","Guangdong (province)","44000.0000","19800.0000","24100.0000"
"2000","441900","Dongguan (city)","Prefecture-level city","440000","Guangdong (province)","3202300.0000","1488200.0000","1714200.0000"
"2000","442000","Zhongshan (city)","Prefecture-level city","440000","Guangdong (province)","608900.0000","241200.0000","367700.0000"
"2000","445100","Chaozhou (city)","Prefecture-level city","440000","Guangdong (province)","82100.0000","12700.0000","69400.0000"
"2000","445200","Jieyang (city)","Prefecture-level city","440000","Guangdong (province)","78200.0000","18400.0000","59800.0000"
"2000","445300","Yunfu (city)","Prefecture-level city","440000","Guangdong (province)","32800.0000","12400.0000","20300.0000"
"2000","460100","Haikou (city)","Prefecture-level city","460000","Hainan (province)","","","2066.0000"
"2000","460200","Sanya (city)","Prefecture-level city","460000","Hainan (province)","","","2501.0000"
"2000","500000","Chongqing (city)","Municipality directly under the Central Government","500000","Chongqing (city)","178547.0000","79025.0000","99522.0000"
"2000","530100","Kunming (city)","Prefecture-level city","530000","Yunnan (province)","115068.0000","43770.0000","71298.0000"
"2000","530300","Qujing (city)","Prefecture-level city","530000","Yunnan (province)","1712.0000","80.0000","1632.0000"
"2000","530400","Yuxi (city)","Prefecture-level city","530000","Yunnan (province)","11593.0000","6340.0000","5253.0000"
"2000","530500","Baoshan (city)","Prefecture-level city","530000","Yunnan (province)","3990.0000","1487.0000","2503.0000"
"2000","530600","Zhaotong Prefecture","Prefecture-level city","530000","Yunnan (province)","422.0000","420.0000","2.0000"
"2000","530700","Lijiang Prefecture","Prefecture-level city","530000","Yunnan (province)","152.0000","45.0000","107.0000"
"2000","530800","Simao Prefecture","Prefecture-level city","530000","Yunnan (province)","1299.0000","562.0000","737.0000"
"2000","530900","Lincang Prefecture","Prefecture-level city","530000","Yunnan (province)","1337.0000","435.0000","902.0000"
"2000","532300","Chuxiong Yi Autonomous Prefecture","Prefecture-level city","530000","Yunnan (province)","644.0000","106.0000","538.0000"
"2000","532500","Honghe Hani and Yi Autonomous Prefecture","Prefecture-level city","530000","Yunnan (province)","14110.0000","4323.0000","9787.0000"
"2000","532600","Wenshan Zhuang and Miao Autonomous Prefecture","Prefecture-level city","530000","Yunnan (province)","2059.0000","20.0000","2039.0000"
"2000","532800","Xishuangbanna Dai Autonomous Prefecture","Prefecture-level city","530000","Yunnan (province)","6405.0000","1542.0000","4863.0000"
"2000","532900","Dali Bai Autonomous Prefecture","Prefecture-level city","530000","Yunnan (province)","1307.0000","527.0000","780.0000"
"2000","533100","Dehong Dai and Jingpo Autonomous Prefecture","Prefecture-level city","530000","Yunnan (province)","20804.0000","3972.0000","16832.0000"
"2000","533300","Nujiang Lisu Autonomous Prefecture","Prefecture-level city","530000","Yunnan (province)","168.0000","137.0000","31.0000"
"2000","533400","Diqing Tibetan Autonomous Prefecture","Prefecture-level city","530000","Yunnan (province)","208.0000","","208.0000"
"2000","620100","Lanzhou (city)","Prefecture-level city","620000","Gansu (province)","38796.0000","11466.0000","27330.0000"
"2000","620200","Jiayuguan (city)","Prefecture-level city","620000","Gansu (province)","1982.0000","810.0000","1172.0000"
"2000","620300","Jinchang (city)","Prefecture-level city","620000","Gansu (province)","7723.0000","1782.0000","5941.0000"
"2000","620400","Baiyin (city)","Prefecture-level city","620000","Gansu (province)","5957.0000","547.0000","5410.0000"
"2000","620500","Tianshui (city)","Prefecture-level city","620000","Gansu (province)","531.0000","200.0000","331.0000"
"2000","620600","Wuwei Prefecture","Prefecture-level city","620000","Gansu (province)","306.0000","135.0000","171.0000"
"2000","620700","Zhangye Prefecture","Prefecture-level city","620000","Gansu (province)","53.0000","","53.0000"
"2000","620800","Pingliang Prefecture","Prefecture-level city","620000","Gansu (province)","54.0000","","54.0000"
"2000","620900","Jiuquan Prefecture","Prefecture-level city","620000","Gansu (province)","702.0000","449.0000","253.0000"
"2000","621000","Qingyang Prefecture","Prefecture-level city","620000","Gansu (province)","64.0000","","64.0000"
"2000","621100","Dingxi Prefecture","Prefecture-level city","620000","Gansu (province)","128.0000","","128.0000"
"2000","621200","Longnan Prefecture","Prefecture-level city","620000","Gansu (province)","94.0000","70.0000","24.0000"
"2000","622900","Linxia Hui Autonomous Prefecture","Prefecture-level city","620000","Gansu (province)","61.0000","","61.0000"
"2000","623000","Gannan Tibetan Autonomous Prefecture","Prefecture-level city","620000","Gansu (province)","503.0000","","503.0000"
"2001","110000","Beijing (city)","Municipality directly under the Central Government","110000","Beijing (city)","42621570.0000","32878452.0000","9743118.0000"
"2001","110000","Beijing (city)","Municipality directly under the Central Government","110000","Beijing (city)","5149809.0000","3972572.0000","1177236.0000"
"2001","120000","Tianjin (city)","Municipality directly under the Central Government","120000","Tianjin (city)","1818600.0000","868500.0000","950200.0000"
"2001","140100","Taiyuan (city)","Prefecture-level city","140000","Shanxi (province)","139342.0000","30474.0000","105295.0000"
"2001","140200","Datong (city)","Prefecture-level city","140000","Shanxi (province)","3787.0000","1213.0000","2574.0000"
"2001","140300","Yangquan (city)","Prefecture-level city","140000","Shanxi (province)","3605.0000","434.0000","3172.0000"
"2001","140400","Changzhi (city)","Prefecture-level city","140000","Shanxi (province)","2264.0000","490.0000","1774.0000"
"2001","140500","Jincheng (city)","Prefecture-level city","140000","Shanxi (province)","1298.0000","263.0000","1035.0000"
"2001","140600","Shuozhou (city)","Prefecture-level city","140000","Shanxi (province)","805.0000","405.0000","400.0000"
"2001","140700","Jinzhong (city)","Prefecture-level city","140000","Shanxi (province)","12552.0000","562.0000","11989.0000"
"2001","140800","Yuncheng (city)","Prefecture-level city","140000","Shanxi (province)","15591.0000","6971.0000","8620.0000"
"2001","140900","Xinzhou (city)","Prefecture-level city","140000","Shanxi (province)","2474.0000","686.0000","1789.0000"
"2001","141000","Linfen (city)","Prefecture-level city","140000","Shanxi (province)","6410.0000","2165.0000","4245.0000"
"2001","141100","Lvliang Area","Prefecture-level city","140000","Shanxi (province)","5844.0000","11.0000","5833.0000"
"2001","210100","Shenyang (city)","Sub-provincial city","210000","Liaoning (province)","277078.0000","154076.0000","123002.0000"
"2001","210200","Dalian (city)","Sub-provincial city","210000","Liaoning (province)","1334775.0000","571588.0000","763187.0000"
"2001","210300","Anshan (city)","Prefecture-level city","210000","Liaoning (province)","50830.0000","20217.0000","30613.0000"
"2001","210400","Fushun (city)","Prefecture-level city","210000","Liaoning (province)","23397.0000","10132.0000","13265.0000"
"2001","210500","Benxi (city)","Prefecture-level city","210000","Liaoning (province)","19384.0000","15038.0000","4346.0000"
"2001","210600","Dandong (city)","Prefecture-level city","210000","Liaoning (province)","121930.0000","43365.0000","78565.0000"
"2001","210700","Jinzhou (city)","Prefecture-level city","210000","Liaoning (province)","15456.0000","5215.0000","10241.0000"
"2001","210800","Yingkou (city)","Prefecture-level city","210000","Liaoning (province)","69895.0000","24568.0000","45327.0000"
"2001","210900","Fuxin (city)","Prefecture-level city","210000","Liaoning (province)","1786.0000","475.0000","1311.0000"
"2001","211000","Liaoyang (city)","Prefecture-level city","210000","Liaoning (province)","15430.0000","9832.0000","5598.0000"
"2001","211100","Panjin (city)","Prefecture-level city","210000","Liaoning (province)","7860.0000","3148.0000","4712.0000"
"2001","211200","Tieling (city)","Prefecture-level city","210000","Liaoning (province)","5898.0000","2090.0000","3808.0000"
"2001","211300","Chaoyang (city)","Prefecture-level city","210000","Liaoning (province)","4653.0000","1475.0000","3178.0000"
"2001","211400","Huludao (city)","Prefecture-level city","210000","Liaoning (province)","42414.0000","18653.0000","23761.0000"
"2001","230100","Harbin (city)","Sub-provincial city","230000","Heilongjiang (province)","126578.0000","64292.0000","62286.0000"
"2001","230200","Qiqihar (city)","Prefecture-level city","230000","Heilongjiang (province)","5993.0000","3141.0000","2852.0000"
"2001","230300","Jixi (city)","Prefecture-level city","230000","Heilongjiang (province)","5077.0000","247.0000","4830.0000"
"2001","230400","Hegang (city)","Prefecture-level city","230000","Heilongjiang (province)","128.0000","31.0000","98.0000"
"2001","230500","Shuangyashan (city)","Prefecture-level city","230000","Heilongjiang (province)","590.0000","28.0000","562.0000"
"2001","230600","Daqing (city)","Prefecture-level city","230000","Heilongjiang (province)","6281.0000","3331.0000","2950.0000"
"2001","230700","Yichun (city)","Prefecture-level city","230000","Heilongjiang (province)","3936.0000","781.0000","3156.0000"
"2001","230800","Jiamusi (city)","Prefecture-level city","230000","Heilongjiang (province)","12224.0000","7485.0000","4739.0000"
"2001","230900","Qitaihe (city)","Prefecture-level city","230000","Heilongjiang (province)","133.0000","21.0000","112.0000"
"2001","231000","Mudanjiang (city)","Prefecture-level city","230000","Heilongjiang (province)","161207.0000","93578.0000","67629.0000"
"2001","231100","Heihe (city)","Prefecture-level city","230000","Heilongjiang (province)","12784.0000","4020.0000","8764.0000"
"2001","231200","Suihua (city)","Prefecture-level city","230000","Heilongjiang (province)","3301.0000","251.0000","3049.0000"
"2001","232700","Daxinganling Region","Prefecture-level city","230000","Heilongjiang (province)","222.0000","31.0000","191.0000"
"2001","310000","Shanghai (city)","Municipality directly under the Central Government","310000","Shanghai (city)","6089800.0000","3327000.0000","2762800.0000"
"2001","320100","Nanjing (city)","Sub-provincial city","320000","Jiangsu (province)","958834.0000","383734.0000","575100.0000"
"2001","320200","Wuxi (city)","Prefecture-level city","320000","Jiangsu (province)","666667.0000","306667.0000","360000.0000"
"2001","320300","Xuzhou (city)","Prefecture-level city","320000","Jiangsu (province)","35951.0000","18182.0000","17769.0000"
"2001","320400","Changzhou (city)","Prefecture-level city","320000","Jiangsu (province)","325884.0000","109307.0000","216577.0000"
